date,spot,fwd_W2,fwd_M1,fwd_W6,fwd_M2,fwd_M3,fwd_M4,fwd_M5,fwd_M6,fwd_M9,fwd_Y1,min_W2,min_M1,min_W6,min_M2,min_M3,min_M4,min_M5,min_M6,min_M9,min_Y1,level_W2,level_M1,level_W6,level_M2,level_M3,level_M4,level_M5,level_M6,level_M9,level_Y1,skew_W2,skew_M1,skew_W6,skew_M2,skew_M3,skew_M4,skew_M5,skew_M6,skew_M9,skew_Y1,conv_W2,conv_M1,conv_W6,conv_M2,conv_M3,conv_M4,conv_M5,conv_M6,conv_M9,conv_Y1,adjSkew_W2,adjSkew_M1,adjSkew_W6,adjSkew_M2,adjSkew_M3,adjSkew_M4,adjSkew_M5,adjSkew_M6,adjSkew_M9,adjSkew_Y1,adjConv_W2,adjConv_M1,adjConv_W6,adjConv_M2,adjConv_M3,adjConv_M4,adjConv_M5,adjConv_M6,adjConv_M9,adjConv_Y1
20150120,11.43,11.428729744552871,11.428729744552871,11.428729744552871,11.428729744552871,11.428729744552871,11.428729744552871,11.42577385957038,11.371834870409888,11.267172894949852,11.267172894949852,0.15060115638885915,0.15060115638885915,0.15060115638885915,0.15060115638885915,0.15060115638885915,0.15060115638885915,0.15089125871177114,0.1551889984858352,0.16028381443263348,0.16028381443263348,0.16480985100705584,0.16480985100705584,0.16480985100705584,0.16480985100705584,0.16480985100705584,0.16480985100705584,0.16478084961755085,0.16434405140697939,0.16380877210434588,0.16380877210434588,-0.01625951644533576,-0.01625951644533576,-0.01625951644533576,-0.01625951644533576,-0.01625951644533576,-0.01625951644533576,-0.01576625376760116,-0.005614984452327905,0.0195591625574858,0.0195591625574858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1536820604911812,-0.1536820604911812,-0.1536820604911812,-0.1536820604911812,-0.1536820604911812,-0.1536820604911812,-0.1495727613282713,-0.06473047768137341,0.1467855019048256,0.1467855019048256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150121,11.45,11.404973331188915,11.404973331188915,11.404973331188915,11.404973331188915,11.404973331188915,11.404973331188915,11.403873750259775,11.39163890099458,11.26531317059718,10.999999999938977,0.1512949996462978,0.1512949996462978,0.1512949996462978,0.1512949996462978,0.1512949996462978,0.1512949996462978,0.15155247455395465,0.15387714092346166,0.16074611315501394,0.1675952678670492,0.15456295019184563,0.15456295019184563,0.15456295019184563,0.15456295019184563,0.15456295019184563,0.15456295019184563,0.1553005232570167,0.16186207233280112,0.18076813796512517,0.198785572181808,-0.009713274106415518,-0.009713274106415518,-0.009713274106415518,-0.009713274106415518,-0.009713274106415518,-0.009713274106415518,-0.010156155021752938,-0.015445112579818728,-0.015566907106973626,0.02179651762427559,0.006483364972778918,0.006483364972778918,0.006483364972778918,0.006483364972778918,0.006483364972778918,0.006483364972778918,0.006403934041862875,0.0050396554723288476,-0.018062103688531794,-0.08481175761097887,-0.09824365249451117,-0.09824365249451117,-0.09824365249451117,-0.09824365249451117,-0.09824365249451117,-0.09824365249451117,-0.10087964061186877,-0.13172837927945055,-0.12491611684445635,0.11048302955590565,0.6632514096172056,0.6632514096172056,0.6632514096172056,0.6632514096172056,0.6632514096172056,0.6632514096172056,0.6551255865116938,0.5155592211824033,-0.46407188064984284,-2.1790790560423874
20150122,11.5,11.47874411031409,11.47874411031409,11.47874411031409,11.47874411031409,11.47874411031409,11.47874411031409,11.475719518563254,11.451512171953947,11.288981034569476,10.999999999979037,0.1465152232577733,0.1465152232577733,0.1465152232577733,0.1465152232577733,0.1465152232577733,0.1465152232577733,0.14688233143765814,0.14924758088819212,0.15626069332141812,0.16301576908600393,0.15400226392601202,0.15400226392601202,0.15400226392601202,0.15400226392601202,0.15400226392601202,0.15400226392601202,0.15469716224274022,0.15914202734502023,0.1787603355320958,0.20034514667782488,-0.01656564127602773,-0.01656564127602773,-0.01656564127602773,-0.01656564127602773,-0.01656564127602773,-0.01656564127602773,-0.01700449281429095,-0.02062566817562964,-0.017807906506426417,0.0135487910891827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029485259067615635,-0.13375381581402557,-0.16876485840838426,-0.16876485840838426,-0.16876485840838426,-0.16876485840838426,-0.16876485840838426,-0.16876485840838426,-0.17075805556372356,-0.18569011884032272,-0.14233905740802952,0.06824335249389125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7480395538789286,-3.3933276448982888
20150123,11.46,11.49374854178197,11.49374854178197,11.49374854178197,11.49374854178197,11.49374854178197,11.49374854178197,11.491678869771174,11.478151873047324,11.319161572375418,10.999999999988189,0.1450443443905755,0.1450443443905755,0.1450443443905755,0.1450443443905755,0.1450443443905755,0.1450443443905755,0.14536339079274369,0.1470364306255244,0.15404156042735634,0.1617577446131319,0.15227069743403696,0.15227069743403696,0.15227069743403696,0.15227069743403696,0.15227069743403696,0.15227069743403696,0.15272501712567246,0.15510169513014951,0.16524414172344257,0.17635350619386975,-0.016241356441637336,-0.016241356441637336,-0.016241356441637336,-0.016241356441637336,-0.016241356441637336,-0.016241356441637336,-0.016644153238645976,-0.019295578023092733,-0.01678337828517754,0.0059760301249489195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004071766656083246,0.0179802143237714,-0.16782637400210373,-0.16782637400210373,-0.16782637400210373,-0.16782637400210373,-0.16782637400210373,-0.16782637400210373,-0.16951425884677132,-0.1789607493627929,-0.13478696666098836,0.034236152065086775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13363715421588696,0.5901184614375439
20150126,11.59,11.583772018818648,11.583772018818648,11.583772018818648,11.583772018818648,11.583772018818648,11.583772018818648,11.580386184440426,11.566907845493265,11.302582789607204,10.79295386259043,0.1404370820258464,0.1404370820258464,0.1404370820258464,0.1404370820258464,0.1404370820258464,0.1404370820258464,0.1417227817048823,0.14569943037817276,0.14650066426212782,0.14135898949007317,0.14594762568144173,0.14594762568144173,0.14594762568144173,0.14594762568144173,0.14594762568144173,0.14594762568144173,0.1475097438657816,0.15232674996861856,0.1813721079683784,0.210320100633009,-0.021457099604160552,-0.021457099604160552,-0.021457099604160552,-0.021457099604160552,-0.021457099604160552,-0.021457099604160552,-0.021827098253110425,-0.023080904611198404,0.034661995598085665,0.18675276761345866,0.005164975440277783,0.005164975440277783,0.005164975440277783,0.005164975440277783,0.005164975440277783,0.005164975440277783,0.004982094866725013,0.0037997328735897952,0.0,0.0,-0.23370764707999866,-0.23370764707999866,-0.23370764707999866,-0.23370764707999866,-0.23370764707999866,-0.23370764707999866,-0.2327818373809425,-0.224354180498578,0.11185613538003801,0.9008739530367393,0.6127341310386014,0.6127341310386014,0.6127341310386014,0.6127341310386014,0.6127341310386014,0.6127341310386014,0.5910385449481339,0.45077194410679217,0.0,0.0
20150127,11.61,11.582416606307817,11.582416606307817,11.582416606307817,11.582416606307817,11.582416606307817,11.582416606307817,11.582416606307817,11.582416606307817,11.329802637368392,10.816597416259876,0.14726318610915884,0.14726318610915884,0.14726318610915884,0.14726318610915884,0.14726318610915884,0.14726318610915884,0.14726318610915884,0.14726318610915884,0.14502300785875746,0.14194860462534817,0.1554721768760448,0.1554721768760448,0.1554721768760448,0.1554721768760448,0.1554721768760448,0.1554721768760448,0.1554721768760448,0.1554721768760448,0.18889312971700034,0.22624832444348106,-0.023501693775613498,-0.023501693775613498,-0.023501693775613498,-0.023501693775613498,-0.023501693775613498,-0.023501693775613498,-0.023501693775613498,-0.023501693775613498,0.013742729674351068,0.10597223393805345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08454740274607078,-0.33101208487192857,-0.18859966275337697,-0.18859966275337697,-0.18859966275337697,-0.18859966275337697,-0.18859966275337697,-0.18859966275337697,-0.18859966275337697,-0.18859966275337697,0.0015818621771227588,0.4759252405484927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7052716339552951,-6.676320034617921
20150128,11.59,11.63234713331783,11.63234713331783,11.63234713331783,11.63234713331783,11.63234713331783,11.63234713331783,11.63234713331783,11.63234713331783,11.568493551891317,11.44388935646629,0.14987783761123286,0.14987783761123286,0.14987783761123286,0.14987783761123286,0.14987783761123286,0.14987783761123286,0.14987783761123286,0.14987783761123286,0.15146023482113127,0.1534809639154222,0.15587723521040905,0.15587723521040905,0.15587723521040905,0.15587723521040905,0.15587723521040905,0.15587723521040905,0.15587723521040905,0.15587723521040905,0.15648189686861216,0.15725984209820487,-0.022351579431826328,-0.022351579431826328,-0.022351579431826328,-0.022351579431826328,-0.022351579431826328,-0.022351579431826328,-0.022351579431826328,-0.022351579431826328,-0.01968109174830279,-0.012312763303129757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17931232277834067,-0.17931232277834067,-0.17931232277834067,-0.17931232277834067,-0.17931232277834067,-0.17931232277834067,-0.17931232277834067,-0.17931232277834067,-0.15218496202588852,-0.07967571113188006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150129,11.69,11.628414839249887,11.628414839249887,11.628414839249887,11.628414839249887,11.628414839249887,11.628414839249887,11.628414839249887,11.628414839249887,11.366171264141357,10.874369545024782,0.15251762736327137,0.15251762736327137,0.15251762736327137,0.15251762736327137,0.15251762736327137,0.15251762736327137,0.15251762736327137,0.15251762736327137,0.14868426676035554,0.1437890653316661,0.15877635958927003,0.15877635958927003,0.15877635958927003,0.15877635958927003,0.15877635958927003,0.15877635958927003,0.15877635958927003,0.15877635958927003,0.19194843657447816,0.22643017316001368,-0.01959516855505887,-0.01959516855505887,-0.01959516855505887,-0.01959516855505887,-0.01959516855505887,-0.01959516855505887,-0.01959516855505887,-0.01959516855505887,0.013272898176141062,0.08843212773632698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08612495512678438,-0.3178830511183563,-0.1546829684311104,-0.1546829684311104,-0.1546829684311104,-0.1546829684311104,-0.1546829684311104,-0.1546829684311104,-0.1546829684311104,-0.1546829684311104,0.012674068824545913,0.39803590597540595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.744830968369774,-6.440086860941495
20150130,11.49,11.12936003941938,11.12936003941938,11.12936003941938,11.12936003941938,11.12936003941938,11.12936003941938,11.12936003941938,11.12936003941938,10.982696173040257,10.71616502552452,0.12599598853674357,0.12599598853674357,0.12599598853674357,0.12599598853674357,0.12599598853674357,0.12599598853674357,0.12599598853674357,0.12599598853674357,0.13014685509922908,0.1349598706753334,0.13607426290848665,0.13607426290848665,0.13607426290848665,0.13607426290848665,0.13607426290848665,0.13607426290848665,0.13607426290848665,0.13607426290848665,0.17414503991868643,0.21095025498633252,0.0628340841738821,0.0628340841738821,0.0628340841738821,0.0628340841738821,0.0628340841738821,0.0628340841738821,0.0628340841738821,0.0628340841738821,0.11497878983606373,0.22604412275463553,-0.020253741657800146,-0.020253741657800146,-0.020253741657800146,-0.020253741657800146,-0.020253741657800146,-0.020253741657800146,-0.020253741657800146,-0.020253741657800146,-0.015449564326291515,0.0,0.579826024783475,0.579826024783475,0.579826024783475,0.579826024783475,0.579826024783475,0.579826024783475,0.579826024783475,0.579826024783475,0.7496975648445678,1.093421621915742,-1.7246862287208173,-1.7246862287208173,-1.7246862287208173,-1.7246862287208173,-1.7246862287208173,-1.7246862287208173,-1.7246862287208173,-1.7246862287208173,-1.3155915229633421,0.0
20150202,11.61,11.615023049569889,11.615023049569889,11.615023049569889,11.615023049569889,11.615023049569889,11.615023049569889,11.611217782151458,11.6033342081447,11.297134815922277,10.817083222315233,0.1489947016243919,0.1489947016243919,0.1489947016243919,0.1489947016243919,0.1489947016243919,0.1489947016243919,0.15038415326424415,0.15252614504755477,0.1485584273339273,0.14173162919243829,0.1544951952446649,0.1544951952446649,0.1544951952446649,0.1544951952446649,0.1544951952446649,0.1544951952446649,0.15638078552566906,0.1592773605297926,0.19847916027109685,0.23118928242000739,-0.017301369245215602,-0.017301369245215602,-0.017301369245215602,-0.017301369245215602,-0.017301369245215602,-0.017301369245215602,-0.01722002116951386,-0.016634416544742188,0.02887778017324988,0.11547648572723955,0.007715506023353665,0.007715506023353665,0.007715506023353665,0.007715506023353665,0.007715506023353665,0.007715506023353665,0.00716368374840552,0.005174952140708228,-0.10616235195086451,-0.3546615646026467,-0.18252226018962123,-0.18252226018962123,-0.18252226018962123,-0.18252226018962123,-0.18252226018962123,-0.18252226018962123,-0.1762891822299415,-0.15740002274629528,0.09414754918284678,0.5118687234473462,0.8586874999922848,0.8586874999922848,0.8586874999922848,0.8586874999922848,0.8586874999922848,0.8586874999922848,0.797273136724208,0.5759397637477266,-2.0859341864228327,-6.968578489644571
20150203,11.59,11.55751133570627,11.55751133570627,11.55751133570627,11.55751133570627,11.55751133570627,11.55751133570627,11.550011821444006,11.535527154185562,11.22211725284515,10.763460707374689,0.14620685081718218,0.14620685081718218,0.14620685081718218,0.14620685081718218,0.14620685081718218,0.14620685081718218,0.14785821808290572,0.15020889392285397,0.14681900696175526,0.140726867922775,0.15367507138440936,0.15367507138440936,0.15367507138440936,0.15367507138440936,0.15367507138440936,0.15367507138440936,0.15682401814506783,0.16125913104263798,0.19201412115511274,0.21594977606002672,-0.022430733626459046,-0.022430733626459046,-0.022430733626459046,-0.022430733626459046,-0.022430733626459046,-0.022430733626459046,-0.02257853426995587,-0.02238014720682922,0.05995298845170296,0.21430307572055798,0.005830905640083021,0.005830905640083021,0.005830905640083021,0.005830905640083021,0.005830905640083021,0.005830905640083021,0.005380069820690206,0.003850115440607184,0.0,0.0,-0.23882671205159997,-0.23882671205159997,-0.23882671205159997,-0.23882671205159997,-0.23882671205159997,-0.23882671205159997,-0.23146969072241025,-0.2096098144953124,0.24391239815043708,1.0185348844730413,0.6610203912399064,0.6610203912399064,0.6610203912399064,0.6610203912399064,0.6610203912399064,0.6610203912399064,0.6099114060984904,0.436468187269916,0.0,0.0
20150204,11.65,11.626416006610702,11.626416006610702,11.626416006610702,11.626416006610702,11.626416006610702,11.626416006610702,11.626416006610702,11.626416006610702,11.324597108813432,10.868003645357105,0.14863059538777804,0.14863059538777804,0.14863059538777804,0.14863059538777804,0.14863059538777804,0.14863059538777804,0.14863059538777804,0.14863059538777804,0.14587495222441135,0.14309061289241817,0.16029749167951962,0.16029749167951962,0.16029749167951962,0.16029749167951962,0.16029749167951962,0.16029749167951962,0.16029749167951962,0.16029749167951962,0.19499019108354532,0.22414535872576993,-0.027703284825010794,-0.027703284825010794,-0.027703284825010794,-0.027703284825010794,-0.027703284825010794,-0.027703284825010794,-0.027703284825010794,-0.027703284825010794,0.013000685547010135,0.08846675842331059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09365459766990228,-0.29695258712858813,-0.21945229294205845,-0.21945229294205845,-0.21945229294205845,-0.21945229294205845,-0.21945229294205845,-0.21945229294205845,-0.21945229294205845,-0.21945229294205845,-0.0015535626967844887,0.4057142050175215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.969741800540358,-6.245501429704589
