date,TLT~open,TLT~high,TLT~low,TLT~close,TLT~volume
20190621,130.64651196073956,130.66623070075326,129.53240314996577,129.5817,14495149.0
20190620,131.0408187297765,131.63238062307173,130.72531905335242,131.0211,10721526.0
20190619,130.00566278859213,130.85356867360795,129.7296004074242,130.6761,11962501.0
20190618,130.87321524744996,130.99152763128072,130.0943253872308,130.4887,10320696.0
20190617,129.54221899916467,129.90701556686156,129.28587546510744,129.838,6046416.0
20190614,129.2563626198083,129.8577842917998,129.2465032481363,129.6113,5838794.0
20190613,128.96054083733702,129.40421242278654,128.95068146877145,129.2859,5560844.0
20190612,128.55627837465562,128.91121556473828,128.467544077135,128.8422,5278799.0
20190611,128.58585014550465,128.92106858630723,128.48725648644506,128.7436,5115128.0
20190610,128.84226868965519,128.8619874329502,128.48733131034484,128.6648,8289092.0
20190607,129.93659683467436,130.21265910885077,129.59151899195385,129.8873,11378665.0
20190606,129.12813723298368,129.73941802312225,128.48727834009645,128.7732,9621094.0
20190605,128.68445911360322,129.10841189799524,128.29008443044782,128.3591,8815195.0
20190604,129.54223090964635,129.90702751088367,128.71404403116168,129.0887,14250018.0
20190603,130.05495337511326,130.71553118393234,129.70001604500152,130.5775,17822448.0
20190531,128.79704081013426,129.7809754228931,128.70848669498596,129.7121,18933634.0
20190530,127.25227679723506,128.13781804147467,126.81934552227344,128.1083,13024761.0
20190529,127.58678198930977,127.81308691610505,126.92754589821055,127.0161,13260571.0
20190528,126.20930806526809,126.82918694638697,126.03219981351982,126.6324,8098871.0
20190524,125.51063449679135,125.7271,125.3433656988574,125.7271,4981893.0
20190523,124.85143119761885,126.03215243205138,124.84159185399858,125.6189,9743687.0
20190522,123.74941155643565,124.30041474059406,123.70021484356435,124.2217,5675312.0
20190521,123.58217541623516,123.70024755835259,123.2869950609416,123.5133,4022162.0
20190520,124.09383450250537,124.34965750417561,123.63138523025532,123.7101,6043112.0
20190517,124.25124098737996,124.27091967616478,123.67071966822765,123.9659,4747076.0
20190516,123.7887934452311,123.80847213427731,123.51329179858405,123.6904,7666369.0
20190515,124.18231472290495,124.24135076508365,123.74938374692778,124.1036,9566544.0
20190514,123.49359014039567,123.63134093809828,123.1885705169113,123.346,5690447.0
20190513,123.38540157480315,123.90688692436173,123.23781138153186,123.7101,10501611.0
20190510,122.8835507975952,123.43455398797596,122.58837051703408,122.7458,6037925.0
20190509,123.1000475584374,123.28699511687479,122.31289994396414,122.9131,9412288.0
20190508,123.1394115826702,123.2870017683466,122.30306719717065,122.4113,6907690.0
20190507,122.52934756302521,123.1295475310124,122.39159675070027,122.9426,8984929.0
20190506,122.31291975,122.38179517741936,121.93902457258066,122.0079,4482690.0
20190503,121.6733,121.88976551835678,121.3879590894388,121.6733,6191750.0
20190502,121.69305587543589,121.82096739923769,121.06333760441164,121.329,6613062.0
20190501,121.70287372881354,122.45066404358353,121.61431961259079,121.9095,14372113.0
20190430,120.72248208653458,121.49816944601699,120.70284443186414,121.4098,7957662.0
20190429,120.99739535034955,121.11522126483499,120.62427995447895,120.7912,10246172.0
20190426,121.73382006299977,121.77309537194087,121.39997993700024,121.5669,5950651.0
20190425,121.25268826485129,121.38033300915797,120.86975403193127,121.1545,5380867.0
20190424,120.8795341264061,121.350837646678,120.8598964797281,121.3312,7302206.0
20190423,120.38867532022519,120.47704479073184,120.1726610589867,120.3494,6239726.0
20190422,120.25120126727168,120.34938955931648,120.02536819556863,120.0941,6241353.0
20190418,120.58503054515866,120.86977656631406,120.55557406021154,120.6734,27589692.0
20190417,119.91735522656633,120.34938369049566,119.897717569115,120.045,6118702.0
20190416,120.29046484739385,120.40829078635137,119.92716820227479,119.9959,8927558.0
20190415,120.55552351601887,120.76171882419905,120.49661057082452,120.7519,3070036.0
20190412,120.66351410287766,120.83043409146492,120.4082247085677,120.4475,7005541.0
20190411,121.68471540267099,121.77308484014569,121.1741364305949,121.3116,8679319.0
20190410,122.0185811715481,122.26405188284518,121.8516610878661,122.0284,7519916.0
20190409,121.96945181480883,122.08727772221326,121.52760466204225,121.7338,7020320.0
20190408,121.58655188122015,121.70437782183024,121.28216820131077,121.3509,4446429.0
20190405,121.38032813029106,121.92036356526647,121.34105282592921,121.7829,6322026.0
20190404,121.36069169290384,121.64543765237748,121.2035904738839,121.6258,7503361.0
20190403,121.37046940576425,121.6257588001943,121.1348176570596,121.2821,10407417.0
20190402,122.2247740609952,122.48006359550563,121.99894101123596,122.3426,9725032.0
20190401,123.02003170378708,123.08876346385783,121.93996118838946,122.1167,16501475.0
20190329,123.12763441948752,123.90159074659918,123.08844675735529,123.8722,10841631.0
20190328,123.685995772756,124.11705983723134,123.4508699194058,123.9897,9143238.0
20190327,122.87291590548683,123.77423214398985,122.7651498334919,123.5587,14207179.0
20190326,122.16748339601506,122.74550116027848,122.08910810594544,122.432,7502260.0
20190325,122.27527716296179,123.38232838637454,121.98136975851591,122.5202,9736593.0
20190322,121.68740094505847,122.73567015857762,121.54044731699504,122.3242,13077043.0
20190321,120.46279690931271,120.5901567303782,120.24726490443268,120.453,7182572.0
20190320,119.26759039778285,120.35504748125203,119.25779348712098,120.1885,10123663.0
20190319,118.63079883864592,119.15003513713863,118.43486061279961,118.9443,5220325.0
20190318,119.1010339907955,119.39494128862589,119.05204944115711,119.2088,3893364.0
20190315,119.26760308829567,119.47333823408624,118.93450809034907,119.2774,4302045.0
20190314,119.21867178999587,119.28725020256306,118.46430925175693,118.4937,8188564.0
20190313,119.18925246655175,119.48315987851925,119.15006481162276,119.3558,4386732.0
20190312,118.83653473701459,119.74764749303623,118.79734709159432,119.5811,6422386.0
20190311,118.93454137447407,118.95413520336606,118.52307096774194,118.7484,5158011.0
20190308,118.66023880891669,119.21866298428888,118.39572209426667,119.1011,7517600.0
20190307,118.18992975384107,118.79733821245664,118.16053902197258,118.6014,8187227.0
20190306,117.48461104090455,118.07242597273029,117.45522029431326,117.8373,7766707.0
20190305,116.85757289719626,117.4355907376502,116.84777598464619,117.4062,5595345.0
20190304,116.86739256626808,117.33764446023913,116.64206353374027,117.1613,9808468.0
20190301,116.90659334232261,117.10253165346369,116.2306061688859,116.2502,13541090.0
20190228,117.86000646558907,117.91866273954341,117.02904258456923,117.3321,9533457.0
20190227,118.40744704807771,118.41722309225274,117.5862593373744,117.7329,7737411.0
20190226,119.00379164272226,119.0917760446597,118.64207799031277,119.082,6028892.0
20190225,118.4562958336771,118.58338437422655,118.21189479415891,118.4954,6293534.0
20190222,118.74963953277947,119.21888977543802,118.7007592991692,118.8474,6374560.0
20190221,118.35857298303682,118.44655738518824,117.99685932974762,118.1435,7382942.0
20190220,119.21887604559622,119.34596463834674,118.8669384041332,119.2091,4455832.0
20190219,119.67828852727123,119.79560101398316,119.21881462098291,119.5512,5872819.0
20190215,118.83760609936054,119.28730418101327,118.8180540088539,119.2482,5527244.0
20190214,119.40456142540437,119.46321766975942,118.85710314475736,119.0624,5868918.0
20190213,118.43678022295624,118.67140529314617,118.20215515276631,118.3879,4757681.0
20190212,118.93536044751562,119.02334485027968,118.48566238894372,118.8376,7939591.0
20190211,119.13092395175185,119.44375749569213,119.02338742102239,119.1407,4353004.0
20190208,119.52191560277892,119.72721252962812,119.33617076420106,119.6099,5885427.0
20190207,118.73988620208488,119.17980838873841,118.51503708446197,119.1016,8781040.0
20190206,118.64210955961332,118.69098979591837,118.02621858216972,118.3195,5184018.0
20190205,118.02617495246756,118.51497713482682,117.95774264693726,118.2608,6983255.0
20190204,117.74265208437136,117.85018854841388,117.33205831257266,117.7231,8966375.0
20190201,118.75935416666668,118.84733854166667,118.13368750000001,118.251,12024576.0
20190131,118.55843695170944,119.1729315241453,118.50966754119867,118.9681,11843413.0
20190130,117.86591505829819,118.00246941205656,117.36846705532125,117.9537,10571325.0
20190129,117.56355970087589,118.0610077673112,117.42700532969756,118.0415,5750177.0
20190128,117.57330047338263,117.96345577609834,117.4465,117.4465,6435820.0
20190125,117.62202327221439,117.77808533145276,117.35866854724965,117.5635,6460820.0
20190124,117.93422230203947,118.27560827347041,117.73914460407893,118.1293,7121480.0
20190123,116.92952922207446,117.65131643949469,116.88075981549203,117.3587,5776907.0
20190122,117.34897669685138,117.74888593503364,117.11488348425686,117.4075,8881133.0
20190118,116.89050866510539,117.16361733021077,116.45158402475744,116.6174,14106447.0
20190117,117.26116164406356,117.56353196605376,116.93928355936434,117.2319,8153350.0
20190116,116.64662894474036,117.42693919773636,116.56859791944076,117.2026,6048446.0
20190115,117.59280186604465,117.60255574808396,116.99781506164612,117.0856,8997352.0
20190114,117.92446314741035,118.03175587649402,117.28070677290835,117.5148,6730681.0
20190111,117.85616117588687,118.28533200198461,117.7098529397172,117.9537,5786934.0
20190110,118.29511857878134,118.4219190851735,117.37825337871493,117.4953,8222860.0
20190109,118.27560776971298,118.44142381227319,117.82692906631475,118.2561,9349245.0
20190108,118.69500095528288,118.93884802767026,118.40238446841802,118.4414,7737103.0
20190107,119.6020876386037,119.63134928131419,118.62669954825463,118.7535,8498104.0
20190104,119.32903937433461,119.5436248628286,118.65602125133077,119.1047,12970226.0
20190103,119.28026432734336,120.81162433220008,119.22174101505584,120.4995,21187045.0
20190102,118.66575965616045,119.15345388456815,118.35363534997953,119.1437,19841527.0
20181231,117.68056629084028,118.56816940169534,117.495242564398,118.5194,17408971.0
20181228,117.43669789343248,118.0707,117.32940522924413,118.0707,9879116.0
20181227,118.27557360879707,118.3926201932689,117.02707670776408,117.0856,12146772.0
20181226,118.01222662056324,118.402381928012,117.01733058656892,117.0661,11700412.0
20181224,118.14877623639961,118.43163882294759,117.93419082591494,118.3341,8377482.0
20181221,118.15856317097416,118.22684036613651,117.42702179423459,117.7489,9945103.0
20181220,119.00714331621667,119.026651084976,117.7001228093424,117.7684,18543731.0
20181219,117.15383499752434,118.66568616933486,116.96851130549595,118.1975,23046272.0
20181218,116.1394443812709,116.8417237123746,116.01264394648831,116.6564,10019103.0
20181217,115.39930505160694,116.09020231601913,115.38957410422086,115.9637,9726781.0
20181214,115.36041665259958,115.57449756076974,115.03929529034436,115.2923,8169221.0
20181213,115.27280696197171,115.3895783348861,114.80572147031423,114.8933,5564328.0
20181212,115.38961186311788,115.52584517110267,115.05875954372624,115.1658,6182206.0
20181211,115.76907852456259,116.16804735868102,115.41876442631225,115.6815,8071952.0
20181210,115.67180714886459,116.07077611438181,115.2533762825904,115.701,8777672.0
20181207,114.64024340005068,115.34087131998987,114.35804604340849,115.2241,8608467.0
20181206,115.35068325577461,115.99292596666385,114.95171429901006,115.0101,15319440.0
20181204,113.6671745034799,115.47713036835853,113.49201748429809,114.65,18100549.0
20181203,111.59448650327928,112.7622,111.57502461166726,112.7622,9763851.0
20181130,111.94978281453221,112.05657733460505,111.62939925431371,111.9692,9126693.0
20181129,111.57111718015666,111.89150065274151,111.2507337075718,111.5517,7295627.0
20181128,111.50314355613804,111.66818956749671,111.02742269986894,111.1148,7814288.0
20181127,111.46432818885314,111.89150617337623,111.41578523606644,111.6585,5967245.0
20181126,111.51288281685237,111.7070546483287,111.43521408426184,111.5323,6599041.0
20181123,112.29925524578773,112.38663255167623,111.73615705228418,111.7847,3027861.0
20181121,111.54198833246392,111.73616012867328,111.20218768909756,111.6682,4951058.0
20181120,111.88175456283676,112.0953434729706,111.58078837128454,111.707,6332804.0
20181119,111.07597602156146,111.6682,111.07597602156146,111.6682,7027204.0
20181116,110.8720706190061,111.46429446381866,110.60023016564952,111.3575,9236764.0
20181115,111.10514373903894,111.20222967379867,110.36729063486497,110.7168,7879799.0
20181114,110.17307602769743,111.18276935752475,109.99832141291962,110.7653,8690822.0
20181113,110.39633382739869,110.6973,110.17303634450097,110.6973,6525830.0
20181112,110.62937974406171,110.97888897361732,110.59054538522219,110.7653,6840265.0
20181109,109.46438442876047,110.19252889280988,109.43525865019849,110.0469,6465323.0
20181108,109.66828676562082,109.6779953604124,109.13431405208425,109.2314,6905193.0
20181107,109.8915757998578,110.09545627444011,109.134305465695,109.2411,9313311.0
20181106,109.3186975171309,109.44490915724838,109.05656564919462,109.0954,3159875.0
20181105,109.20223436499467,109.42553196371398,109.076022678762,109.1634,4760223.0
20181102,109.87210494642856,109.95948225,108.63911410714286,108.7362,11315059.0
20181101,109.56141905475707,110.25072882461863,109.55171046644917,110.1051,6100276.0
20181031,110.1586620707871,110.37173491811937,109.64535021130479,110.0037,8706583.0
20181030,110.66235134898389,110.93353512613875,110.42990811142256,110.5655,9939616.0
20181029,111.2240364333653,111.39836877887214,110.66229887562103,111.1175,7679887.0
20181026,111.31118922515002,111.68890926167492,111.17559741716671,111.3693,18582470.0
20181025,110.93354325459318,111.12724596675415,110.63330405074366,110.7011,12613470.0
20181024,110.75912462101411,111.20464051228436,110.64290308416099,111.1659,16008012.0
20181023,111.14655091292136,111.39836429073033,110.25551896067417,110.333,10330735.0
20181022,110.36212028883409,110.48802705177879,109.9553445931666,109.9844,3244179.0
20181019,110.26519180371119,110.36204309207633,109.83904613490458,110.1296,10892437.0
20181018,110.04250540540542,110.78826081081081,109.97470945945946,110.3718,5728828.0
20181017,111.04971868421052,111.17562539473684,110.3911297368421,110.4105,5880696.0
20181016,110.7882311562609,111.10784053017092,110.56547310777816,111.0691,4762322.0
20181015,111.04974320922915,111.20470534871525,110.69139326166754,110.8173,7146281.0
20181012,110.78821894819605,111.38869709967679,110.6816825019656,110.8657,6794138.0
20181011,110.41049360146252,111.52428366849482,110.20710585009141,111.2531,16087021.0
20181010,109.57762026610276,110.00376621728788,109.2386405322055,109.9166,15290066.0
20181009,109.57758130052726,110.26522565905097,109.50978537785589,110.2168,11530860.0
20181008,109.43230936445944,109.54853095153561,109.09332973548732,109.1127,5855890.0
20181005,109.8196795205237,110.13928878273177,109.07392457537155,109.4807,18096505.0
20181004,110.53643647605683,110.78824996491845,110.12966084020348,110.4299,16207617.0
20181003,112.60905937472785,112.69622558564835,110.64297706174344,111.2144,20829180.0
20181002,112.99638257744311,113.44189844258088,112.92858668492214,113.1804,8266949.0
20181001,112.98674169608265,113.15138892811021,112.4637446061128,112.4928,22442374.0
20180928,113.88347872431142,113.9414592819988,113.27468286859384,113.323,12807703.0
20180927,113.29404340874298,113.69024400408233,113.15875540057833,113.6226,5758577.0
20180926,112.99448450212766,113.62260743829786,112.73357189787234,113.5453,9512864.0
20180925,112.55963140212548,112.81088057936235,112.48232396297566,112.7529,6650853.0
20180924,112.81081945205479,113.3229809589041,112.79149260273972,112.8688,5505769.0
20180921,112.9364412382579,113.33264163962426,112.90745096498719,113.1587,6173846.0
20180920,112.65628440460947,113.35205147247117,112.54998665813059,113.2071,8657325.0
20180919,113.16837125460938,113.16837125460938,112.27933614612812,112.6852,13379645.0
20180918,114.08645726707016,114.09612069729775,113.21674854658596,113.3617,10182303.0
20180917,114.20235328553355,114.82081246731337,114.14437273724168,114.5599,5432961.0
20180914,114.42461205398565,114.90778328975117,114.31831438211725,114.5599,5579455.0
20180913,115.32339550033579,115.54565443250503,114.97551195433176,115.1108,4833033.0
20180912,115.04309769631747,115.1590588195729,114.8981462922482,114.9368,3347210.0
20180911,115.0720638462835,115.15903467048712,114.60821945053092,114.6662,5440021.0
20180910,115.15906290875637,115.57459028184326,115.15906290875637,115.5456,6386352.0
20180907,115.31366853017713,115.38131251573913,114.98511202887602,115.1204,11212607.0
20180906,115.72922626716604,116.34768572617561,115.66158226383686,116.1061,9566047.0
20180905,115.72921714142511,115.86450513741542,115.52628514743964,115.6809,9422630.0
20180904,115.9224560193285,116.05774398067149,115.71952407731399,115.9901,18343553.0
20180831,117.52089828099173,117.54982294214877,116.55674290909091,116.6628,9677540.0
20180830,116.96162464544854,117.10624787269127,116.739869030343,116.9327,5302865.0
20180829,116.60496755908115,116.80744021649315,116.29643779540572,116.6821,5613329.0
20180828,116.66278173092834,116.74955570081086,116.35425206023498,116.5278,4929337.0
20180827,117.41478943992105,117.50156338514681,117.1641091537133,117.2316,6407403.0
20180824,117.26051623190776,117.94506619510997,117.1351760978003,117.9065,6092150.0
20180823,117.62689225727162,117.75223238836543,117.4147781892667,117.6751,5329024.0
20180822,117.62698178237322,117.67518956179222,117.22203643525357,117.492,5309599.0
20180821,117.0195584445543,117.17382333168563,116.73031178118306,117.0292,4695004.0
20180820,117.27987667296165,117.54019866163067,117.18346112160276,117.4245,5604121.0
20180817,116.74955707554967,117.03880364523062,116.42174429657794,116.6435,3537626.0
20180816,116.47961689150047,116.59531554249774,115.96861451626253,116.4989,5400385.0
20180815,116.33495208540218,116.7881049735187,116.24817812810328,116.5085,7649988.0
20180814,116.21926206092893,116.23854516397536,115.72754293324455,115.8336,4251313.0
20180813,115.93963520471722,116.37350494145005,115.90106900589652,116.0939,7923199.0
20180810,116.05539491132107,116.71102063649926,115.96862091828278,116.335,8457940.0
20180809,114.9562728608398,115.53476622422572,114.85021574421904,115.4962,7144257.0
20180808,114.40665981985015,114.76339725566125,114.35845205825406,114.532,5641629.0
20180807,114.76339587932924,114.83088674475437,114.3198844779641,114.4163,5346872.0
20180806,115.25513885489144,115.54438548076116,114.99481689160866,115.0141,4200296.0
20180803,114.57057941620533,115.01409087401444,114.55129630934408,114.9466,6162443.0
20180802,114.36805845064487,114.48375704290652,114.05952887128045,114.3777,4451078.0
20180801,114.04989365186563,114.58017889582983,113.83777955427993,114.2138,13312687.0
20180731,115.23657894736843,115.30391812865497,115.01532163742691,115.15,6797432.0
20180730,114.46698070558588,114.87101576648466,114.44774094078117,114.5247,7111165.0
