date,SPY~open,SPY~high,SPY~low,SPY~close,SPY~volume
20190313,275.27206841544046,277.1367893580721,275.09541064192797,276.1161,80639153.0
20190312,273.8783842856632,274.86963049840784,273.6722835879638,274.3004,79667530.0
20190311,270.14894653785376,273.4465577431404,270.1195035806637,273.2699,65098897.0
20190308,267.87202350797935,269.55027206150265,267.3616789186039,269.3638,85795799.0
20190307,271.68980614523105,271.84683525689974,268.9810539689466,269.9036,94885089.0
20190306,273.96680665633005,273.97662097861763,271.82728439764907,272.1806,75039771.0
20190305,274.3495447208086,274.5654597949968,273.2405263852054,273.8392,59114559.0
20190304,276.37125039370085,276.63623703292774,271.69963408733,274.2121,106494637.0
20190301,275.2328286427501,275.6646587832536,273.6429085799871,275.2132,78880548.0
20190228,273.7803009903832,274.2612027235539,273.1521844409358,273.5055,69268293.0
20190227,273.34842627507163,274.3985584598854,272.3277370487107,274.0158,56921570.0
20190226,273.9471279106401,275.09540340827726,273.72139853930975,274.1336,56844101.0
20190225,275.51743283843734,276.08666345520896,274.24157111119064,274.3299,69030699.0
20190222,272.9460251450885,274.17281501755394,272.2492084975281,273.9569,78114616.0
20190221,272.54370099488136,272.936273844712,271.2187676267032,272.2689,64214727.0
20190220,272.65164076362197,273.7410303509213,272.1020388096692,273.2405,76610767.0
20190219,271.3463380673025,273.4073454093935,271.33652374662586,272.6909,59120804.0
20190215,271.2285536575693,272.2590572808884,271.00282429246136,272.2198,97088659.0
20190214,268.69644082659084,270.52190426415916,267.8033377469203,269.2853,83234396.0
20190213,269.92325728208294,270.8065461289502,269.46198421760795,269.884,65277204.0
20190212,267.36169430864646,269.4227014228383,267.28317975191527,269.0105,72270221.0
20190211,266.1643305003326,266.44894575049886,265.0160551806962,265.5951,68021423.0
20190208,263.75983704292526,265.5558575146966,262.8569196472806,265.4479,75788861.0
20190207,265.9092457762642,266.5079194306656,263.30845039238915,265.1241,95481961.0
20190206,267.7248716066583,268.26465927990023,266.87102565080295,267.6758,58347791.0
20190205,267.38135482973274,268.3627869058953,266.83175286708166,268.0291,79552774.0
20190204,265.0946504375644,266.97900025371376,264.358576290631,266.9103,60744844.0
20190201,265.1338288713619,266.1643323705843,264.18183992446126,265.0455,85782524.0
20190131,262.54293401993107,265.4479734005113,262.3073902863705,264.918,104012073.0
20190130,260.1776484042156,263.53414616936993,259.34343112340235,262.6116,92473671.0
20190129,259.01953031395925,259.6378324664971,257.60626825101554,258.519,66136334.0
20190128,258.49937016606003,258.9312002388535,256.9290789922657,258.8625,85613655.0
20190125,260.6781565580556,261.747917450523,258.76436413575146,260.845,96883358.0
20190124,258.3227131246443,259.29433079112124,257.21369498007965,258.6564,59204139.0
20190123,259.1078591928932,259.8733761436544,255.82006203257282,258.519,86030287.0
20190122,259.902806604276,260.1383502701058,256.2126225062771,257.9792,115531183.0
20190118,260.05988047737003,262.02274469714035,258.1166448997974,261.5124,127900303.0
20190117,255.18217513690297,259.01957487070285,255.13310352905387,258.0774,96118435.0
20190116,255.98688521342626,257.1057175913863,255.76115587401333,256.1341,77636710.0
20190115,253.03277724601497,255.85930117149988,253.02296292682925,255.5158,85208271.0
20190114,252.09062671328675,253.50388881118883,251.64898230769236,252.6206,70908227.0
20190111,252.8954381959997,254.2007429647077,252.2575072939995,254.1713,73858110.0
20190110,251.5017483235476,254.34790094252165,250.75586005098887,254.0731,96823923.0
20190109,252.77761290072485,254.10254603248438,251.43305112997632,253.18,95006554.0
20190108,252.05137160104374,252.53227329127236,249.28373330217707,252.0023,102512587.0
20190107,247.99807973504207,251.19754841182484,247.01664762559952,249.6567,103139100.0
20190104,242.99272682752883,248.4102309758707,242.5805254249376,247.7036,142628834.0
20190103,243.62085649645795,243.95454336431757,239.14552673928176,239.6755,144140692.0
20190102,241.41268489087852,246.54557513390355,241.38324192581337,245.5347,126925199.0
20181231,244.92618445902693,245.54448665572986,242.87499145726636,245.2795,144299370.0
20181228,244.94582072250253,246.73202712411705,241.87393828456104,243.1498,153100189.0
20181227,238.06602258636676,243.67981509654533,234.5230521385093,243.4639,186267342.0
20181226,231.58848051425787,241.6089,229.41951606141845,241.6089,218485360.0
20181224,234.60153090381493,236.36810869676538,229.92009975249636,229.9888,147311588.0
20181221,242.15854972164522,245.07340297881183,235.52406890735355,236.2307,255345633.0
20181220,243.76690152526604,245.48398207711296,238.68395284621923,241.1425,252053377.0
20181219,248.94745115020297,253.07429881397755,243.26937705961953,245.1328,214992763.0
20181218,250.9279015210914,251.65961196487376,247.10349493492237,248.8596,134515094.0
20181217,253.07428070175436,254.293798245614,247.34742631578948,249.1328,165492257.0
20181214,256.5474790647675,257.59138613275996,253.51331926901372,254.1182,116961071.0
20181213,260.02065615555637,260.967001782417,257.67918243961265,258.8987,96662717.0
20181212,260.94748419724255,262.4401736608152,258.8986947374369,258.9865,97976706.0
20181211,261.13281707492524,261.3376959943967,256.07913706129557,257.6889,121504431.0
20181210,256.94747017078805,258.69381930548724,252.31330347256412,257.6304,151445885.0
20181207,262.88896686269305,264.6060476230224,256.2255227757332,257.1426,161018923.0
20181206,259.43529285502524,263.3865298287875,256.04015589979247,263.2597,204185411.0
20181204,271.5816861757632,272.0499809250694,263.31823507863083,263.6597,177986013.0
20181203,273.4451017543859,273.56217543859646,270.74265087719294,272.489,103017719.0
20181130,267.1328702339924,269.5426368220569,266.781649192817,268.928,98204190.0
20181129,267.0352842433754,268.8304138440762,265.78649843419225,267.2987,82346420.0
20181128,263.02554213708214,267.8841,261.78651232063515,267.8841,127629633.0
20181127,259.84503514157973,261.8548,259.1816176154993,261.8548,75502441.0
20181126,259.29874356635514,261.22070355140187,258.86947331588783,260.9768,79981362.0
20181123,256.76210701614434,258.36211406647675,256.65478947008546,256.8304,42807878.0
20181121,259.37671568938197,260.63525764093276,258.54744386084076,258.5572,75563743.0
20181120,258.8889615023474,260.48896865061334,256.7328543086476,257.6792,136021311.0
20181119,266.39137489780745,266.71332748420656,261.53281768487545,262.5377,103061706.0
20181116,265.16210898330473,268.0499262046542,264.5962529061484,267.0548,126668040.0
20181115,262.2254971723683,266.8694192147096,260.498660614607,266.3621,135101437.0
20181114,267.4743313989638,267.91335769430054,261.90357551813474,263.6109,125335931.0
20181113,266.4304826288318,268.6158584429905,264.63535249577296,265.4256,98176610.0
20181112,270.43043654474076,270.693852316836,265.3572438969806,265.9231,99673574.0
20181109,272.2256300331221,272.43050901497696,269.4451295650922,270.9866,98812561.0
20181108,273.2792105775401,274.3621420106952,272.41091420320856,273.6597,65584886.0
20181107,270.79143157894737,274.24510526315794,270.32313684210527,274.1573,102752099.0
20181106,266.6547949549288,268.58651050450715,266.58650198095376,268.4109,60085894.0
20181105,265.7962667398223,267.3279806540108,264.732847525513,266.7231,65622482.0
20181102,268.0499561403509,268.518250877193,263.01578771929826,265.2597,122634107.0
20181101,264.9767771562283,267.0548350919528,263.7865280099448,266.8402,99495037.0
20181031,264.04991227875695,266.56699623840666,263.5328368916971,264.0304,128296325.0
20181030,257.2401819994772,261.5816649512642,256.70359421891925,261.2402,157115995.0
20181029,262.24503297203063,263.6596732168574,253.51328801258245,257.4255,160749101.0
20181026,259.4353123431199,264.3914321787962,255.89383301172126,258.8597,201574596.0
20181025,260.8596424911138,265.1816120334716,259.7376865151067,263.4938,138061545.0
20181024,266.6645679443691,267.08408195386704,258.24501933514244,258.8499,177806697.0
20181023,264.34266624026895,268.16707388618835,262.059729023062,266.9378,146352719.0
20181022,270.2450718155704,270.5962928475328,267.7182316133959,268.3036,82415812.0
20181019,270.3719404235294,272.48902305882353,268.7524209882353,269.5134,139901634.0
20181018,272.5865418958032,273.2402032525326,268.2645720296672,269.6597,134557525.0
20181017,273.6012438580852,274.29392993403457,270.7914749866286,273.611,110625987.0
20181016,269.8548663338089,273.97195793152645,269.3377908487875,273.5622,118255834.0
20181015,268.8304561771138,270.2841211370263,267.6109385932945,267.7085,102263717.0
20181012,270.02070352962494,270.33290002899076,265.72800166334486,269.2207,183186492.0
20181011,270.3231654186721,272.0987831502369,263.76703840981736,265.5329,274840491.0
20181010,279.83538814947894,279.9134372763205,271.1036420840819,271.5134,214731042.0
20181009,280.3817438587335,281.8158966249131,279.7768631002088,280.3915,74338982.0
20181008,280.0499772774651,281.191445570148,278.53777569314155,280.8012,87742172.0
20181005,282.62559804044196,283.1914541171565,279.24021771940795,280.8012,105951698.0
20181004,284.07926826285245,284.1378050995025,280.6451071793809,282.3817,111545910.0
20181003,285.6012262237762,286.05976477786913,284.2158544220485,284.6061,64694594.0
20181002,284.45,285.23049115104953,284.040242145699,284.45,47258227.0
20181001,284.9866333561855,285.78663691427005,283.88418942858124,284.6159,62078937.0
20180928,282.91830178522287,284.17684383599334,282.87927722550904,283.6305,70091385.0
20180927,283.3280281124222,284.791448938732,283.02558780831816,283.6012,59249455.0
20180926,283.8158824686077,285.113449151373,282.3524613978198,282.811,79739674.0
20180925,284.42077899914017,284.53785269131555,283.39638419260535,283.6598,44370037.0
20180924,284.23539649508626,284.3914947426294,283.2890508693561,283.9232,53409645.0
20180921,285.94267527997533,286.06950508579064,284.6938894996404,284.8695,105479656.0
20180920,284.21625821922476,285.47883727774376,282.8565576946659,285.1292,100360646.0
20180919,282.59439627772815,283.293670997871,282.4584261932559,282.8372,49080562.0
20180918,281.244384304424,283.18681392183146,281.2152478601629,282.5361,61930407.0
20180917,282.44869795396426,282.48754654731465,280.71022340153456,281.0113,68244043.0
20180914,282.6818186881188,282.88577382425746,281.6523308580858,282.507,55079875.0
20180913,281.963080452498,282.66235510779495,281.6522917168105,282.4584,51034222.0
20180912,280.7393271167681,281.45802600996126,279.93321889872715,280.7976,59810758.0
20180911,279.0979593565127,281.21520733437126,278.7191856357032,280.7296,50530492.0
20180910,280.4285775078098,280.71994196459565,279.59333273169034,279.807,50191113.0
20180907,278.7192467732962,280.3897363699582,278.45701875521553,279.3214,73524824.0
20180906,280.82680280052745,281.1570158835369,278.73869065796777,279.8653,65909863.0
20180905,281.07926160606166,281.30264099920424,279.603015181815,280.7102,72452437.0
20180904,281.49693644801766,281.85628597356884,280.3703271246679,281.4678,57594367.0
20180831,281.4969289931452,282.43900745410076,280.9627607936344,281.9534,66140838.0
20180830,282.565277568033,282.97318784705476,281.29298598346537,281.9437,61229501.0
20180829,281.80769641827914,283.3422158570056,281.5454684129271,283.0897,61485514.0
20180828,281.9436616307947,282.06020740894036,281.0695682947019,281.5746,46943472.0
20180827,280.54508246255784,281.55514576575337,280.37026381392786,281.4386,57072377.0
20180824,278.19480004173766,279.3893943862822,278.1365271468818,279.234,57487399.0
20180823,277.7383186780503,278.68039710976586,277.21386264389935,277.5635,49204851.0
20180822,277.6508477478422,278.50551665094173,277.3594833490582,277.9325,44993333.0
20180821,278.01029065097435,279.03977853949846,277.4858345568205,278.0977,67271983.0
20180820,277.3497785311723,277.73826440648304,276.85445904015126,277.4469,39807490.0
20180817,275.65990575668275,277.3401074159826,275.2131469339788,276.8545,65618481.0
20180816,275.2422981764416,276.8350905864959,275.20344958107444,275.8833,69967919.0
20180815,274.2516288664916,274.40702323088937,272.09553206047275,273.6689,102925355.0
20180814,274.7761094328989,275.990128013385,274.3487748925678,275.7279,43842031.0
20180813,275.3102642998936,275.9804025239277,273.6591991102445,273.9797,65732909.0
20180810,275.29085230964824,275.88329337477046,274.2322281113152,275.0092,77076044.0
20180809,277.31095880310096,277.738293310415,276.7185177815975,276.8642,35716976.0
20180808,277.1750149583129,277.68004669655994,276.73796826175294,277.243,42114551.0
20180807,277.17496920302546,277.7771223299951,277.0292869948876,277.3595,43196646.0
20180806,275.4753851320967,276.7865252037662,275.0480505902192,276.4466,39400887.0
20180803,274.397300229196,275.4947728843442,274.2030572813822,275.4365,53935386.0
20180802,271.34775504090084,274.4459308474096,271.1243755940366,274.2614,63426363.0
20180801,273.4552503880937,274.00884284697,272.06641316670226,272.7754,53853326.0
20180731,272.7268682294814,273.9020383108804,272.3092458038602,273.2319,68570493.0
20180730,273.4066951812824,273.5815138560457,271.31858323272013,271.8916,63742508.0
20180727,275.5433821441262,275.65021578423705,272.3092364934972,273.3193,76783177.0
20180726,275.0480299287076,275.9318353921085,274.9411963012635,275.184,57919495.0
20180725,273.2318444808281,276.1843373085455,273.1832837435301,275.8347,78882927.0
20180724,273.67861866411,274.4264540605802,272.5520094954015,273.5038,68026935.0
