date,SPY~open,SPY~high,SPY~low,SPY~close,SPY~volume
20191231,320.53,322.13,320.15,321.86,57059907.0
20191230,322.95,323.1,320.55,321.08,49652827.0
20191227,323.74,323.8,322.28,322.86,42523486.0
20191226,321.65,322.95,321.64,322.94,30854382.0
20191224,321.47,321.52,320.9,321.23,20270007.0
20191223,321.59,321.65,321.06,321.22,52980805.0
20191220,320.46,321.9742,319.3873,320.73,149214080.0
20191219,318.2420589165472,319.41641029604244,317.9680999852914,319.3368,85248597.0
20191218,318.4412027910761,318.6899849807566,317.97349227447665,318.0332,48721894.0
20191217,318.36159506837316,318.6899875614107,317.9237384109898,318.0133,61062693.0
20191216,317.62515883568074,318.5904336150234,315.70874010366197,317.9436,82723814.0
20191213,315.3264919986134,317.1177240041598,314.4806324404386,315.7743,81489263.0
20191212,312.89835220887335,316.4410107779144,312.639618717876,315.5852,96035635.0
20191211,312.50029976464594,313.16703606640795,312.00392951491636,312.8884,46889653.0
20191210,312.2912873217874,313.017731269735,311.2862073390107,312.0027,52609340.0
20191209,312.90827207850134,313.6446673250924,312.27138970307124,312.351,34788380.0
20191206,312.5799021246864,313.7740566646553,312.5799021246864,313.3362,48926121.0
20191205,310.70907705595795,310.72897963271583,309.06711447343116,310.5001,40657041.0
20191204,309.186502151159,310.59958497399344,308.8083532267386,309.9428,49007961.0
20191203,307.1464841382652,308.13166158617344,305.6338884606687,308.0421,74784721.0
20191202,313.05752958862786,313.1271885958157,309.65418952316776,310.1219,75719967.0
20191129,313.32622078203053,313.5949055295727,312.5301178263498,312.7789,36592740.0
20191127,313.0774380372765,313.9432,312.838607151008,313.9432,44260649.0
20191126,311.88326381813556,312.7490257259297,311.53496879775855,312.55,37515200.0
20191125,310.4602710214762,311.8435,310.4602710214762,311.8435,48606151.0
20191122,309.574566722408,309.72383601749425,308.3406072163623,309.4452,44803329.0
20191121,309.37557983047026,309.494995281529,307.8828866922358,308.7586,54403450.0
20191120,309.7637157254561,310.3309391833189,307.5545296264118,309.2562,79200298.0
20191119,311.15684653608184,311.1667978232296,309.70395861250927,310.4105,67663099.0
20191118,310.0124868694314,310.75883349785266,309.51492245048394,310.5001,49285964.0
20191115,309.5049508451201,310.3209564386285,308.74865297796595,310.2712,61990853.0
20191114,307.2858021612018,308.13166158617344,306.5892120465191,308.0421,51148052.0
20191113,306.4100967745066,308.0321566548042,306.1613145842769,307.5943,54261698.0
20191112,307.2460177993527,308.4799775145631,306.6489405177993,307.4948,46141997.0
20191111,305.92253011188586,307.0370744932706,305.7732607750932,306.848,35775777.0
20191108,306.30065313653137,307.49839019343557,305.53440393927616,307.4351,49019213.0
20191107,307.07267198728016,308.1416393666039,306.16133301317416,306.6788,53823043.0
20191106,305.53434099641805,305.9025385867795,304.5690662324975,305.604,46402927.0
20191105,306.0916721362733,306.41956708074133,305.2159587792724,305.5344,42809998.0
20191104,306.3503617626965,306.4996310635391,305.46469724436344,305.8727,60270655.0
20191101,303.4306624720716,304.69845643496444,303.255519820997,304.6487,71071915.0
20191031,302.64850299014273,302.64850299014273,300.2601940197145,301.8524,68955393.0
20191030,301.9519584895114,303.066502844085,300.518972890774,302.6585,49542312.0
20191029,301.5241224672669,302.74803136440096,301.3847049239801,301.733,44201626.0
20191028,301.46435359050446,302.369920903396,301.43449972304654,301.8226,40174540.0
20191025,298.27986071618034,300.7278771883289,298.22075007453583,300.1308,45145150.0
20191024,299.4441694843027,299.60339007224417,298.0013324189499,298.9068,35688865.0
20191023,297.274801974123,298.4789077230892,297.04094672535683,298.4192,34857719.0
20191022,299.1158524129628,299.43429366910806,297.4539871074546,297.5535,49028214.0
20191021,297.9614765625521,298.7476283442781,297.47883907630256,298.5287,39388285.0
20191018,297.23499266704704,297.9365584035305,295.54327386985267,296.5185,64293228.0
20191017,298.22015145682974,298.77742349639135,297.06082658881314,297.8221,46676445.0
20191016,296.9165461394102,297.7026978016086,296.468738230563,296.9464,50293197.0
20191015,295.65277071065316,298.24010562767666,295.52340396480196,297.4241,48123837.0
20191014,294.48849742186184,295.2248928129752,294.1302510153742,294.5084,40467320.0
20191011,294.8267487140543,297.2847163426489,294.7021586140138,294.8367,101099695.0
20191010,289.76163445641794,292.7768750375119,289.58251125358066,291.8116,54459839.0
20191009,289.33373296254337,290.8761827857315,287.2498334949703,289.8512,64341784.0
20191008,289.6222731778325,290.42832747028046,287.0846948497557,287.1245,101367099.0
20191007,292.0404001671899,293.8216804217279,291.34381012351577,291.6523,60549809.0
20191004,289.72183614064886,293.19483609988106,289.4033948836419,292.9162,66737063.0
20191003,286.4080138867846,289.0351538633702,283.4325788375456,289.0053,85718095.0
20191002,290.0800430465875,290.0899943345136,285.24371711449,286.6568,124208927.0
20191001,296.28968007093164,297.0011972377574,291.57276906288365,291.8116,89425082.0
20190930,294.5282968898474,296.10060053239886,294.47854044546284,295.3244,52438861.0
20190927,296.3791625930941,296.4950950795532,292.25933002708194,293.961,84755721.0
20190926,296.180131030303,296.40901061279465,294.01075063973065,295.5532,58594707.0
20190925,294.5182863786036,296.65781305691826,292.8962266178348,296.1702,73267803.0
20190924,297.95145525737655,298.37936055700135,293.37386367999454,294.4287,97160127.0
20190923,296.1005151235707,297.54345159451395,295.82187911538847,296.7573,47134009.0
20190920,298.89686777524474,299.2053576840553,295.9612379978544,296.827,96939851.0
20190919,298.67574033479474,299.7653278198486,297.86379955161425,298.23,77933334.0
20190918,297.64557423447354,298.3686640850216,295.4168726403188,298.2498,73875018.0
20190917,297.10077665160173,298.1705534028978,296.912575186096,298.0715,42770135.0
20190916,297.00172910447753,298.28724419263057,296.6154208255596,297.3187,57934320.0
20190913,298.9233685011126,299.30967678435024,297.8337810355708,298.2399,62053458.0
20190912,298.39837863852097,299.59692482325994,297.56633004746254,298.438,72546530.0
20190911,295.6446496786012,297.49694804995835,294.93146527893424,297.4078,68008165.0
20190910,294.54518882366756,295.3772373796666,293.1683465702882,295.3079,57698673.0
20190909,296.30830183769285,296.40735522468145,294.34704477531864,295.3772,51086154.0
20190906,295.34756409662805,295.9319792383828,294.60466349270257,295.2287,49510922.0
20190905,293.9805873551638,296.0012767254408,291.21798801511335,294.9315,83197295.0
20190904,290.36515672347514,291.27149539578863,289.54301344695034,291.1873,46813644.0
20190903,287.819503855546,288.8199433327601,286.5318094789338,287.9978,69078772.0
20190830,291.43487047991016,291.4545821036017,288.6613756891286,289.6843,62831109.0
20190829,288.958540870873,290.38490964522526,287.8590482739764,289.8104,57998913.0
20190828,283.43143118834155,286.33369614039947,282.5498558274776,286.1554,58891544.0
20190827,286.79922588628995,287.20534484261157,283.3224514065604,284.1545,68262998.0
20190826,284.5507101597222,285.2738,282.8767076527778,285.2738,72620598.0
20190823,288.16614116903634,289.98872366508687,280.7866631279621,282.1536,149318151.0
20190822,290.4542645197701,291.1476382713093,287.6510534956902,289.5925,51739292.0
20190821,289.71141602325184,290.0878189844418,288.95861010087197,289.6817,49723430.0
20190820,289.00809707332206,289.5925121169293,287.20532524388983,287.344,51652752.0
20190819,289.424125242021,290.30570048917315,288.6812247528478,289.5628,53640153.0
20190816,283.7681347966072,286.5911562437251,282.018653926467,286.1157,85825286.0
20190815,282.18332281749514,282.9361286492183,279.7168931846127,281.9555,101929845.0
20190814,285.3431267418105,289.6959293111659,281.07392524128215,281.2126,135622053.0
20190813,285.0162318167835,291.3655542813194,284.6398289249701,289.7807,94792972.0
20190812,287.21520906724055,288.8495899989586,284.30303940708853,285.3431,62629500.0
20190809,289.81041255743776,290.46416494067626,286.9081481894246,288.8595,93729958.0
20190808,286.8784639057285,290.8406,286.27423815135205,290.8406,87713904.0
20190807,281.707893322221,286.08605397089974,279.37023288537,285.2441,140572265.0
20190806,283.2035906428075,285.3134281723419,281.58902013898535,285.0757,120711682.0
20190805,285.3629807835952,285.48184488055807,279.0532783031499,281.1334,178745449.0
20190802,291.0684569920033,291.3359012097601,288.14638127947507,289.8501,116749695.0
20190801,294.7828734228734,298.0219191086691,291.1773302129969,292.049,142646576.0
20190731,298.14080070941066,298.34881282990955,292.4056093870827,294.6145,104245162.0
20190730,297.0710674181963,298.31914032322425,296.65504311652035,297.8734,45849045.0
20190729,299.022424308366,299.0719510117429,298.0021742188019,298.6064,38126462.0
20190726,297.913032389656,299.36911749942055,297.7743576172975,299.1512,45084077.0
20190725,298.09130195999995,298.150734,296.27862474,297.1602,55394074.0
20190724,296.35789826831206,298.5866,296.2588448580148,298.5866,47213232.0
20190723,296.3083247875213,297.1899,295.39703355664443,297.1899,44657973.0
20190722,294.79284511916757,295.6744204431018,294.22824069822093,295.0801,43687404.0
20190719,297.19983268836023,297.2295487094929,294.1489878520712,294.357,71081238.0
20190718,294.37682410400566,296.41732431482785,293.89146240337317,296.0013,51701687.0
20190717,296.9125733861759,297.09086951031105,294.9216,294.9216,44102443.0
20190716,297.80400181842447,298.03182460378366,296.60545586066536,296.8729,40567964.0
20190715,298.2795029193682,298.2795029193682,297.348400960931,297.9031,33910261.0
20190712,297.0116726592384,297.8833427340762,296.67489103941466,297.8041,40354410.0
20190711,296.4866053389462,296.74414415154854,295.377207376967,296.4767,50889481.0
20190710,295.5456718060346,296.8234608485985,294.96125666253636,295.7834,58595558.0
20190709,292.7424188970019,294.7036762205996,292.6829868568929,294.3768,41101279.0
20190708,294.19850145879656,295.4345888294926,293.4159796038003,294.0103,45841772.0
20190705,294.6244552435837,295.8130961334852,293.2079915164511,295.6348,51677326.0
20190703,294.3669346987952,295.99141068273093,294.2084492369478,295.9716,40898896.0
20190702,292.81176210235134,293.6834320412914,291.89056546233513,293.624,61504544.0
20190701,293.8716447405804,294.10937291483464,291.5438897010079,292.8613,79107474.0
20190628,289.810475665529,290.77129377133105,289.2458712116041,290.2265,59350929.0
20190627,288.5524985145798,289.2953991149228,288.13647417838763,288.7407,40355239.0
20190626,288.9882834716149,289.54298249044643,287.5965832547251,287.7204,51584902.0
20190625,290.91987030540656,290.9495863289311,287.8888359059018,288.0077,82028656.0
20190624,291.4448150524452,291.7915019479635,290.69200922217686,290.8604,47582730.0
20190621,291.3457694217687,292.72261170068026,290.97927183673465,291.217,83309466.0
20190620,291.8167321435814,292.08288035895356,288.9482458223484,291.6393,116570017.0
20190619,288.3764756705112,289.46078304784004,287.31188297277015,288.8792,78674377.0
20190618,287.2330087346101,289.38190869357044,286.83871516415866,288.2286,85434823.0
20190617,285.3897601271728,286.07977405397935,285.0546105055811,285.2419,39205709.0
20190614,285.1334,285.79384174099425,284.2955261494849,285.1334,52324716.0
20190613,285.2714678499896,285.84319366668973,284.5025951999448,285.4489,48945156.0
20190612,284.52233356219006,285.1334887964215,283.71403147820655,284.2759,47096312.0
20190611,286.8387844029076,287.2429354101765,284.06887140186916,284.7786,58641325.0
20190610,285.2418936637021,286.67120819462224,284.74902658407444,284.8476,60799053.0
20190607,281.8509374309057,284.72928086215893,281.6636479610638,283.5464,74272199.0
20190606,279.2486413588483,281.47640064957864,278.5389127352528,280.7371,69430381.0
20190605,278.3022875636132,278.9528720207803,276.32096217133164,278.9233,71169717.0
20190604,273.1666465618651,276.67586012191214,272.6737794888248,276.528,77231889.0
20190603,271.3824432020979,272.60475343264017,269.19411359580437,270.653,96427952.0
20190531,272.2597326261489,273.16660791223165,271.3134279798017,271.343,86862782.0
20190530,275.12825873203604,276.0449914919543,273.8468043364513,275.0494,62523780.0
20190529,274.9310697595861,275.374650059295,272.7624549610091,274.3002,104972927.0
20190528,279.0514581688381,280.0963362841335,276.1336853185793,276.1534,70029356.0
20190524,279.69220477402934,280.14564247825166,278.06574344366646,278.7459,55268095.0
20190523,279.12044871340476,279.16973541504217,276.567397568583,278.115,98733847.0
20190522,281.377767881525,282.60007803101917,281.03276098449044,281.5552,49482472.0
20190521,281.75240075739066,282.83670835572934,281.47639518690454,282.4227,46847085.0
20190520,280.007630751893,281.88052555731645,279.0810406902624,279.8992,62877610.0
20190517,281.07218621606495,284.48282577665833,281.05247153652397,281.7622,100353024.0
20190516,281.7622345776851,285.08415848800837,281.6833758498436,283.5957,76749643.0
20190515,277.57290221707706,281.6932713042868,277.34618334385743,280.9934,73956407.0
20190514,277.9671151376147,281.0327477064221,277.82911238532114,279.357,77003230.0
20190513,278.391045310831,279.4457808765933,275.936567218543,276.8533,127290527.0
20190510,281.54537938215896,284.8180166608816,278.2727421034363,283.99,112429293.0
20190509,281.1609004221028,283.2309417602734,279.25843385892694,282.5705,103471104.0
20190508,283.4281,285.30099461969183,282.7775155531597,283.4281,91568287.0
20190507,286.0107295523217,286.6613140138228,281.73264385093603,283.8224,144729908.0
20190506,285.1236287651117,289.1257097773376,284.7786217812991,288.6427,107198069.0
20190503,288.64266172839507,290.14097757371695,287.1443458830732,289.8354,56543653.0
20190502,287.51896712686306,288.5244160656638,285.38978113881444,287.0261,65030170.0
20190501,290.51558655289404,290.7423054213358,287.63724265789386,287.6471,71671870.0
20190430,289.3030609992517,290.14093486837623,287.7554586762805,289.8255,81111733.0
20190429,289.32283569945895,290.24942581753834,289.22426228264203,289.6777,57197747.0
20190426,287.9328885177738,289.3030587164718,287.08515731570157,289.2242,50916423.0
20190425,287.95260137647665,288.60318578325627,286.58243118644066,287.8836,57770862.0
20190424,288.61311114190875,288.97783278924135,287.90338253088316,288.0611,50392914.0
20190423,286.5331850040973,288.9580908631521,286.2768941409451,288.7018,52246633.0
20190422,285.0446926309988,286.2965747752093,284.94611923381683,286.129,40160140.0
20190418,285.9614587269844,286.1783202261913,284.5420016412662,285.8826,68708513.0
20190417,287.2428812575574,287.2724532769045,284.8672623700121,285.3207,58268295.0
20190416,286.7993299214226,286.8584739660877,285.37001550868484,286.0206,52153197.0
20190415,286.0994481911922,286.207878935752,284.9559967031072,285.8333,49596685.0
20190412,285.86288254755993,286.3261775641026,284.1477052522746,286.0206,69727782.0
20190411,284.7095550883037,284.71941242843764,283.4773875715625,284.0984,55093100.0
20190410,283.66471823857916,284.2758734156578,283.2112805265531,284.1773,52601499.0
20190409,283.61545103198637,283.9703153527548,282.61000212314224,283.2113,66142316.0
20190408,283.9899435922296,284.7883880709166,283.2703578274871,284.6701,53566335.0
20190405,283.81257281075654,284.51244404823785,283.49713788682124,284.4533,58621729.0
20190404,282.6888063862385,283.3591055296329,281.92979117974784,283.0831,48997505.0
20190403,283.2211608127924,283.6548838768242,281.67355806158787,282.334,68243202.0
20190402,281.9594013917544,282.1466908836591,281.0229539322306,281.8904,40070351.0
20190401,280.6385203792464,282.07769227862724,280.342800125949,281.7524,77617945.0
20190329,278.3614839209855,278.8050643160577,277.12931615689604,278.4502,82186806.0
20190328,276.3505357486374,277.1982670157814,275.088796188237,276.7054,56238545.0
20190327,277.0996715716074,277.7403986411586,273.9650376005722,275.6605,72224722.0
20190326,276.9814545532157,278.154478258395,275.5718546385885,277.1096,68125920.0
20190325,274.89162522935777,276.1927940366972,273.6791724770641,275.0592,85575197.0
20190322,279.17956370277534,279.75128938227397,275.19719862488813,275.2662,122659286.0
20190321,276.63644710427417,281.11168039195024,276.58716039405743,280.6681,79550375.0
20190320,278.13469772331734,279.4555812466702,276.32094721363876,277.5334,84609210.0
20190319,279.465464812323,280.30333876770544,277.39542327549583,278.3713,90268121.0
20190318,277.53342742535335,278.6275922431198,277.2869939078384,278.3023,62199806.0
20190315,276.53788463261174,278.18406081902526,276.3308804415058,277.2969,81308979.0
20190314,276.1455007042253,276.6067737089201,275.45849835680747,275.9394,67518366.0
