date,LQD~open,LQD~high,LQD~low,LQD~close,LQD~volume
20190918,124.40928751786565,124.79415007146261,123.87640090519297,124.281,9162338.0
20190917,123.6099739393457,124.14779475841759,123.51129122024994,123.9751,12480736.0
20190916,123.48167112760353,123.7777192482643,123.28430571382971,123.6593,11464733.0
20190913,123.70864241257618,123.93561264035931,123.0376,123.0376,8984588.0
20190912,124.99150291709721,125.0901856132263,124.07375384309674,124.1527,11031044.0
20190911,124.34013652960788,124.65592100333386,124.25132214637244,124.3204,8165761.0
20190910,125.29737569003807,125.31711222239848,124.4092317338198,124.4191,9863405.0
20190909,125.7907845064884,125.87959889893826,125.475,125.475,7218991.0
20190906,126.15589338746194,126.50128264501522,126.09668380045281,126.4026,8914754.0
20190905,126.26448456475752,126.550664326569,125.74146637937791,125.9487,19042771.0
20190904,126.3828866842965,127.014455728397,126.3828866842965,126.8763,8502586.0
20190903,126.67897307722278,127.0194283682693,126.249703362425,126.6395,22683473.0
20190830,126.63046062111798,126.7977659627329,126.38442335403724,126.7584,8653744.0
20190829,127.01429580810434,127.05366177612171,126.31554987579568,126.7781,17900817.0
20190828,127.34392387296671,127.40789353989157,126.96010587141751,127.0536,8935823.0
20190827,126.70914794732766,127.1520148721921,126.70914794732766,127.0536,12729098.0
20190826,126.44349044466941,126.67476550891675,126.17777015808738,126.3746,6305853.0
20190823,125.76436926012461,126.66978611370718,125.74468628504673,126.3647,7998586.0
20190822,126.2171277261002,126.463165012116,125.85299254279683,125.9022,7053974.0
20190821,125.84310116043613,126.68946908878503,125.84310116043613,126.3647,9343957.0
20190820,125.82347226340018,126.18760745884373,125.6956312853242,126.1384,11402374.0
20190819,125.15422127442517,125.59216755473592,124.98760485811817,125.4101,7226223.0
20190816,125.30190082127493,125.86778672272193,125.0509427258506,125.8235,10849345.0
20190815,125.13454995298542,125.97107663375645,125.03613504936528,125.5971,11866990.0
20190814,125.08531488188976,125.18372976377954,124.8195947007874,124.9869,9071242.0
20190813,124.80978832820026,124.93772771065309,124.44565316275764,124.6228,10955002.0
20190812,124.29801593939872,124.81961489781425,124.25864998027302,124.7212,8995329.0
20190809,124.30783505637606,124.34779149769732,123.89449255994919,123.9437,6375878.0
20190808,123.78630086295622,124.35710746575884,123.54026353416198,124.3079,8353775.0
20190807,124.46537470032547,124.65236308644914,123.86504356592839,123.9733,24644135.0
20190806,123.58939901579491,124.0421074370982,123.343361830304,123.9929,14920196.0
20190805,123.52054470888909,123.52054470888909,123.1465680776296,123.2253,12715463.0
20190802,122.96939470108697,123.16622446451407,122.86113833120206,123.1367,14629492.0
20190801,122.33957859028722,123.32372772221778,122.25100516841347,123.0088,16216801.0
20190731,122.03942837609587,122.41236752191749,121.51044364031209,122.0198,17422744.0
20190730,121.9118,122.00012766060216,121.61737446465948,121.9118,12111957.0
20190729,122.1768263238371,122.19645469982295,121.93637871801062,121.9511,7379625.0
20190726,122.11792768216182,122.17681280360301,121.86275882258323,122.0296,7285060.0
20190725,122.09824037207055,122.17675382942738,121.56827453491182,121.8627,9943140.0
20190724,122.07864467367746,122.2651141847957,121.91180353215061,122.2553,11851211.0
20190723,121.9314283690227,121.93152651086783,121.66644538721623,121.9118,7013576.0
20190722,121.9412418445429,121.96087021345147,121.78421489327427,121.8431,4464839.0
20190719,121.52908512563627,121.75481144057527,121.35242974872749,121.4702,8789335.0
20190718,121.3131036302033,121.7841843659245,121.0677490803485,121.6566,10357417.0
20190717,120.8616624888817,121.38181418290613,120.8616624888817,121.372,6620350.0
20190716,120.5672588603479,120.75372836937085,120.42986027475207,120.7341,9867521.0
20190715,120.91078650227126,121.04818512329656,120.80597098280337,120.9893,7705017.0
20190712,120.61635882018363,120.85189930933615,120.5574736978955,120.7832,6363589.0
20190711,121.15610923139488,121.33875120732006,120.56725815372103,120.6654,7101305.0
20190710,121.25421563712806,121.53882690815006,121.18551636481241,121.3818,9551841.0
20190709,121.29346944894651,121.32291199351702,121.048114910859,121.107,15877087.0
20190708,121.69588225780366,121.7449531780689,121.3622,121.3622,9239219.0
20190705,121.73509779536462,121.84305378341276,121.04810514414925,121.529,7889884.0
20190703,122.33380284959577,122.638042551829,122.27491774593771,122.6086,6947326.0
20190702,122.00991707199614,122.33378509511198,121.89214688177222,122.2749,15843767.0
20190701,121.90194327565392,122.22581125150906,121.63696038631791,121.9412,19215780.0
20190628,121.45735706360054,121.78030386749215,121.43289139663905,121.7118,9512064.0
20190627,120.99736319226119,121.48667637243048,120.89950055622734,121.3986,10314460.0
20190626,121.19309948917538,121.19309948917538,120.64506867753182,120.694,24436698.0
20190625,121.30069161676647,121.33983665641689,120.83095114096132,120.9386,17843718.0
20190624,121.3007,121.51599773295685,121.1343335699879,121.3007,15241643.0
20190621,121.0365450663216,121.24205666450987,120.8438534773536,120.9974,18566443.0
20190620,121.2517610605206,121.5013106898219,121.05613372366831,121.4377,24937968.0
20190619,119.73496949440933,120.81145879922218,119.61753429752066,120.7821,17597923.0
20190618,119.84254730919764,120.14592138780169,119.72511218199608,120.0187,19575024.0
20190617,119.08899236641221,119.32386259541985,119.02048854961834,119.226,6213240.0
20190614,118.95200225835592,119.21632916752894,118.86392590950152,119.1673,4652307.0
20190613,118.85417088399605,119.1477587906671,118.85417088399605,119.1184,6665763.0
20190612,118.64863355572028,118.83457252285645,118.56055720286632,118.815,11814499.0
20190611,118.6095412026726,118.72697639198218,118.44317468448403,118.6389,17076686.0
20190610,118.74649775429326,118.87371915455745,118.52141373844121,118.5312,13072375.0
20190607,118.90308242843041,119.24560159591971,118.8296854639684,118.9618,11912916.0
20190606,118.37468239960337,118.53126266732772,118.23767466534457,118.4334,14133552.0
20190605,118.38445277754779,118.58996435135359,118.10065108038744,118.2083,10423123.0
20190604,117.95386694796062,118.34531759741871,117.95386694796062,118.2866,20566079.0
20190603,118.16910990648017,118.32569009351981,117.83941075014484,118.2474,12525219.0
20190531,117.68081713150708,117.89545632707109,117.45642160887196,117.8857,11611684.0
20190530,117.1734653670676,117.6515253007051,117.08565844048114,117.6125,11946549.0
20190529,116.95881264808943,117.10515750876023,116.90027470382113,116.9393,8777962.0
20190528,117.00757587012771,117.07587012770219,116.85147470995743,116.8905,9039113.0
20190524,116.72469305938361,116.8320126534703,116.60761713856175,116.8125,5981653.0
20190523,116.36371712420488,116.69543225644459,116.28078834114496,116.5686,9983368.0
20190522,116.23684940446233,116.40270691997988,116.13928616004027,116.3149,9526219.0
20190521,116.1881126564206,116.20762531284119,116.03201140505585,116.1686,3610052.0
20190520,116.31490812809952,116.40564195175254,116.06124367487601,116.071,2890893.0
20190517,116.47103225157232,116.52469205031447,116.32468734591195,116.3442,7746063.0
20190516,116.43196323381416,116.43206079704798,116.30513102985574,116.3344,11716337.0
20190515,116.50028734823745,116.53931265176253,116.27589185296826,116.5198,10804426.0
20190514,116.10023677581864,116.21731264483628,116.01730803526449,116.1978,7993523.0
20190513,115.96370570924071,116.22712654502647,115.88565509123012,116.032,16744930.0
20190510,115.85638040551909,116.02223796062594,115.81735509843513,115.9637,8155559.0
20190509,116.03198856806128,116.05150122064147,115.71978612677835,115.8954,11586182.0
20190508,116.246647413212,116.29542905291541,115.74907468823727,115.7881,11843131.0
20190507,116.37342646960026,116.38318279308028,116.10024941215988,116.1783,11575489.0
20190506,116.1295620371148,116.3246885800655,115.98321712990175,116.1881,8077413.0
20190503,115.7588228369629,116.07102530900528,115.7588228369629,116.032,7481015.0
20190502,115.80758978040541,115.84661508445946,115.40758041385135,115.5149,11748205.0
20190501,116.10025751072962,116.65636798788184,115.9344,115.9344,12804331.0
20190430,115.90360723871834,116.09815798523736,115.85496955208858,115.9717,9753332.0
20190429,116.12737835025594,116.17601605269785,115.85987098682556,115.9231,5847498.0
20190426,116.36084491808761,116.44839278669342,116.24411442661318,116.3803,3406080.0
20190425,115.92306231337024,116.02033768662976,115.78201302214394,115.9717,4404116.0
20190424,115.91336951710261,116.14683048289739,115.88418689637827,116.0301,6463168.0
20190423,115.32971870794078,115.641,115.3102636271871,115.641,7389706.0
20190422,115.23239275276627,115.30038823017146,115.11566231945267,115.1643,6581939.0
20190418,115.5145682239838,115.56320593692021,115.32001737223814,115.3492,8059959.0
20190417,115.38808556718433,115.485360972316,115.24217245948684,115.2519,6062323.0
20190416,115.55339854008439,115.55339854008439,115.26157246413501,115.2713,10302688.0
20190415,115.76749578389297,115.83558858874022,115.5924,115.5924,12427319.0
20190412,115.74801737523104,115.87447541589648,115.65074195933457,115.7772,11083836.0
20190411,115.81611737341505,115.95716673524224,115.76747966244017,115.8453,7769547.0
20190410,115.63126365237817,116.02036523781562,115.62153611274222,115.962,5765258.0
20190409,115.45616523644948,115.5923507881649,115.34916230295879,115.3978,7749028.0
20190408,115.29078553809765,115.33942323027539,115.12541738469336,115.1546,8564818.0
20190405,115.11572163644033,115.45132180514551,115.0379013074652,115.32,9326222.0
20190404,114.9795593105779,115.1352,114.89201142277795,115.1352,7510618.0
20190403,114.93084492680038,115.06703043919777,114.89193478040112,114.9503,6048390.0
20190402,115.05731447390644,115.22268261273435,114.96976663570342,115.1935,7733308.0
20190401,115.22272327921527,115.38809147640791,114.97467098342634,115.0379,9567574.0
20190329,115.2435417268604,115.55388367209811,115.2047489837057,115.4666,8415110.0
20190328,115.43752175409148,115.5539,115.32114350818296,115.5539,4621214.0
20190327,115.4084,115.62176006722689,115.3308145210084,115.4084,7484092.0
20190326,115.15621817569841,115.34048364187144,115.01074543924605,115.2532,7766491.0
20190325,114.99134000336727,115.40836181496759,114.79737637006482,115.2047,7096120.0
20190322,114.64226166174609,115.05928367777308,114.64226166174609,114.972,10576913.0
20190321,113.97305630145125,114.35128547059324,113.97305630145125,114.2737,14163204.0
20190320,113.36213039707508,114.10889094464756,113.25545031885044,114.0604,16202606.0
20190319,113.1099344803972,113.4008800376648,113.1099344803972,113.2942,8074677.0
20190318,113.25540363013698,113.36208366438356,113.22630907534247,113.2748,4308285.0
20190315,113.23601814136573,113.48817097381482,113.17782902618518,113.333,8537001.0
20190314,113.10996557025078,113.11966375815872,112.82871812092066,112.9257,5395277.0
20190313,113.02262362218224,113.18555309505443,113.02262362218224,113.1487,5833974.0
20190312,113.05175260996063,113.41058548690741,113.04215140595585,113.333,7994599.0
20190311,112.87722715805731,113.0227,112.79964164235456,113.0227,7813644.0
20190308,112.60565437677175,112.9159963748819,112.41169062795292,112.8966,7386626.0
20190307,112.59592903836227,112.78989274040941,112.52804174264578,112.7511,7355491.0
20190306,112.31471268553676,112.45776095529858,112.24682537107351,112.3826,6278731.0
20190305,112.19831451153148,112.29529637211712,112.08193627882869,112.2759,9090431.0
20190304,112.31468548345286,112.3631764106109,112.18860907284196,112.2371,9453625.0
20190301,112.24675089633669,112.38252543517795,111.93640909327098,111.9849,12714087.0
20190228,112.39249978453847,112.50842116711195,112.11212279582865,112.1798,12468406.0
20190227,112.50852711076686,112.50852711076686,112.25232053102677,112.3345,7008456.0
20190226,112.64393182286304,112.72127723995881,112.54725005149331,112.6536,6360585.0
20190225,112.40215463297233,112.58101579422382,112.39258314380264,112.4795,6026157.0
20190222,112.12180489774875,112.6148817322564,112.12180489774875,112.5182,4110552.0
20190221,111.91881822889695,112.13142144355257,111.89464778612118,112.0155,6311048.0
20190220,112.3345,112.37317269128152,112.1411365435924,112.3345,8577443.0
20190219,112.5762226158741,112.5762226158741,112.31518190730071,112.4312,6920299.0
20190215,112.1798047237997,112.4021726897264,112.1798047237997,112.3635,8298035.0
20190214,112.38289083390764,112.38289083390764,112.0928455203308,112.2282,14906084.0
20190213,112.16050905562744,112.24268855109962,112.04449094437258,112.1025,9595179.0
20190212,112.22814107526881,112.3925,112.17980021505376,112.3925,10689095.0
20190211,112.42149525368248,112.42149525368248,112.15078645878197,112.2378,5353772.0
20190208,112.29583652771811,112.51820452084229,112.25716383326171,112.4892,5502609.0
20190207,112.15079097018783,112.2281363432707,111.93809119420987,112.2088,12973203.0
20190206,112.51824531357684,112.53274757925568,112.18952729152309,112.2282,7083571.0
20190205,112.24753645743766,112.61009309974204,112.23786828030956,112.4409,9298056.0
20190204,112.02517271000605,112.04450906500907,111.77380009496676,111.9865,7375484.0
20190201,112.26688631778602,112.45058170531942,112.07352275196138,112.1412,15158417.0
20190131,112.01340598525124,112.48571102726805,111.99412822843422,112.4086,12004177.0
20190130,111.15549517312839,111.6278,111.01091206286158,111.6278,17275582.0
20190129,111.01097232824428,111.117,110.91458353573907,111.117,9111253.0
20190128,110.79888898548205,110.96274989133269,110.74105572459358,110.876,7830587.0
20190125,110.75071681877445,110.8953,110.73510183520209,110.8953,8529215.0
20190124,110.89528877772945,110.9531220443671,110.71215010004349,110.7989,8874693.0
20190123,110.32656137810726,110.5964498735281,110.25908925425206,110.5097,11707156.0
20190122,110.1916444910808,110.44225529905562,110.1916444910808,110.2302,9101563.0
20190118,109.84468350705089,110.14830824647457,109.84468350705089,110.0471,12589748.0
20190117,109.5554947617794,109.86393887865228,109.5554947617794,109.8543,8756215.0
20190116,109.42054468085107,109.78682205029014,109.36271141199227,109.6326,17911837.0
20190115,109.4397777484144,109.57472198731503,109.3482084434461,109.4205,10536547.0
20190114,109.51696096959013,109.68082193918026,109.31936391802557,109.3531,4511448.0
20190111,109.6807554989011,109.6807554989011,109.48797800439561,109.6422,6890765.0
20190110,109.6229386471728,109.66149415184076,109.33377236216312,109.4398,10337051.0
20190109,109.40127810962754,109.777194395643,109.40127810962754,109.729,10534869.0
20190108,109.12172246715457,109.3434166299268,109.12172246715457,109.3145,7961370.0
20190107,109.29519410569105,109.36266622481442,109.05904168875927,109.0735,16150100.0
20190104,108.80365030490498,109.11209438798055,108.73617816173221,109.0639,12080672.0
20190103,108.9193446387564,109.20851104045221,108.87115023847376,109.1314,11199121.0
20190102,108.74583921533974,109.10247775912345,108.70728369709286,109.0832,9506481.0
20181231,108.45663371742599,108.84218876085801,108.3698838326538,108.7458,7008354.0
20181228,108.0518060616834,108.4662777530886,108.0518060616834,108.447,4334519.0
20181227,108.10959971423468,108.23480867467404,107.9361,107.9361,7797325.0
20181226,108.03248873013037,108.15779407929986,107.75296141275227,107.9361,7659268.0
20181224,108.26387193718212,108.35062183456769,107.94578898010172,108.0229,4384768.0
20181221,108.51447191311314,108.6108606783584,108.090361346034,108.2735,11850718.0
20181220,108.99638794023478,109.06665533217715,108.21563914087511,108.3795,20942150.0
20181219,108.96753310876694,109.21814397659782,108.7362,108.7362,10049238.0
20181218,108.63012249778565,108.86145550044286,108.54337262178919,108.8229,5923216.0
20181217,108.36012840053168,108.56672082410279,108.36012840053168,108.437,6480543.0
20181214,108.4946611106183,108.59075061651735,108.30248209882019,108.3217,6037920.0
20181213,108.33130155073106,108.49465369960123,108.31688812583074,108.437,6911244.0
20181212,108.05261052865394,108.27361631274991,108.05261052865394,108.1487,10001612.0
20181211,107.98535526105131,108.15831632126657,107.8700478875745,108.0334,10241123.0
20181210,107.81247313552527,107.85090895482492,107.53381344560277,107.8413,6886739.0
20181207,107.62029850746269,107.67795223880597,107.3704656716418,107.5146,11791904.0
20181206,107.2454584286736,107.61059841794781,107.24007741830535,107.5049,12752217.0
20181204,107.35116105433029,107.60060933046441,107.16859105253721,107.1782,13521537.0
20181203,106.95721206958393,107.23587159253945,106.89955837517934,107.159,12740521.0
20181130,106.85000798492733,106.87395464740716,106.56264803516957,106.7638,14854799.0
20181129,107.04163072715862,107.15178542544606,106.72553463642069,106.8309,10939118.0
20181128,106.81172529280288,107.2331866785874,106.6009945999106,107.1374,13861323.0
20181127,106.90747198565666,106.9553653070372,106.82126400717166,106.85,8581260.0
20181126,107.06072931327782,107.10756898101889,106.93620667920136,106.9841,5938899.0
20181123,107.22355990684343,107.26187456108923,106.92662133643856,106.9362,2924700.0
20181121,106.9170359888879,107.0128226185142,106.75419871852317,106.8883,10704564.0
20181120,106.6871359856309,106.89489716174226,106.63924267624608,106.6584,16168384.0
20181119,106.77341996953952,106.94583600609211,106.72552662605268,106.9171,9773690.0
20181116,106.77335476595363,107.0511359885438,106.71588278886601,107.0224,13503663.0
20181115,106.88832932472424,106.96495864944848,106.625586527576,106.8117,15158266.0
20181114,107.02247866988903,107.22353495085929,106.97219065297172,107.0129,11595070.0
20181113,107.33851465809678,107.39598664524193,107.23793868059276,107.3002,7778431.0
20181112,107.67378799144156,107.67378799144156,107.35769200320941,107.4439,2876475.0
20181109,107.4535,107.59718002317703,107.36729198609378,107.4535,8836778.0
20181108,107.67373851917931,107.72163182872436,107.3768,107.3768,10934366.0
20181107,107.88447324557501,107.96110254380501,107.64500668860623,107.6929,13257542.0
20181106,107.30983463527734,107.45351467808098,107.29106044301767,107.4152,5787139.0
20181105,107.13741330951316,107.31940802143814,107.13741330951316,107.2332,5064037.0
20181102,107.34811733333332,107.45348266666667,107.02244266666666,107.0416,7738360.0
20181101,107.00324550802138,107.48217866310159,106.96493085561497,107.4726,14262013.0
20181031,107.3014558763254,107.51149520627283,107.1487,107.1487,13156344.0
20181030,107.49238896490449,107.56876689471346,107.34918034651267,107.4542,7669584.0
20181029,107.75018345744681,107.80746691489362,107.6165220567376,107.6929,6573295.0
20181026,107.85518896661648,107.95543500398476,107.80745275834587,107.817,4955342.0
20181025,107.62605275855952,107.74061965584531,107.61650551711904,107.6356,5653072.0
20181024,107.83603065201984,107.9315030120482,107.70714296598157,107.7692,7262026.0
20181023,107.70242516855927,107.84305602776793,107.55921655429383,107.6165,10277869.0
20181022,107.72147539978678,107.74056987384506,107.43505828891259,107.4637,7282861.0
20181019,107.645136202307,107.75015584738242,107.49715397515527,107.5974,6355669.0
20181018,107.62598041474654,107.86466129032257,107.50186635944699,107.731,10417993.0
20181017,108.17972004608293,108.26564516129032,107.731,107.731,6880580.0
20181016,108.03656624338623,108.34207791887124,107.94109384479717,108.2657,9018217.0
20181015,108.13200855804084,108.22853112616036,107.97925276279726,107.9888,6636545.0
20181012,108.2083944758207,108.38635499046947,108.03654419343454,108.1893,8956697.0
20181011,107.96016077669903,108.34682389232127,107.9315190644307,108.1702,18587647.0
20181010,107.75014171762831,107.89335030576976,107.49236625897369,107.7215,12316551.0
20181009,107.88383860703553,108.0429911370868,107.79791342584409,108.0175,8416247.0
20181008,107.8838503811381,107.89339762453467,107.6881318915086,107.712,1355174.0
20181005,108.0269919868957,108.12790628696654,107.65464972551798,107.8265,8785774.0
20181004,108.41845030869642,108.50914908273064,108.10339140941966,108.2466,9843799.0
20181003,109.22994530522618,109.34451215634607,108.50912886693017,108.6953,8400462.0
20181002,109.37318896262661,109.55458653510304,109.335,109.335,11207828.0
20181001,109.3158779059605,109.44953924139138,109.2395,109.2395,7550559.0
20180928,109.58977713390759,109.58977713390759,109.35658714434872,109.3899,12578521.0
20180927,109.31381258151464,109.48989490913833,109.23766887227197,109.4661,6323437.0
20180926,109.12342281908411,109.38992572697198,109.00920728713217,109.3233,7433608.0
20180925,108.81888442988205,108.95213592835299,108.72370478811709,108.9331,4087105.0
20180924,108.96165389252948,109.07586946264743,108.85695628658803,108.9331,10749420.0
20180921,109.07580245837329,109.25664366663761,109.07104347920844,109.1805,9404279.0
20180920,108.89499707908276,109.27571553753597,108.87596115616009,109.1615,6152428.0
20180919,109.00925150799895,109.01876947285602,108.72371256228692,108.876,5220762.0
20180918,109.27574910963688,109.27574910963688,109.00363050785616,109.0378,5160861.0
20180917,109.37088447361558,109.56124368425628,109.3470895722855,109.4851,2667082.0
20180914,109.46603837532581,109.6088077497828,109.40893062554301,109.5517,7003534.0
20180913,109.69451796251303,109.77066166261716,109.58030241235683,109.685,5584100.0
20180912,109.42804610434783,109.5708155826087,109.41852813913043,109.4566,5543122.0
20180911,109.26615387296333,109.35181549185327,109.19001021172781,109.2376,5976876.0
20180910,109.20907914457098,109.4851,109.20907914457098,109.4851,5512725.0
20180907,109.22809754906237,109.22809754906237,109.10436408198865,109.1234,4529132.0
20180906,109.44704852775122,109.65644369842785,109.4089766785373,109.5803,6918089.0
20180905,109.30425388032403,109.34137392474524,109.24714611967599,109.2757,6103161.0
20180904,109.32326408426184,109.44699753655988,109.15194084261839,109.3423,6468697.0
20180831,109.89490192307693,109.91862502598752,109.53431075883577,109.5438,4425772.0
20180830,109.82846011590694,109.89488479370297,109.61969684283366,109.7051,5682294.0
20180829,109.81905267532468,109.83803116883118,109.51539677922078,109.6008,10473540.0
20180828,109.95183101539527,110.05621266216919,109.69657044282997,109.7146,4026949.0
20180827,110.09424301223504,110.22709246941236,110.08475376529381,110.1322,3762199.0
20180824,109.97087637646248,110.35044623193393,109.93291939091534,110.303,5152454.0
20180823,110.20806014998706,110.24601711921386,110.01827530385312,110.0847,5693856.0
20180822,110.28393096490471,110.30290944209709,110.02772152280762,110.0467,6877691.0
20180821,110.28394174857733,110.28394174857733,110.03722152095187,110.0562,5480402.0
20180820,110.31242151887848,110.42629240560764,110.24599683495313,110.3314,2686834.0
20180817,110.0372107614038,110.13760690575148,109.9660414719324,110.0467,3871856.0
20180816,109.90445376715283,109.97087849313885,109.79058280831967,109.9519,5997875.0
20180815,109.74307531109575,109.84745696508814,109.64818289837538,109.8095,5208287.0
20180814,109.59128924489089,109.62924622445445,109.51537528576377,109.5818,7052581.0
20180813,109.37297532298624,109.4821015780803,109.33501836469263,109.4394,3145801.0
20180810,109.22117969833563,109.60074939320388,109.1547550017337,109.4679,4765934.0
20180809,109.3635139359208,109.46789559781193,109.21168606407919,109.2876,7273479.0
20180808,109.28760318039625,109.34453863399375,109.19745537886688,109.2022,7435297.0
20180807,109.68614497657471,109.68614497657471,109.31131992885649,109.373,5397680.0
20180806,109.68613227815257,109.84270474831344,109.68613227815257,109.7146,3059768.0
20180803,109.40143674140768,109.64341233659424,109.27807663405765,109.6102,2711162.0
20180802,109.1737075987842,109.28378278419453,109.01239051671733,109.2686,6751477.0
20180801,109.03141831145119,109.26864942178942,108.98397208938353,109.1358,7256039.0
20180731,109.47389471319971,109.61581057360054,109.40766731167933,109.5212,6081644.0
20180730,109.10491154246098,109.26574951473135,109.09545048526863,109.1806,6467562.0
20180727,109.51176012461057,109.51176012461057,109.23738940809967,109.332,5497574.0
20180726,109.19956106056668,109.32255484793346,109.06710621263323,109.1901,5860907.0
