date,HYG~open,HYG~high,HYG~low,HYG~close,HYG~volume
20191231,87.49253459176711,87.58215817602911,87.43915876825108,87.5722,8310798.0
20191230,87.63201456863192,87.64894348053721,87.40297634873662,87.4926,12668122.0
20191227,87.6518817788899,87.6518817788899,87.52242546633303,87.5523,11627113.0
20191226,87.57218365165986,87.62197452251023,87.52239278080947,87.5921,11382698.0
20191224,87.41290909711944,87.4627,87.36311819423887,87.4627,4854905.0
20191223,87.38304181859617,87.43283272561531,87.36312545578852,87.393,9720215.0
20191220,87.58213799589603,87.62197069083447,87.33318365253078,87.3531,31918833.0
20191219,87.5423490722823,87.55728634035287,87.35314367672169,87.4826,29429266.0
20191218,87.40892778596533,87.56769073801158,87.38015200090695,87.528,31575665.0
20191217,87.11131001703578,87.3693,87.10634867120953,87.3693,18642049.0
20191216,87.06170922761449,87.15101346548188,87.02201845522897,87.1014,17416145.0
20191213,86.87316385115854,86.9674294201575,86.82355039379065,86.9327,18088106.0
20191212,86.68463692870202,86.92774288162707,86.65486885283364,86.8434,18958089.0
20191211,86.48613701328448,86.66474537333946,86.41667820659644,86.6449,14056003.0
20191210,86.25792355978885,86.4762226876291,86.22815549690154,86.4663,15117133.0
20191209,86.2281319452433,86.3273587944323,86.2281319452433,86.2579,18034328.0
20191206,86.2777453698378,86.3372814793512,86.1785185206488,86.2579,16094658.0
20191205,86.06944114733325,86.1389,85.91067805552356,86.1389,18158919.0
20191204,85.79160076142131,86.039668077988,85.79160076142131,86.0099,12406761.0
20191203,85.67251846794724,85.80151345753298,85.57329155288127,85.7519,31143890.0
20191202,85.96020414837069,85.96020414837069,85.68236902010631,85.8709,21488980.0
20191129,86.09752409707845,86.09752409707845,85.91961622958364,85.9295,11519522.0
20191127,85.97892720073453,86.13706754275222,85.93939211523012,86.1173,11814692.0
20191126,85.93941358308436,86.0086,85.8899947138589,86.0086,13223943.0
20191125,85.70214089967786,85.92946753336402,85.70214089967786,85.9097,17800782.0
20191122,85.48472460491406,85.6824,85.3957706771254,85.6824,20934754.0
20191121,85.42538635942567,85.44515389069014,85.26724610930987,85.3562,19245232.0
20191120,85.46498905489923,85.5737105628909,85.32661622654621,85.3365,22872970.0
20191119,85.7318429958391,85.74172676837725,85.5144,85.5144,20175961.0
20191118,85.86033509155823,85.8899864102269,85.7812649084418,85.8208,14065650.0
20191115,85.76147590292156,85.93938377041638,85.7515921325052,85.9295,14346965.0
20191114,85.73180260729117,85.79110521458236,85.6428486963544,85.6725,14976104.0
20191113,85.7219,85.75649317998386,85.67248117145164,85.7219,15593910.0
20191112,85.74171360285649,85.88008639714353,85.7219460608155,85.8109,14688179.0
20191111,85.76144869815668,85.83063506912443,85.67249479262674,85.7911,7812525.0
20191108,85.75154611398965,85.8701512953368,85.6329409326425,85.8405,11775510.0
20191107,85.9295241442895,85.9690592370635,85.74183129134495,85.7615,15307831.0
20191106,85.8998376915102,85.8998376915102,85.77530220020736,85.801,9498129.0
20191105,86.0579402370268,86.06782400184099,85.81084611667241,85.8998,21949391.0
20191104,85.96903245977012,86.03821885057471,85.92949737931033,85.9888,14946357.0
20191101,85.58357326652846,85.89985393918452,85.57368949550796,85.8109,24299754.0
20191031,85.72109889413662,85.73094171178434,85.42581436470452,85.4455,25479026.0
20191030,85.89828511077947,85.90812793020318,85.63252898633911,85.7408,24949822.0
20191029,85.99674234120616,86.02627080944738,85.82941435450586,85.8491,10943648.0
20191028,86.02628564888992,86.06565694666973,86.0066,86.0066,10631478.0
20191025,85.92781462409887,86.04592845863371,85.92781462409887,86.0164,11659770.0
20191024,85.88844308291344,85.9475,85.79985770728356,85.9475,14846543.0
20191023,85.78020024077048,85.85894282274708,85.72114330428802,85.8491,9110052.0
20191022,85.80967126463165,85.80967126463165,85.71124310305257,85.7703,15479150.0
20191021,85.79007130394857,85.79991412993571,85.74085717401285,85.7507,10115036.0
20191018,85.70141436445057,85.76047127109887,85.5931433689287,85.7211,21756850.0
20191017,85.64234310325027,85.73092844837487,85.63250028712531,85.7014,15193329.0
20191016,85.6226712708453,85.64235690626796,85.57345718228866,85.5833,12866957.0
20191015,85.47502928062515,85.70141408871523,85.43565800965295,85.6522,26992832.0
20191014,85.40614308418748,85.50457127720834,85.32740052977081,85.4652,10047949.0
20191011,85.27824326380085,85.46525695516884,85.20934348277054,85.4062,18722031.0
20191010,84.96321462793658,85.12069973382711,84.9459896944798,85.0518,11081826.0
20191009,84.91397155272305,85.02224252607184,84.8942859212051,84.9435,11368279.0
20191008,84.91398479776848,84.96319888423989,84.6876,84.6876,15492796.0
20191007,85.01244282075035,85.13055666975451,84.89432897174618,85.0026,14792409.0
20191004,84.91401486752284,85.08134282077981,84.84944596320722,85.0715,18168500.0
20191003,84.76642869080781,84.88454261838442,84.40224408077995,84.8058,30560021.0
20191002,85.20926959702705,85.21911241435373,84.68760027871328,84.7565,35912046.0
20191001,85.47504202262756,85.49472766104824,85.18960026552757,85.2585,27983801.0
20190930,85.34676466674316,85.4546,85.3075518182861,85.4546,21833138.0
20190927,85.44472883886527,85.51335126909383,85.28787756977145,85.3565,13529501.0
20190926,85.51341927268557,85.54282890902834,85.32715824251463,85.4546,14024900.0
20190925,85.5330064198097,85.5722192594291,85.3124341969506,85.5134,15273526.0
20190924,85.79766413192854,85.80746733852497,85.49376472743931,85.6016,22672427.0
20190923,85.68989035910339,85.78792249542545,85.67028393183898,85.7193,15684430.0
20190920,85.68007430269776,85.78790963648834,85.61635342363967,85.7585,23718692.0
20190919,85.6996160238068,85.81725448094312,85.61138718095455,85.6506,13466571.0
20190918,85.73889678746998,85.81732248771007,85.47421004915971,85.7487,16006104.0
20190917,85.77809357861061,85.8075032106947,85.62124220749544,85.7977,14723606.0
20190916,85.58204538698982,85.75850321253002,85.4644068366297,85.7487,23020606.0
20190913,85.4546032124828,85.59184818724187,85.39578393758605,85.4448,34407278.0
20190912,85.62120641319287,85.70943527256071,85.53297755382502,85.6016,23246363.0
20190911,85.51338716626562,85.5820096253008,85.45456791566404,85.5526,13999168.0
20190910,85.52318716773601,85.59180962419798,85.3859422548121,85.5624,14055795.0
20190909,85.47418716038061,85.54280962971455,85.30753259199817,85.5134,17484191.0
20190906,85.46441285288043,85.58205141152169,85.32716786779895,85.4252,25162706.0
20190905,85.091816678153,85.41532243280496,85.07221026878015,85.3467,23443586.0
20190904,84.98399038284133,85.04280961715868,84.88105672278598,85.0134,13584014.0
20190903,85.01345782297203,85.01345782297203,84.68995181418997,84.837,20620383.0
20190830,85.29474988526847,85.30451124368977,84.89453418999541,85.08,14544774.0
20190829,85.25571359468135,85.32404311095829,85.10929320265933,85.1581,16332935.0
20190828,84.84578859437751,85.10934546184738,84.81162381526104,85.0703,13575973.0
20190827,85.070288647343,85.09957273982057,84.71887953761215,84.8653,15522755.0
20190826,84.74811825707059,84.9043,84.67002738560589,84.9043,14254175.0
20190823,84.71887272097054,85.06052043905257,84.4162704563836,84.4846,30377414.0
20190822,84.8652386428982,84.95309085681426,84.67977285796434,84.875,20677201.0
20190821,84.57247950224681,84.77746819910128,84.51391130314552,84.7189,18334287.0
20190820,84.32841591066882,84.40650681555195,84.19175682712334,84.3577,16126788.0
20190819,84.20154770121599,84.29916136653156,84.15762155182398,84.2894,13753635.0
20190816,83.88911825783971,84.07458407665504,83.88911825783971,84.0453,16001445.0
20190815,83.66458643514741,83.85005220836733,83.60601829623589,83.7622,27560953.0
20190814,83.8891316970547,83.91353509817671,83.45963183730714,83.5182,29745348.0
20190813,83.88910705432642,84.34789086065099,83.83053890883818,84.2698,30078556.0
20190812,83.95746816753926,84.08436586387434,83.83057047120418,83.8989,16260924.0
20190809,84.16241593043478,84.28931356521738,84.02087626086956,84.1917,19090814.0
20190808,83.99653635521592,84.35282613754777,83.99653635521592,84.3089,27074705.0
20190807,83.64511368127398,84.06973294199699,83.41084098570268,83.977,38028496.0
20190806,83.82085676429567,84.06001025104601,83.62562942817294,83.9868,28694973.0
20190805,83.82083182828401,83.82083182828401,83.31324090536906,83.4499,47727943.0
20190802,84.42601361268665,84.42601361268665,84.12341141335804,84.3284,23559569.0
20190801,84.4845840846047,84.91408399214053,84.42601591539528,84.4553,28838989.0
20190731,84.71074237892557,84.81766356838835,84.15183616127919,84.4969,23449745.0
20190730,84.46773805695913,84.65242010794672,84.40941740927883,84.6427,13794139.0
20190729,84.71072116268383,84.72044126838236,84.52603915441176,84.6038,14731750.0
20190726,84.68159944935185,84.74964022025927,84.6378589537685,84.7302,8512671.0
20190725,84.71074183720397,84.71074183720397,84.47745924350426,84.5455,14272501.0
20190724,84.57471896670495,84.67192011481056,84.55527873708381,84.6622,12713675.0
20190723,84.51633913593014,84.6232603240262,84.41913805584281,84.5941,14051757.0
20190722,84.26361794429098,84.4483,84.22473751151014,84.4483,12852785.0
20190719,84.3122015937175,84.35108201870885,84.13723968125649,84.1664,14771008.0
20190718,84.28303968180771,84.33164021212822,84.08863756052573,84.3122,17466833.0
20190717,84.44836207612455,84.44836207612455,84.26367988465974,84.2734,9361289.0
20190716,84.54554191913374,84.54554191913374,84.30253909687825,84.3803,20147200.0
20190715,84.47743915392574,84.63296084607425,84.42883862512933,84.5552,10735225.0
20190712,84.36081848613827,84.50662010813298,84.2927777292074,84.4969,21291188.0
20190711,84.57464233206589,84.57464233206589,84.24415872796403,84.3608,19191191.0
20190710,84.49693966191354,84.64274135234591,84.45805921113157,84.5261,24497015.0
20190709,84.33168044280443,84.37056088560885,84.2733597785978,84.2928,19189131.0
20190708,84.51636143745681,84.51636143745681,84.3802798894264,84.39,16679367.0
20190705,84.64268095183354,84.65240105759284,84.41911851937004,84.5552,17591404.0
20190703,84.61351694527134,84.94400052667734,84.5940767346004,84.8954,16237875.0
20190702,84.44833853580047,84.62330056315366,84.40459802896218,84.5747,20683206.0
20190701,84.69132342778161,84.81768486523843,84.3705597788528,84.39,26159859.0
20190628,84.3843542096811,84.4327397338839,84.33596868547832,84.365,14690816.0
20190627,84.24890602409639,84.38438554216867,84.20535903614457,84.336,12995144.0
20190626,84.3069191577494,84.3456275687493,84.06983014037512,84.1037,19554630.0
20190625,84.4907756641748,84.4907756641748,84.0843373893042,84.1424,26173561.0
20190624,84.51017710719195,84.5488855359597,84.46179157123225,84.5005,13764098.0
20190621,84.55858554906675,84.62632531776022,84.5102,84.5102,22467824.0
20190620,84.60691214473233,84.8198084122817,84.47143270174638,84.7811,48361982.0
20190619,83.90047619593896,84.37465420442813,83.755319662728,84.3553,28212629.0
20190618,83.77473492392807,83.96827710926694,83.74570359612724,83.9586,22540422.0
20190617,83.45531680594243,83.50370230965646,83.33919159702879,83.3779,10553974.0
20190614,83.53273130142541,83.57143970332598,83.435960296674,83.5037,8841970.0
20190613,83.5134144759699,83.61986262883613,83.46502895193979,83.5618,19438516.0
20190612,83.54248797446314,83.55700363900175,83.34894578061521,83.3683,18195480.0
20190611,83.71663367689636,83.8608225385061,83.43599763752172,83.5618,34293659.0
20190610,83.47473132320539,83.55214818508641,83.39731446132437,83.4457,17482220.0
20190607,83.22312891986064,83.42634818815331,83.17474337979095,83.3199,29933970.0
20190606,82.91345784816023,83.18441686073591,82.80700966464833,83.107,23538614.0
20190605,82.81667472578762,82.95215421236873,82.66667957992999,82.9328,28368707.0
20190604,82.16825113450292,82.74887709941521,82.16825113450292,82.7392,34113378.0
20190603,81.9167,82.04250237448316,81.74396366272889,81.9167,58940573.0
20190531,82.1133285276796,82.20484385159008,81.76653361601883,81.7858,34947397.0
20190530,82.3541004443405,82.50823140785782,82.30593451824134,82.383,20311908.0
20190529,82.32519821888914,82.38299732833372,82.12290133583313,82.2096,25441933.0
20190528,82.60459740563283,82.67202973004558,82.35413448638542,82.4312,20544613.0
20190524,82.72012999416229,82.81646180969061,82.49856681844717,82.5082,17611614.0
20190523,82.80683045353854,82.8357299988341,82.52746818234814,82.6238,18333358.0
20190522,82.92250171693735,83.0381,82.81653662412992,83.0381,14976216.0
20190521,82.83573544641821,82.98986636479741,82.83573544641821,82.9706,15004330.0
20190520,82.76829909154438,82.91761341136734,82.6334345446075,82.7105,15779972.0
20190517,82.64310221084477,82.94173097509889,82.64310221084477,82.7876,27089383.0
20190516,82.6816353960684,82.95136460393161,82.65273583808306,82.8165,29384103.0
20190515,82.35407000350018,82.61416590829543,82.30590409520477,82.566,19543682.0
20190514,82.46973362139438,82.6816637860563,82.39266810697187,82.489,18128534.0
20190513,82.53238003277153,82.6190787687266,82.2867336142322,82.306,34801691.0
20190510,82.80690386176504,83.14406552243997,82.59979027020758,83.067,33782377.0
20190509,82.8358,82.89841573438774,82.53717111292012,82.8358,30890379.0
20190508,82.9417336274965,83.12958075940548,82.87430132373433,82.961,27527495.0
20190507,83.23072877221513,83.27889470321757,82.79723539319318,82.9321,30266321.0
20190506,83.01877312088675,83.4426331832352,83.01395652926914,83.433,18893688.0
20190503,83.34633406491857,83.42339956104885,83.29816812983712,83.3945,18522666.0
20190502,83.19223319050376,83.30783147654893,83.01883576143602,83.1826,24936593.0
20190501,83.41379571213349,83.67870844825586,83.1103502143933,83.1248,24574338.0
20190430,83.4255773636991,83.49272454566368,83.37761509086727,83.3968,11168084.0
20190429,83.40638490739676,83.45434717588864,83.3872,83.3872,7601241.0
20190426,83.31049051397034,83.43039622858457,83.31049051397034,83.4256,11937241.0
20190425,83.1666376945245,83.27215476657061,83.04193570028818,83.2146,14368959.0
20190424,83.31049440664283,83.31049440664283,83.16660754238266,83.1762,11939042.0
20190423,83.1090433260394,83.33926228262122,83.06108104341818,83.2913,15094056.0
20190422,83.08983208135908,83.12820189529643,82.99390754651566,83.0035,24591438.0
20190418,83.25291700507614,83.25291700507614,83.05147544993078,83.1474,15295518.0
20190417,83.39687389196675,83.39687389196675,83.09950753693444,83.1091,11818598.0
20190416,83.41601704087508,83.42560949913644,83.28172262521589,83.3105,11543849.0
20190415,83.40646231300346,83.40646231300346,83.29135276179517,83.3585,13940030.0
20190412,83.38722263109476,83.46396228150874,83.25484673413064,83.416,17442764.0
20190411,83.15700560866061,83.32007736957273,83.11863578256364,83.2913,20976278.0
20190410,82.90760366782007,83.1666,82.90760366782007,83.1666,16766965.0
20190409,82.81169245829471,82.89476314712697,82.75413770852641,82.8021,19118991.0
20190408,82.86929246353324,82.88847739059969,82.79255275526744,82.8597,11472065.0
20190405,82.84045280573875,82.97474719426125,82.82126789309268,82.9076,14226984.0
20190404,82.63899055291526,82.76369245392372,82.6198056450678,82.7541,14435846.0
20190403,82.6869547248665,82.79247172045508,82.59103018342233,82.6294,13746549.0
20190402,82.58151507374289,82.62947738938567,82.43762812681454,82.6007,15129316.0
20190401,82.69659443476239,82.7637416521436,82.54311508074822,82.5623,21353906.0
20190329,82.4393434948537,82.63990260205851,82.42024262750087,82.5826,22358907.0
20190328,82.21969304347826,82.3725,82.17194086956522,82.3725,19706712.0
20190327,82.20064955855018,82.36300706319702,82.01919117100371,82.2102,16706714.0
20190326,82.08604690769589,82.27705574285051,82.02396903627064,82.1529,18762718.0
20190325,81.92364868896398,82.04780437012002,81.79949300780795,81.9523,23592101.0
20190322,82.1528077586207,82.18145905172415,81.89494612068967,81.9809,27030429.0
20190321,82.19104608241439,82.38205478816019,82.17194521183981,82.277,16400659.0
20190320,81.95228433329464,82.42025565742136,81.79947737031449,82.2961,31184375.0
20190319,81.95225043123544,82.0955068997669,81.89494784382285,81.9427,14067152.0
20190318,81.93320174927113,81.97140349854227,81.81859650145772,81.895,10498907.0
20190315,81.90449913732805,82.01910431335975,81.89494870599206,81.9236,21775322.0
20190314,81.86630086347725,81.9713556126021,81.82628455449242,81.8472,12342490.0
20190313,81.73259223414179,81.91405043143656,81.71349137126866,81.9045,24524828.0
20190312,81.47479035426166,81.73265219221325,81.45568947737637,81.6849,20180538.0
20190311,81.2455365659405,81.55115043335677,81.22643569922698,81.5416,17922571.0
20190308,81.15959478260869,81.29330086956521,80.99723739130435,81.2742,21043440.0
20190307,81.49385390661661,81.50340434068512,81.2550930549038,81.4079,28101085.0
20190306,81.56070433763189,81.57980520515827,81.42699826494726,81.4652,16806359.0
20190305,81.63710173220974,81.64665216526217,81.52249653558053,81.5989,14510115.0
20190304,81.85675995554514,81.89496168694431,81.49861872367805,81.6371,16034388.0
20190301,81.70399737180236,81.80905219016469,81.65624518163766,81.7613,26455267.0
20190228,81.55992410495627,81.60746427988339,81.4838598250729,81.5314,21340574.0
20190227,81.579,81.63604825174825,81.50768968531467,81.579,14818936.0
20190226,81.50285983444094,81.64548033111811,81.4553196688819,81.5504,16049257.0
20190225,81.49334015876723,81.60743653980855,81.40776787298624,81.4458,13698162.0
20190222,81.31274373174436,81.45536430657788,81.28421961677766,81.3793,12330288.0
20190221,81.24622412783891,81.32228846874268,81.15114370170919,81.2177,15479768.0
20190220,81.25566785964912,81.3412401754386,81.13206340350878,81.2937,9925728.0
20190219,81.10359545826992,81.27474020835771,81.06556329158374,81.2272,11317745.0
20190215,81.08450360655738,81.2556481967213,81.08450360655738,81.1986,24052000.0
20190214,80.79927947844475,81.02747231293317,80.68042904381535,80.9419,19406653.0
20190213,81.09403660714287,81.11305267857144,80.86108973214286,80.9324,25088433.0
20190212,80.89437142186767,81.07502410839982,80.88486338573439,81.0465,20173975.0
20190211,80.59965176234823,80.69473215843452,80.53309548508783,80.6567,10051836.0
20190208,80.54253574713998,80.637616063215,80.41893133624248,80.6186,16728070.0
20190207,80.65671608300907,80.71946915693904,80.49507937743189,80.6377,27119428.0
20190206,80.92290803760282,81.01798841363102,80.83733569917743,80.9134,25936784.0
20190205,80.76130699694764,81.07507237614463,80.74704493425686,80.9895,33188261.0
20190204,80.52354733741753,80.75174017436382,80.44748305843544,80.7042,15968416.0
20190201,80.49508391591874,80.59016433632499,80.37623339041095,80.5141,24749886.0
20190131,80.33521503936082,80.67593932557865,80.33521503936082,80.5529,27070447.0
20190130,79.82408473498234,80.47713925795053,79.81462017667843,80.3541,25993464.0
20190129,79.83357473584232,79.83357473584232,79.5307087735961,79.72,18716968.0
20190128,79.68211897247271,79.81462279307073,79.56854426910299,79.7673,14694057.0
20190125,79.842977230186,79.9660164317024,79.8240481222604,79.8903,16775229.0
20190124,79.57802527315913,79.71052912114013,79.4407891448931,79.6916,17875488.0
20190123,79.55907720841753,79.71997469979787,79.37925060040423,79.6064,18529448.0
20190122,79.81461776268763,79.82408232070527,79.34138986180605,79.4455,25504299.0
20190118,79.89978355029585,80.13639745562129,79.8713898816568,79.9755,36236412.0
20190117,79.4455340137669,79.77679368620936,79.39821120341799,79.7484,24574400.0
20190116,79.51177087944781,79.634810163037,79.46444807806735,79.5307,26508132.0
20190115,79.14269218116806,79.44555825983313,79.07644022646006,79.4077,24799066.0
20190114,79.18992276967232,79.28456830901698,79.07634812245874,79.1426,20137747.0
20190111,79.33194807485992,79.48338104660866,79.29408983192276,79.3982,19793338.0
20190110,79.18047221958174,79.70102277804182,79.07636210788974,79.6537,50519956.0
20190109,79.360329118454,79.51176206608613,79.30354176309197,79.3414,40909438.0
20190108,78.92500480114653,79.25626456467215,78.80196546040845,79.2468,30794952.0
20190107,78.15836165404495,78.7357,78.1488970909965,78.7357,38127555.0
20190104,77.29705176599101,78.07787786745965,77.20240617793421,77.9785,38753963.0
