date,IYR~open,IYR~high,IYR~low,IYR~close,IYR~volume
20190912,91.15769306845172,91.61982353703304,90.55790671561216,91.0692,8412939.0
20190911,90.84301630682435,90.84301630682435,89.93842084192254,90.6267,8804579.0
20190910,91.23631166377064,91.2658093397046,89.82042321894005,90.5382,10505872.0
20190909,92.01316091114217,92.26880765015581,91.31504866229722,91.5117,8232604.0
20190906,92.07206976942784,92.37687905636209,91.81642327070878,92.1114,5278418.0
20190905,92.42612834224599,92.50478887700534,91.61002529411765,91.9345,10592800.0
20190904,92.03280433627377,92.62275821022425,92.01313920714209,92.5146,7136351.0
20190903,90.68572047986291,91.7968,90.56772973436162,91.7968,8582022.0
20190830,90.98072795803591,91.12821643954143,90.44976942461605,90.9119,5545003.0
20190829,90.479257938055,90.86272795105046,90.27277408490362,90.7939,3592237.0
20190828,89.8007882654732,90.23342099115817,89.62380215042026,90.0761,4601624.0
20190827,90.67586993435448,90.97084673960612,89.83026975929978,89.8696,3808660.0
20190826,90.01714866485014,90.30229310081745,89.60418086103542,90.2138,4485083.0
20190823,90.68574494949496,91.32486166007907,89.23052536231886,89.555,7401237.0
20190822,90.32190451543043,90.85286280454794,89.84010903086087,90.8037,4349240.0
20190821,90.29236744337979,90.54801391550522,89.91873029181184,90.3022,2803851.0
20190820,90.87249527868853,91.1084766557377,89.93840232786886,89.9679,5588140.0
20190819,90.321925414904,90.85780010847164,89.98761826662327,90.6464,5782485.0
20190816,89.39761167213115,90.18421626229508,89.23045819672132,89.9679,6522962.0
20190815,88.46359016646456,89.30919078381656,88.30626912137582,89.1912,6170183.0
20190814,89.34844403700401,89.42218821333034,88.04071397681676,88.2177,6409082.0
20190813,89.69266513157895,90.00730723684211,88.98472039473684,89.673,6177680.0
20190812,89.80074882546653,89.96790230515917,89.12230234906697,89.5746,8253299.0
20190809,89.65332076544561,90.1646141060689,88.9896226790596,89.9188,7709480.0
20190808,88.91584624972667,89.94826512136454,87.93268850710693,89.9286,5487807.0
20190807,87.9719369983324,88.95519325180655,86.37906186770427,88.4439,9553364.0
20190806,86.68389934846103,87.96213289148506,86.55607599415862,87.5295,7494222.0
20190805,87.93256271994551,87.95222783516857,85.47442331706209,86.615,7142816.0
20190802,87.88345794871793,88.7189309205128,87.63764384615384,88.1981,6350336.0
20190801,88.09977693169093,88.63073540873461,87.31317178051512,87.8048,12385010.0
20190731,88.27677004139166,88.87655651638886,87.34267635082223,87.8933,8864805.0
20190730,87.47042336938343,88.51267436726502,87.40159547329691,88.1882,6447651.0
20190729,87.50000460415497,88.13912139247614,87.40167894441326,87.559,5715306.0
20190726,87.0378208807298,87.47045351954047,86.68384872170287,87.3033,3678968.0
20190725,87.28361160583117,87.44093252344899,86.59533259125325,87.0083,5028725.0
20190724,87.39183487064116,87.55898847019122,86.98869971878516,87.4115,3278502.0
20190723,86.55608089114494,87.26402566271855,86.3004341680767,87.1657,5390381.0
20190722,86.6052421148587,86.6642375113947,86.02512071558796,86.2906,5279957.0
20190719,87.89328686305733,88.01127762738855,86.29057898089172,86.4479,7972074.0
20190718,87.5687465426426,88.0013790205088,87.0869512832007,87.7359,4729567.0
20190717,88.24725843515301,88.51273765272951,87.26400207375856,87.7163,5343665.0
20190716,88.0113045997544,88.39477470135091,87.75565786535671,88.0703,5347816.0
20190715,88.45368603252395,88.83715576965916,88.13904419692582,88.2767,4142829.0
20190712,88.5126813766986,88.61592322900424,87.96205816440187,88.2767,3445301.0
20190711,89.32886352012453,89.45668688014233,88.0899601845675,88.4341,7720504.0
20190710,89.39766974494285,89.69264665787159,88.92570668425682,89.437,6911696.0
20190709,88.5225348143236,89.12232095490715,88.29638594164456,88.965,4096577.0
20190708,88.23742310084405,88.82246061750332,88.13909746779208,88.5324,5098213.0
20190705,87.80473493036213,88.62083716991644,87.02894617493037,88.2472,7822213.0
20190703,87.70647382431235,88.72414423247561,87.69673958562556,88.6504,6897380.0
20190702,86.43801630703528,87.5687604630254,86.29052793886267,87.4901,9713692.0
20190701,86.77238414564547,86.77238414564547,85.22867147585893,86.1431,11882877.0
20190628,86.03491868056351,86.74286315427786,85.8481,85.8481,10525769.0
20190627,85.41550424679488,86.00545823031135,85.35650884844323,85.8973,7115369.0
20190626,86.54620518758685,86.70352616952293,84.73701389532192,84.914,11380984.0
20190625,87.83426546239491,88.07024692115428,86.53636743921837,86.5462,7967024.0
20190624,88.65035594436968,88.66018850381337,87.60810464333782,87.6671,7237190.0
20190621,88.964974320107,89.03380221801159,87.8784767888988,88.2177,11471294.0
20190620,89.36816512600417,89.58448151205017,89.12726733245294,89.3485,6541779.0
20190619,88.26692057035481,89.13218613905163,87.84412034928707,88.9552,5955499.0
20190618,88.9158934267601,89.34852632632634,87.981799666333,88.4046,8297377.0
20190617,87.81462516931276,88.6012302542467,87.69663440657267,88.5619,8171312.0
20190614,87.47366672605791,88.00061652561249,87.31753345211582,87.6298,4808292.0
20190613,87.33702509760178,87.4834,87.00524198549915,87.4834,4883909.0
20190612,86.91744175996418,87.46390821764442,86.84913345275415,87.1614,5117409.0
20190611,86.89791665730652,87.16139153094463,86.28314195215097,86.8784,4045755.0
20190610,86.96619981998201,87.24919126912691,86.37094194419443,86.732,4710446.0
20190607,87.21994155916994,87.47365810431856,86.85429698429614,86.9955,4795651.0
20190606,86.70272502250225,86.84909990999101,86.05867551755176,86.732,6501873.0
20190605,85.26821000563379,86.6051,85.02425197746479,86.6051,11722599.0
20190604,85.09257471528815,85.14136632923041,83.9996425629817,84.8291,7322401.0
20190603,85.04375008599932,85.27794974200208,84.47288842449261,85.1023,7063707.0
20190531,84.07775867388051,85.2682747553816,83.85331711753194,84.7706,7014061.0
20190530,84.11679181597503,84.7315665125419,84.01920853080568,84.4193,6830813.0
20190529,84.95594895543175,85.58048154596099,83.71664209610027,84.0777,8016987.0
20190528,86.28311573394495,86.46852392201835,85.0535666972477,85.0926,6724378.0
20190524,86.1171998751844,86.4197078860774,85.89275844774765,86.0001,3582730.0
20190523,85.1999089367031,85.80492489754099,85.07305075136613,85.7171,5606930.0
20190522,85.27797537619699,85.60975832193343,85.15111719106247,85.6,3795221.0
20190521,84.76079224345041,85.49266645692713,84.76079224345041,85.2975,4618376.0
20190520,85.44393299492386,85.6976495616059,84.243658467928,84.5852,6706295.0
20190517,85.70732519890885,86.03910808138214,85.42433391679928,85.8537,4416157.0
20190516,85.50244218519778,86.38069142015188,85.41461726170238,86.0977,5949328.0
20190515,84.98528362786456,85.83425821457074,84.71205042754532,85.5903,5232011.0
20190514,84.89738352077117,85.32674959834749,84.7314920817076,85.034,3594252.0
20190513,84.12647576630559,84.85834975800876,84.04840920719059,84.6827,5577282.0
20190510,83.78495117403315,85.03401636740331,83.68736795580111,84.7803,5017278.0
20190509,83.55075870652554,84.05819148540189,82.95062186227754,83.8923,6865578.0
20190508,83.86299141891105,84.48752381951732,83.64830840620264,83.6971,5906619.0
20190507,85.00475704126836,85.10234027745395,83.21898381907205,83.7069,8733961.0
20190506,85.08285012017853,85.51221649307541,84.72667119720727,85.2585,5222648.0
20190503,85.11213358430298,85.6293249486653,84.887692048825,85.5415,5162383.0
20190502,84.67293362078877,85.69755711164768,84.67293362078877,84.8681,7581917.0
20190501,84.91696662065792,85.78545777547734,84.7218000690131,84.8389,12961709.0
20190430,83.94108445977011,84.96570825287357,83.5507515862069,84.8974,6396927.0
20190429,84.65345762613346,84.98524063008604,83.88255005812601,83.9411,5900673.0
20190426,84.40945883707543,84.8924956246402,84.17525918249858,84.751,5091197.0
20190425,84.14607498839908,84.41930821345709,83.58009187935035,84.1168,5007352.0
20190424,83.9703337964571,84.65341611670719,83.83371733240708,84.2826,6064985.0
20190423,82.94577555063512,83.93624569397505,82.74085069339237,83.7362,6966339.0
20190422,83.37513283018868,83.60933264150944,82.02848391509434,82.7506,9020018.0
20190418,83.27755023353573,83.7849831620738,82.75060065390005,83.5703,5205419.0
20190417,84.02892397131436,84.13626553021396,82.75058358805549,83.0043,11148319.0
20190416,85.57079094827587,85.66837424277728,83.42395846924511,83.7655,13216808.0
20190415,86.07815777473779,86.09767441860465,85.38531691746465,85.6,5711543.0
20190412,85.53166740387887,86.05861663831234,84.96568489282068,86.0391,4510025.0
20190411,85.60981665716567,86.03918311481017,85.2585168281838,85.5903,8367303.0
20190410,85.18042538724374,85.71713330296129,85.03892966400912,85.6781,7705295.0
20190409,85.34632469831053,85.54149123089299,84.79010008045051,84.9072,6263712.0
20190408,85.70733283769871,85.81467436806587,85.13159190209309,85.317,7045672.0
20190405,85.33658357021035,85.87329164297897,85.117021176805,85.8245,7558403.0
20190404,85.44392489982829,85.55126651402405,84.84866685746996,85.239,4385167.0
20190403,85.37555832190213,85.71709958847737,84.81445481252858,85.3658,6683340.0
20190402,85.14133379011078,85.57069982870846,84.30211835103346,85.4536,10591693.0
20190401,84.93647497988736,85.04381657280773,83.99967562349154,84.9072,15425368.0
20190329,84.95601665900735,85.14142491957719,84.61447512637866,84.9365,15615083.0
20190328,84.3705086442429,85.0048,84.14606708759041,85.0048,8252637.0
20190327,84.52661646595647,84.68274967577582,83.6776421375637,84.2729,6074357.0
20190326,84.00937560665588,84.47777495955626,83.84348416917031,84.4485,5168915.0
20190325,83.91182491268916,84.10699138533177,83.32632549476135,83.824,7164300.0
20190322,84.38999953423384,84.88767413833257,83.68740009315326,83.8045,10080637.0
20190321,82.7505685185185,84.36069160879629,82.7505685185185,84.3119,9319056.0
20190320,82.62370867467044,83.35558279190208,82.04796770244822,82.9067,13585994.0
20190319,82.93287611397749,83.04915073874295,82.39995075046905,82.6325,9104784.0
20190318,83.38824601894073,83.53358923184848,82.50649719396704,82.8747,9872875.0
20190315,83.62079688408323,83.71284758748982,83.13631949773281,83.3398,13103511.0
20190314,83.4851522561188,83.572358195105,83.16539714650274,83.5336,5380864.0
20190313,82.98126003717472,83.6425714567844,82.98126003717472,83.4076,4702584.0
20190312,82.85538800326759,83.23870681386393,82.69066556190921,83.0298,12312229.0
20190311,81.70226613545816,82.71966864307477,81.42126925240215,82.6906,6392534.0
20190308,81.14027626634957,81.77009689655172,81.13058671819263,81.4891,7727513.0
20190307,81.55694325160677,82.10924760771245,81.15967169721496,81.4116,13091781.0
20190306,82.03168770345728,82.11889360817393,81.4406254603778,81.5569,8273646.0
20190305,81.46972258217072,82.17705961220148,81.39220619531804,81.9542,5404584.0
20190304,81.51819851755218,81.77012686195447,80.78179258776092,81.7023,7710632.0
20190301,81.28568355365012,81.63450756222461,80.46207131118258,81.3632,16198262.0
20190228,81.21784470588234,82.41934944741533,81.0046745098039,81.5376,13598361.0
20190227,81.26623135876042,81.60536550655542,80.69454808104886,81.2953,11890366.0
20190226,81.84765525314951,82.14803140004754,81.3922462562396,81.5279,8905255.0
20190225,82.39021003911341,82.61306959819841,81.68287317766978,81.7507,5676556.0
20190222,82.0123656900812,82.68094475820685,81.81857465584187,82.3515,4662114.0
20190221,81.44071179323396,81.98332688668086,81.1209564703099,81.9155,7636989.0
20190220,82.22549231679886,82.27394004972179,81.26622720492483,81.8476,10041521.0
20190219,82.18676125543669,82.54527459739039,82.08017620782884,82.429,8170825.0
20190215,81.98325991769548,82.4192895473251,81.89605399176955,82.4096,8649069.0
20190214,81.79921490595055,82.16741795812138,81.41163274577073,81.9058,6725239.0
20190213,80.87862600284832,81.71192680987419,80.85924691431283,81.6441,5129324.0
20190212,81.66357176582807,81.82829420531776,80.97561334207701,81.2663,7465087.0
20190211,81.47938229018493,81.8572745376956,81.36310775248933,81.741,9950364.0
20190208,81.27595078459342,81.7991865192582,81.0530911198288,81.5085,5007427.0
20190207,80.63641976218787,81.60537457788347,80.40387060642094,81.4891,11887228.0
20190206,81.27596117900791,81.2953402827702,80.63645075485263,80.869,9818951.0
20190205,81.02403879105188,81.46006865778199,80.54925071394572,81.431,13279056.0
20190204,80.81083586735306,80.9755581946606,79.74498551418652,80.9368,10299364.0
20190201,80.90774617331566,81.19843268651319,79.3186599011691,80.3942,22702763.0
20190131,80.06475095762508,80.9658790998324,79.38648246349054,80.9465,11413356.0
20190130,79.56088526672312,80.38449691544695,79.35740474174429,80.1035,13720516.0
20190129,78.82450006096073,79.50276865398682,78.6403985857108,79.4737,6891071.0
20190128,77.96215059604276,78.9407955388964,77.75866996436034,78.8439,9187591.0
20190125,77.47761086309524,78.18979250372023,77.19661402529762,78.1365,5070370.0
20190124,76.86719711454022,77.38558801906913,76.46992558022833,77.2354,5541891.0
20190123,76.98347910109531,77.13851190985774,76.4602433715221,76.9641,5900369.0
20190122,77.04161640438122,77.2257178647866,76.32458966385497,76.9641,8530821.0
20190118,77.12886266633191,77.187,76.57655799648506,77.187,6722598.0
20190117,76.41182230342741,76.8963,76.33672826045866,76.8963,4806365.0
20190116,75.94668525462376,76.74122827463897,75.84010021535343,76.4893,5954902.0
20190115,75.35561077119183,76.15015366475463,75.32654212874442,76.0145,9190295.0
20190114,75.31684773429454,75.69958483522142,74.94864495365601,75.2684,4450863.0
20190111,75.1909446939561,75.5494582189144,74.8130520595406,75.5107,11308312.0
20190110,74.03780697913984,75.41372225083698,73.88277427246975,75.249,6851688.0
20190109,74.42548067885117,74.59020313315928,73.55342062663185,74.222,7852443.0
20190108,73.42736198174707,74.5222804172099,73.18512338983051,74.3188,13641915.0
20190107,72.5747492366919,73.53401494756405,72.28503161290323,72.9914,16536047.0
20190104,71.96432379994637,72.95265839367124,71.6058102708501,72.2647,10159452.0
20190103,71.04379108280254,72.57474020870036,70.90813736278629,71.4992,10602836.0
20190102,71.78020600109112,71.87710152755048,70.66590744680853,71.0438,14797159.0
20181231,72.52629403522818,72.73946417133706,71.38292694155325,72.6135,10767360.0
20181228,72.83631912729221,73.16576369963862,71.87705404898945,72.3906,13789684.0
20181227,71.51859986573577,72.25500598818473,70.15237271750806,72.1678,11498607.0
20181226,69.95855701990318,72.11932685583649,69.19308250403444,72.0515,12387475.0
20181224,72.09029333333334,72.35191133333333,69.73573133333332,69.7648,9458297.0
20181221,73.5048765832106,74.8323440353461,72.25492547864506,72.3712,12539469.0
20181220,74.33826143064921,74.53214941438583,72.76855361628984,73.2821,13771452.0
20181219,75.21029089250816,75.9370071791531,74.17350899022802,74.3673,15919244.0
20181218,75.06493586340207,75.7141356443299,74.87114488402062,75.1909,9069271.0
20181217,77.48730114419452,77.71016070732026,74.34788816798857,74.5223,13336861.0
20181214,77.27452617950951,77.7078952819619,76.97598302004232,77.3612,7787878.0
20181213,77.11082210212449,78.14127769909305,77.1011916759846,77.5153,6059721.0
20181212,78.8153670791151,78.89241044869391,77.04336957880264,77.053,7830354.0
20181211,78.5457389059619,79.05615138291334,78.33386957590659,78.3435,6209065.0
20181210,78.77685151925205,78.85389489482101,77.34191864928036,78.2857,11460587.0
20181207,79.54728587155964,79.78804642201835,78.51201550458717,78.7287,14480656.0
20181206,77.5345671128799,79.92291298842258,76.82191552098408,79.8555,18087964.0
20181204,79.12356385214488,79.26802021263444,77.70789151934726,77.9005,11586470.0
20181203,79.18138257059395,79.18138257059395,78.36279615384615,79.1236,11246181.0
20181130,78.01605742235265,78.7576,77.84270980679872,78.7576,8392075.0
20181129,77.84274359101012,78.30500409977772,77.4093743640405,77.9872,6261896.0
20181128,77.14928814146161,77.96787377272165,76.91815808087054,77.8812,9827693.0
20181127,76.7352395209581,77.20713042664671,76.53261534431138,77.1975,7151480.0
20181126,77.04337379551995,77.21672138655988,76.52814623326242,76.9567,4867490.0
20181123,76.83155642345851,77.06268670099209,76.28262201431622,76.6871,2617973.0
20181121,76.83153489361702,77.49603425531915,76.53299170212766,76.9471,6545826.0
20181120,77.51533009149016,77.82350384759995,76.8412,76.8412,12269595.0
20181119,77.65013914445132,78.17018224426533,77.13009604463731,77.6694,5518710.0
20181116,76.60042251704897,77.6694,76.46559652820831,77.6694,11869694.0
20181115,76.93750860835739,77.05307377337182,75.91668298406324,76.7449,9149298.0
20181114,77.68866053123831,77.83311694725028,76.84118289063476,77.2264,6817278.0
20181113,77.43824339599152,77.74641697995767,76.90857004854972,77.3612,5401835.0
20181112,77.38047383503613,78.05460366309494,77.216756591079,77.2938,5749819.0
20181109,77.091587118855,77.5056955818295,76.87971767268202,77.3805,6148396.0
20181108,77.04336989032902,77.30339126370887,76.65815304087737,77.2745,5218821.0
20181107,76.7544485724972,77.2456,76.21514504425882,77.2456,7704796.0
20181106,75.8877525564954,76.33075212725667,75.8299700037874,76.2826,5133597.0
20181105,75.04030916698365,76.18151510079879,74.85733100038038,75.9552,14536603.0
20181102,75.60847321497491,75.60847321497491,74.03871380419399,74.8573,9900591.0
20181101,75.29063073979592,75.6180650510204,74.86689221938775,75.5025,13821467.0
20181031,75.84927804378441,76.13819098706952,74.98253921392907,75.2233,11252991.0
20181030,75.21357519320915,76.52331222602304,74.8861409350057,76.0129,12266590.0
20181029,74.57802633744855,75.47365604423868,74.46246121399176,74.8862,9833456.0
20181026,75.49292505528814,75.56996847925068,73.5668394562248,74.0291,12416489.0
20181025,75.01137478404472,76.27296036585366,74.71283163109756,75.8107,9473492.0
20181024,74.4143090792181,75.57959074074074,74.29874395576131,74.8862,14149910.0
20181023,73.65350922279794,74.6984106023316,73.36941161269431,74.3469,10027162.0
20181022,75.05954243253814,75.38216171294486,73.875,73.875,8100589.0
20181019,74.26984402418628,75.1943649041554,74.26984402418628,74.8573,6943792.0
20181018,74.4046651024112,75.01138189007,74.10612192118226,74.2891,7128941.0
20181017,74.60693028615822,74.82843014372652,73.95206114204325,74.3758,8601850.0
20181016,73.412701855431,74.86689547738693,73.0563762659451,74.7417,8111042.0
20181015,72.68080922854134,73.90387306477092,72.68080922854134,73.1527,9889079.0
20181012,73.79798645929849,73.86539947054932,72.37268279285243,72.7579,12504528.0
20181011,75.14618849405548,75.14618849405548,72.8059957727873,72.9023,19049476.0
20181010,75.9840863531226,76.31161725006426,74.944,74.944,11699498.0
20181009,75.94554360207569,76.40298886216934,75.64218516643463,76.09,7122450.0
20181008,75.155865702689,76.27299543378996,75.0691918442415,75.9263,8456350.0
20181005,75.01134336203572,75.47360353425009,74.92466957974553,74.9343,11725332.0
20181004,75.45433846746246,75.48322972660763,74.59723111282248,75.0306,12966503.0
20181003,76.2921818043202,76.68702899618805,75.22320526048284,75.7914,13807111.0
20181002,76.60038225867508,76.87003409463722,76.3211,76.3211,7365330.0
20181001,77.07233887348791,77.28420835433468,76.4271,76.4271,12582950.0
20180928,76.20559173956511,77.1686347288178,76.20559173956511,77.0627,9308662.0
20180927,76.04185657894735,76.51374753289473,75.93592187499999,76.1189,7391551.0
20180926,76.81222904985412,76.81222904985412,75.79140454141825,75.9166,11455065.0
20180925,76.69672251680359,77.1258351008215,76.51554164799602,76.6109,8988385.0
20180924,77.88863506896982,77.90770672300238,76.43918936249534,76.7348,8941414.0
20180921,77.9744983518496,78.48943328042975,77.88867586375292,78.108,8127612.0
20180920,77.37369803538743,78.16517165344723,77.17821358755339,78.1461,8962106.0
20180919,78.31774686960807,78.38449765836825,77.33078877865418,77.3737,8423476.0
20180918,78.54660156877053,78.75638974826705,78.18424016782195,78.4131,8338120.0
20180917,78.25105164808532,78.83273750605915,78.17953289505576,78.6897,6007693.0
20180914,78.78499722728931,78.84221218533382,77.93630868296242,78.4131,7777033.0
20180913,78.87081930036187,79.19026948130278,78.64195946924005,79.052,6732883.0
20180912,78.68969416332969,78.74214124499456,78.30826084213082,78.5848,7789314.0
20180911,78.39403424823901,78.83268229293175,78.26053266941948,78.518,8158455.0
20180910,78.52752678463216,79.01385390861714,78.47984765482971,78.6801,8121821.0
20180907,78.68969918282717,78.7755216855714,78.13652547347236,78.1843,8786436.0
20180906,79.0997208433735,79.29997330120482,78.95668337349397,79.1474,7588952.0
20180905,78.09840566037737,79.13781057087566,78.00304741170778,78.8422,8536716.0
20180904,78.909012454435,79.29998157958687,78.31779085054677,78.4799,9942314.0
20180831,79.05199687424862,79.442965736956,78.96617444097139,79.319,5541839.0
20180830,79.39529726076988,79.55740632315675,78.88036259201158,79.0234,3659883.0
20180829,79.44303751803751,79.61468253968253,79.28092833092833,79.3,7278451.0
20180828,78.5179758289284,79.39527164824604,78.36540264296012,79.3762,8055368.0
20180827,78.70874494900437,78.80410325400679,78.16520261049052,78.5371,5850001.0
20180824,78.10795044237061,78.6801,78.07934296448914,78.6801,4421766.0
20180823,78.34635078572298,78.56567479595566,78.19854547447922,78.2796,3381293.0
20180822,78.75644666342532,78.89948416190593,78.13661750334266,78.4513,6582755.0
20180821,79.43344216124743,79.48112129819894,78.68964762480357,78.8899,4894108.0
20180820,79.4048283467403,79.73858227878497,79.23318346740305,79.4239,6258850.0
20180817,78.49898989898989,79.30953583453584,78.49898989898989,79.3,6872170.0
20180816,78.06982942247028,78.5943,77.9506315639408,78.5943,6528797.0
20180815,77.38321471379648,78.06025824363991,77.2306415239726,77.9649,8520310.0
20180814,77.05908161429451,77.53587335797906,77.01140243992607,77.3833,4485366.0
20180813,77.06859415190188,77.24977495973239,76.8158946041383,76.9637,5140487.0
20180810,77.52627046439629,77.80280943653251,76.99703208668731,77.0018,6231748.0
20180809,77.60254175257731,77.92675979381443,77.5453268041237,77.6979,4608985.0
20180808,78.05078409928728,78.06985576308675,77.5072416810027,77.6026,4143360.0
20180807,78.28912397703675,78.36541057774521,77.74558194698912,78.0698,5188253.0
20180806,78.26057750730283,78.64201080817917,78.08893252190848,78.3464,6988737.0
20180803,77.72659154604062,78.44177917528282,77.54541067996593,78.3941,8896996.0
20180802,77.67885238153846,77.97446304,77.43092086153847,77.4786,7755966.0
20180801,76.8015884936212,77.87913747546614,76.42969105740923,77.7361,18394258.0
20180731,76.63944716307692,77.71222777846154,76.51548140307692,77.4786,16050037.0
20180730,76.14359251377066,76.29139785928894,75.57144278918378,76.1722,10811005.0
20180727,76.973203660524,77.0304186285571,75.99101337595587,76.0673,7215912.0
20180726,76.86831497206704,77.23067646182494,76.50595348230912,76.8111,5477780.0
20180725,76.0196145400224,76.74433740819121,76.0196145400224,76.6013,6555145.0
20180724,76.46782737198794,76.63947232680722,75.78124755271082,75.9815,6786417.0
20180723,76.38200749344323,76.51550912951167,75.9147517672037,76.3534,4977001.0
