date,RWX~open,RWX~high,RWX~low,RWX~close,RWX~volume
20191231,38.84,38.84,38.705,38.79,164856.0
20191230,38.76,38.86,38.63,38.67,365003.0
20191227,38.74,38.8,38.64,38.75,361994.0
20191226,38.33,38.56,38.33,38.5,265577.0
20191224,38.2,38.35,38.19,38.24,123591.0
20191223,38.14,38.22,38.0852,38.14,296502.0
20191220,38.11743440807285,38.19254265321191,38.07049175486094,38.1456,581627.0
20191219,37.89216348854397,38.122182815964514,37.89216348854397,38.1081,194669.0
20191218,37.76073436024844,37.83114845962733,37.76073436024844,37.7889,319537.0
20191217,37.92028533134773,38.032947728965,37.798234400595675,37.8264,166515.0
20191216,38.10806560650888,38.13623121301775,38.05173439349113,38.0799,233950.0
20191213,37.99541662118581,38.004805160009916,37.79825730587943,37.8452,225089.0
20191212,37.90156871135296,38.05178548107841,37.81237750432847,37.9579,386304.0
20191211,37.957817971442644,38.16905984736584,37.957817971442644,38.1362,134770.0
20191210,38.25834275184275,38.263037027027025,38.16915152334152,38.2114,1006908.0
20191209,38.20199163600686,38.333431272994844,38.20199163600686,38.2771,115511.0
20191206,38.29582293555501,38.40848532222494,38.29582293555501,38.3146,974651.0
20191205,37.96721470152936,38.20192794770597,37.96721470152936,38.0611,289697.0
20191204,37.89216039506173,38.05176562962963,37.89216039506173,38.0236,178675.0
20191203,37.638666641920324,37.94379427122,37.638666641920324,37.9391,229790.0
20191202,38.00481145961966,38.04236562114102,37.882760434675234,38.0142,454804.0
20191129,38.1175,38.22077401477833,38.1175,38.1175,275693.0
20191127,38.15499174852653,38.277042657170924,38.15499174852653,38.2301,458662.0
20191126,38.032949064960626,38.16438853346457,38.032949064960626,38.155,224168.0
20191125,37.89212611811218,38.07989681245367,37.89212611811218,37.9954,235182.0
20191122,37.8264541863354,37.91095110559006,37.78307910111801,37.7889,152544.0
20191121,37.920311460396036,38.079916633663366,37.901534381188114,37.9297,475139.0
20191120,38.10811145320197,38.192608374384236,38.01422598522168,38.1175,246411.0
20191119,38.20193118385429,38.248873837066206,38.1456,38.1456,613416.0
20191118,37.8639719367589,38.03127567588934,37.8639719367589,38.0048,306478.0
20191115,37.629214733698355,37.78881968641115,37.629214733698355,37.7231,277078.0
20191114,37.30066047153248,37.4790426887384,37.30066047153248,37.4321,270976.0
20191113,37.188003148614605,37.29597134760705,37.17861460957179,37.2725,628384.0
20191112,37.49777705410821,37.49777705410821,37.422668837675346,37.479,512640.0
20191111,37.64803438823823,37.74191976077748,37.572926090206835,37.6762,315768.0
20191108,37.76071458333333,37.8546,37.638663541666666,37.8546,515861.0
20191107,38.32398531434185,38.44603622298625,38.2301,38.2301,262829.0
20191106,38.27706877296106,38.3334,38.18515498750918,38.3334,639645.0
20191105,38.427322905982905,38.48365418803419,38.35221452991453,38.4461,275504.0
20191104,38.79344788321168,38.80283642335766,38.577511459854016,38.5869,204299.0
20191101,38.643188529769134,38.72768529769137,38.59624588092345,38.6338,442252.0
20191031,38.32399492559161,38.49298853378873,38.32399492559161,38.4836,456526.0
20191030,38.11748641370869,38.3522,38.04237806609547,38.3522,391729.0
20191029,38.22075416769117,38.286473961150726,38.13625729038603,38.1832,122596.0
20191028,38.173768811394886,38.277042657170924,38.014163777013756,38.2301,244843.0
20191025,38.1738114580772,38.24891979345955,38.09870312269486,38.1832,156135.0
20191024,38.333388535031844,38.39910828025477,38.25828025477706,38.324,244128.0
20191023,38.36153762811128,38.511754123962916,38.33337203513909,38.4742,422966.0
20191022,38.56807381010495,38.577462338296314,38.38969177446912,38.4648,254078.0
20191021,38.408503170731706,38.511777073170734,38.36156048780488,38.493,1570802.0
20191018,38.314642713444556,38.3521968842002,38.18658299116781,38.2677,493667.0
20191017,38.2771,38.39915109148883,38.24893436350257,38.2771,399808.0
20191016,38.051706484893145,38.26764264308523,38.03292942765905,38.2207,558001.0
20191015,37.72318629730398,38.07056257729409,37.72318629730398,37.9579,538336.0
20191014,37.65744582814446,37.73255417185554,37.582337484433374,37.695,84333.0
20191011,37.55412935323383,37.882727985074624,37.55412935323383,37.7419,541519.0
20191010,37.21618331658292,37.3664,37.11056221105528,37.3664,372218.0
20191009,37.2443032193159,37.41329678068411,37.2443032193159,37.3288,1011625.0
20191008,37.1411,37.21620839231547,37.042520235085945,37.1411,1210229.0
20191007,37.20675733366936,37.39452799899194,37.20675733366936,37.2537,368186.0
20191004,37.131697814619436,37.3758,37.06597799547851,37.3758,514167.0
20191003,36.72795221148957,36.962665607524144,36.71856367564819,36.9345,226681.0
20191002,36.62473434938525,36.72800840163934,36.52146029713115,36.6529,696344.0
20191001,36.887565613856346,36.887565613856346,36.71387766174223,36.8594,273549.0
20190930,37.00961462550607,37.1157050986842,37.00961462550607,37.1035,298299.0
20190927,37.07537093407992,37.141090761007895,36.868822906592015,36.8876,301905.0
20190926,37.01898853373921,37.09184355555555,36.94388026382546,37.0096,103214.0
20190925,36.64346047995915,36.84719173602247,36.64346047995915,36.7749,138427.0
20190924,36.69983128362799,36.793716756341276,36.62472290545734,36.6435,204209.0
20190923,36.558963645647175,36.7749,36.55614708450344,36.7749,125195.0
20190920,36.69989787341772,36.84870637974683,36.69989787341772,36.7371,335185.0
20190919,36.66269415633696,36.79866792309638,36.66269415633696,36.765,830457.0
20190918,36.57890203614151,36.634705090353776,36.3742908373632,36.5417,155185.0
20190917,36.25338523045581,36.54170101858925,36.25338523045581,36.5231,198253.0
20190916,36.290599487573665,36.341752305918526,36.244096925441966,36.2999,452518.0
20190913,36.43939897959183,36.6068081632653,36.43939897959183,36.458,186552.0
20190912,36.132498456790124,36.24410462962963,36.118547685185185,36.1604,163577.0
20190911,36.123194863893175,36.26735282485876,36.123194863893175,36.2162,114986.0
20190910,36.085992297817704,36.396629448010266,36.069065363286256,36.2255,135743.0
20190909,36.43940563091886,36.51380972613258,36.313848720245716,36.3371,139412.0
20190906,36.355696424923394,36.47660306435138,36.355696424923394,36.4208,540121.0
20190905,36.37429591732585,36.4487,36.33709387598878,36.4487,960565.0
20190904,36.31849285532024,36.50813026103599,36.31849285532024,36.4487,440538.0
20190903,35.74188655983458,35.9837,35.74188655983458,35.9837,266700.0
20190830,36.06739331791314,36.20690102801336,36.048792289899765,36.1883,247373.0
20190829,36.01159896747547,36.17900826019618,36.01159896747547,36.0302,120786.0
20190828,35.918594834710746,36.099954907024795,35.918594834710746,36.0116,152353.0
20190827,35.946501035464664,36.02090517732332,35.90464870566917,35.9279,259790.0
20190826,35.918598447606726,36.00695336351876,35.862795342820185,35.9465,216063.0
20190823,35.87210624187256,36.1310327230169,35.73724869960988,35.7605,999792.0
20190822,35.86280155722813,35.944739130288085,35.77444662600571,35.8349,534289.0
20190821,36.00230206878717,36.06461553400569,35.946591970778385,35.9651,109201.0
20190820,35.76979584846912,35.87210155682408,35.763471495589,35.8442,277640.0
20190819,35.69539739786625,35.84420572469425,35.69539739786625,35.7419,190408.0
20190816,35.472190605427976,35.68786970876827,35.472190605427976,35.6396,334059.0
20190815,35.109496826236445,35.230403702724146,35.08624550383497,35.1653,383404.0
20190814,34.942006597222225,35.08151420940171,34.80249898504274,34.8211,287641.0
20190813,35.25829107142857,35.532656565126054,35.25829107142857,35.4164,438081.0
20190812,35.25829578836536,35.4257052645433,35.244344998683864,35.3327,207402.0
20190809,35.50010052410902,35.667509958071285,35.4832665754717,35.4908,192771.0
20190808,35.48149216710183,35.66750261096606,35.47219164490862,35.621,933738.0
20190807,35.18388582677165,35.528005249343835,35.18388582677165,35.435,268337.0
20190806,35.33270422052229,35.42570949617515,35.16529472434714,35.2583,593637.0
20190805,35.42571908295786,35.50477358865624,35.035096819507025,35.0909,664324.0
20190802,35.779098441558446,35.91860623376623,35.76049740259741,35.807,321268.0
20190801,35.4536,35.78841888772298,35.42569842602309,35.4536,356183.0
20190731,35.72331415836392,35.82561992658626,35.29549003670687,35.4722,658619.0
20190730,35.844198444386834,35.97440570391496,35.844198444386834,35.8721,187182.0
20190729,36.09529948480165,36.17435386398763,36.03019587841319,36.1046,170430.0
20190726,36.16039589322382,36.34640616016427,36.14179486652977,36.2348,210995.0
20190725,36.35570770416025,36.439412326656395,36.155746661530564,36.2162,131939.0
20190724,36.355696424923394,36.495204085801845,36.355696424923394,36.4208,159772.0
20190723,36.31849744245524,36.476606138107414,36.29989641943734,36.365,129956.0
20190722,36.3464,36.467306653019456,36.271995905834196,36.3464,366782.0
20190719,36.662606106870236,36.706039483460565,36.52309847328245,36.551,166619.0
20190718,36.47668722757222,36.78146566725798,36.47668722757222,36.6999,145385.0
20190717,36.5417,36.67190712649529,36.4998477093408,36.5417,230047.0
20190716,36.56030101807076,36.662606617459915,36.481246691270044,36.5417,155291.0
20190715,36.699802537427054,36.699802537427054,36.625398477543776,36.6533,118411.0
20190712,36.690597872879216,36.7464940688782,36.63479468219803,36.7278,73276.0
20190711,36.792905321844906,36.844058248859604,36.65339733907754,36.6999,283608.0
20190710,36.71850053204966,36.820806384595905,36.67311393564733,36.7092,129143.0
20190709,36.55099543031226,36.690503046458495,36.55099543031226,36.6347,198484.0
20190708,36.61619202935222,36.77430106275303,36.6068914979757,36.7557,501103.0
20190705,36.82079629349471,36.90450105900152,36.74174179273828,36.8859,204002.0
20190703,36.69989310431927,36.8208,36.69989310431927,36.8208,243634.0
20190702,36.20689283337599,36.35105076785257,36.20689283337599,36.3371,202066.0
20190701,36.26270565843622,36.44750687962963,36.10459691358025,36.1604,350422.0
20190628,36.00229793548387,36.0999533548387,35.9557953548387,36.0395,361324.0
20190627,36.002297420020646,36.060983675954596,35.96509535603716,36.0488,189335.0
20190626,36.28130772002059,36.28130772002059,36.09529742665981,36.1418,464659.0
20190625,36.43010563236047,36.57891382488479,36.29989846390169,36.3278,267105.0
20190624,36.35570358790363,36.35570358790363,36.248747693490515,36.2906,111014.0
20190621,36.199532607043324,36.355882214340006,36.199532607043324,36.3007,175289.0
20190620,36.34672068704218,36.420297044708256,36.29153841879262,36.4111,907982.0
20190619,35.93286495291423,36.18118523797404,35.928358399592774,36.1352,285814.0
20190618,35.96962072485962,36.135167432363446,35.96962072485962,36.034,345229.0
20190617,35.80409704522096,35.80409704522096,35.735119206063715,35.7949,219090.0
20190614,35.81328817480719,35.8572500437018,35.7397118251928,35.7765,203605.0
20190613,35.95129116743471,36.01107203020993,35.90530588837685,35.9237,173982.0
20190612,35.822497046738576,35.89607342064715,35.79490590652286,35.8133,272216.0
20190611,36.07081771894094,36.135197046843174,36.03402953156823,36.126,400924.0
20190610,36.04326763050154,36.070858802456506,35.9421,35.9421,136194.0
20190607,35.8409294343486,36.068096731507545,35.79954267980547,35.9329,194036.0
20190606,35.693711840411844,35.83166743886744,35.693711840411844,35.7305,689816.0
20190605,35.647788223140495,35.739758780991735,35.611,35.611,165384.0
20190604,35.638538451646085,35.7581,35.56496211419753,35.7581,134918.0
20190603,35.528226497933886,35.64953566373966,35.46393907799587,35.611,423173.0
20190531,35.06837653034644,35.362682339150815,35.06837653034644,35.3075,550523.0
20190530,35.252314721208954,35.36267939030745,35.22472355393433,35.2983,122096.0
20190529,35.4177822106632,35.55573773732119,35.3350088946684,35.3626,321920.0
20190528,35.58333778586279,35.647717047817046,35.37640444386695,35.3902,343972.0
20190524,35.74892067282999,35.83169409347715,35.74892067282999,35.8133,272077.0
20190523,35.37184722941481,35.519,35.35345313309166,35.519,171216.0
20190522,35.564994100905565,35.6477675549806,35.5466,35.5466,222224.0
20190521,35.6845354573484,35.8224911356629,35.6845354573484,35.7949,186751.0
20190520,35.58332668901495,35.72496102114492,35.58332668901495,35.6661,173978.0
20190517,35.500597045866805,35.59256750453485,35.44541477066597,35.4914,167943.0
20190516,35.693711840411844,35.84822211068211,35.68727391248391,35.7305,154396.0
20190515,35.44542655966865,35.629367538182755,35.40863836396582,35.5282,148176.0
20190514,35.46381476301476,35.55440567987567,35.44542066822066,35.5098,225596.0
20190513,35.24313234452251,35.381088238355446,35.24313234452251,35.3443,234458.0
20190510,35.399455997931746,35.62018526370217,35.316682523267836,35.5742,330902.0
20190509,35.178747071075236,35.41787058057797,35.15235151444936,35.3259,588336.0
20190508,35.316705882352935,35.46385882352941,35.29831176470588,35.3351,335911.0
20190507,35.537367453932,35.601746742797815,35.325743534388785,35.4362,226736.0
20190506,35.21549448329448,35.53739114219114,35.21549448329448,35.5098,118082.0
20190503,35.52824116584988,35.6937882383286,35.52824116584988,35.657,233632.0
20190502,35.537411368421054,35.58339663157894,34.9488,34.9488,363647.0
20190501,35.49136443982324,35.68450220951391,35.32581778008838,35.381,651094.0
20190430,35.50059409020218,35.574170451010886,35.43621477449456,35.4822,530378.0
20190429,35.67536758014477,35.71215579110651,35.565002947259565,35.5742,371431.0
20190426,35.53742942694888,35.684582343830655,35.53742942694888,35.6294,122179.0
20190425,35.55579409937888,35.59258229813665,35.482217701863355,35.5374,200783.0
20190424,35.555802948021714,35.67536462373933,35.503379751745534,35.565,255828.0
20190423,35.335050220264314,35.4914,35.335050220264314,35.4914,139968.0
20190422,35.427020678932365,35.528188183467215,35.41782363306555,35.4914,432431.0
20190418,35.49141769728332,35.5466,35.451318557309186,35.5466,154073.0
20190417,35.528188183467215,35.61096159626846,35.436217724799164,35.4914,382280.0
20190416,35.758076288659794,35.868440721649485,35.6845,35.6845,371615.0
20190415,35.70298529791075,35.76736471498581,35.62297087954603,35.657,261998.0
20190412,35.87767636783971,35.92366159773953,35.78570590804007,35.8041,392550.0
20190411,35.94206161745828,35.94206161745828,35.75646519897304,35.8225,175073.0
20190410,35.868523541453435,35.98808528659161,35.868523541453435,35.9421,262767.0
20190409,35.65699117191533,35.712173515745995,35.57421765616933,35.6294,263166.0
20190408,35.81331474737111,35.8593,35.758132444216464,35.8593,1262195.0
20190405,35.76729704218106,35.83627485853909,35.7581,35.7581,242535.0
20190404,35.923635528330784,36.058096242981115,35.923635528330784,36.034,196681.0
20190403,36.135223571247145,36.25478526797054,36.08923830327661,36.2088,229613.0
20190402,36.05240591534932,36.100690387557364,35.969632534421216,36.0708,430917.0
20190401,36.17202060913706,36.2364,36.08924710659899,36.2364,661233.0
20190329,36.245561608961296,36.245561608961296,36.045157958248474,36.126,391151.0
20190328,36.13521179760996,36.199591151792525,36.069360915331806,36.172,175279.0
20190327,36.208788202390025,36.24557640478006,36.01565013984236,36.172,270100.0
20190326,36.181182281059066,36.25475865580448,36.08001476578411,36.126,217204.0
20190325,35.8040563394683,35.98339851738241,35.8040563394683,35.9788,231681.0
20190322,35.8960526627219,36.006417159763316,35.7489,35.7489,392633.0
20190321,35.969653143293456,36.15359409518962,35.95125904810384,36.1352,226075.0
20190320,35.89608555442523,36.25017197355035,35.82250915564598,36.1628,1497923.0
20190319,36.03407057318322,36.070858802456506,35.90531177072672,35.9421,222573.0
20190318,35.75813832350679,35.8777,35.75813832350679,35.8777,338859.0
20190315,35.65347197338111,35.79996800614282,35.65347197338111,35.7725,291446.0
20190314,35.552775971186,35.65349205042449,35.552775971186,35.5894,189563.0
20190313,35.415435863133524,35.5894,35.415435863133524,35.5894,190389.0
20190312,35.3054960931436,35.44283593790427,35.3054960931436,35.3879,249128.0
20190311,35.11322419605809,35.3055,35.11322419605809,35.3055,824097.0
20190308,34.939236297262056,35.1132,34.939236297262056,35.1132,401494.0
20190307,35.030807773109245,35.085743697478996,34.83853203781513,34.866,389497.0
20190306,35.04913988985051,35.09491985313401,34.9118,34.9118,769456.0
20190305,35.039996037539105,35.1224,34.975904066736184,35.1224,584859.0
20190304,34.98503593709044,35.049127863695944,34.824806120576675,34.9301,272226.0
20190301,35.12239195612432,35.159015931052494,34.94385007834944,35.0583,557313.0
20190228,35.030880031405395,35.104128081654025,34.97594399371893,34.9851,601594.0
20190227,35.14074399583225,35.223148033342014,35.10411997916124,35.1499,313425.0
20190226,35.213940093360996,35.360435943983404,35.213940093360996,35.3055,584701.0
20190225,35.18652401667101,35.25977205001302,35.113275983329,35.1499,276546.0
20190222,35.07657606258149,35.204118924641456,35.06284208604954,35.1132,216390.0
20190221,34.93930797802772,35.0125560031389,34.82943594036097,35.0034,1385316.0
20190220,34.994232000000004,35.116189920000004,34.957608,35.0217,526509.0
20190219,34.88430039113429,35.19560385919165,34.88430039113429,35.1132,354988.0
20190215,34.856915912064906,35.00332045249935,34.856915912064906,34.9851,467467.0
20190214,34.72874399051134,34.81572608065367,34.646339905113344,34.7379,464341.0
20190213,34.87522402102498,34.93016005256242,34.80197597897504,34.8386,563595.0
20190212,35.06747600417319,35.1315679968701,34.99413645252999,35.1041,523013.0
20190211,35.149867987486964,35.18649197080292,35.039996037539105,35.1224,506003.0
20190208,35.149852066545364,35.24141198336366,35.05829214972706,35.2231,897538.0
20190207,35.27801197091665,35.314635912749935,35.13151620358349,35.2597,530741.0
20190206,35.44284794201398,35.516095884027955,35.33297602899301,35.3696,572709.0
20190205,35.470371906354515,35.5894,35.42459187033702,35.5894,919705.0
20190204,35.36043617624323,35.54355599072404,35.29634424117495,35.5344,547204.0
20190201,35.45204399690163,35.4612,35.30096994577847,35.4612,1579807.0
20190131,35.47953197524497,35.56193604951006,35.43375193398659,35.507,406763.0
20190130,35.25058414822439,35.68082439475039,35.21725632321152,35.5802,548819.0
20190129,35.28724399481193,35.3238680155642,35.227729961089494,35.2964,594229.0
20190128,34.719512241153346,34.9301,34.719512241153346,34.9301,479978.0
20190125,34.68292001054575,34.788213986290536,34.63714002109148,34.7287,557217.0
20190124,34.289188017080335,34.39905991459835,34.24340805978115,34.3075,402746.0
20190123,34.25263197115384,34.30756802884615,34.13360384615385,34.2801,541220.0
20190122,34.14274805159903,34.188528083848425,33.904691883902174,34.0695,1472783.0
20190118,34.29838000534617,34.29838000534617,34.1894235926223,34.2526,392674.0
20190117,33.904687855227884,34.19768002680965,33.904687855227884,34.1519,297070.0
20190116,34.1610400161464,34.1610400161464,33.996231996770724,34.0237,316045.0
20190115,33.93215600539812,33.98709203778678,33.758191902834014,33.923,291007.0
20190114,33.91384399460189,34.02600506072875,33.749127457489884,33.923,598288.0
20190111,33.86800806799784,33.97787995143011,33.8130721262817,33.9321,577199.0
20190110,33.584219902650084,33.886368009734994,33.584219902650084,33.8589,1996560.0
20190109,33.4285122754491,33.657411976047904,33.4285122754491,33.6391,228916.0
20190108,33.32780806142034,33.46514792980532,33.315813712914725,33.3919,786536.0
20190107,33.05315201768933,33.263739966832496,33.03484002211166,33.1264,552992.0
20190104,32.59531263858093,33.062359519955656,32.54037671840354,33.0348,377491.0
20190103,32.32067600452744,32.50379598189021,32.311520005659304,32.3573,248492.0
20190102,32.137556027164685,32.3573,32.07346403508772,32.3573,358240.0
20181231,32.37561199773627,32.44885998868138,32.238272014714205,32.3573,1369224.0
20181228,32.43970398981324,32.567887973967174,32.28405200905489,32.3573,968763.0
20181227,31.981852524106635,32.30231196823596,31.843871843448664,32.284,1262880.0
20181226,32.11010785532636,32.46719203164736,32.04601582367901,32.4031,1086685.0
20181224,32.2290754173863,32.2290754173863,31.8079,31.8079,551072.0
20181221,32.32014518105849,32.51645749303621,31.981060278551535,32.0346,1320803.0
20181220,32.7305862295082,32.88228196721312,32.614583606557375,32.6592,1323460.0
20181219,32.926914911080715,33.14107370725035,32.48075075239399,32.6146,1201067.0
20181218,32.8822793356929,33.00720522733461,32.721660332153554,32.7752,551549.0
20181217,32.99827500681384,33.06966121559008,32.66365215317525,32.7395,617669.0
20181214,33.00726988636364,33.150042613636366,32.90911363636364,32.9805,395507.0
20181213,33.06973011593421,33.22142612564033,33.06080682124561,33.0965,472700.0
20181212,33.31950255307713,33.44442837946788,33.19457672668637,33.2035,993664.0
20181211,33.06967937195453,33.123219057931784,32.8324093302653,32.9626,610479.0
20181210,32.97153971265926,33.025079425318516,32.67707129303334,32.918,773379.0
20181207,33.39983543010752,33.56045446236559,33.12321376344086,33.1946,688239.0
20181206,32.94470885668277,33.316719938003224,32.833167995169084,33.2481,1095545.0
20181204,33.32848778501628,33.38202752442996,32.86447671009771,32.8734,664004.0
20181203,33.40878904109589,33.40878904109589,33.14109041095891,33.2214,353327.0
20181130,33.1232068891281,33.194593110871914,33.09197541711519,33.1589,588612.0
20181129,33.40872076677316,33.57826288604899,33.39087422790202,33.5158,346051.0
20181128,33.46233552631578,33.9085,33.373102631578945,33.9085,518300.0
