date,EEM~open,EEM~high,EEM~low,EEM~close,EEM~volume
20190612,40.6045799663704,40.633055653134754,40.38105068460244,40.4588,55120584.0
20190611,40.96413058460075,41.029731505465776,40.77947614068441,40.8961,69040637.0
20190610,40.39080663302091,40.629594438356165,40.30333857245854,40.4394,57245783.0
20190607,39.92431325886353,40.351934919864014,39.904875910636235,40.0215,63584414.0
20190606,39.68620331620167,39.79796806167401,39.545282550171315,39.7105,47722546.0
20190605,40.06030901077375,40.07488699804113,39.58409476003917,39.691,64072152.0
20190604,39.75901498664075,40.04085596307991,39.67154709740102,40.0117,64141927.0
20190603,39.89028465189874,40.13811075949367,39.81739462025317,39.9243,75619908.0
20190531,39.24398393515107,39.65702735200196,39.21482792925571,39.5647,85220608.0
20190530,39.34113206803056,39.58409854572344,39.307116761153566,39.4286,69626266.0
20190529,38.80661620817843,39.23423732342007,38.75802289962825,39.2148,82060436.0
20190528,39.23422242454477,39.282815714642055,38.88435073584434,38.9621,98395196.0
20190524,39.08850418022528,39.13709754693367,38.78722530663328,38.8261,66379673.0
20190523,38.75804399899775,38.952417339012776,38.631701327987976,38.7872,86731077.0
20190522,39.4383801137769,39.47725481078407,39.25372530299283,39.2926,44117578.0
20190521,39.25365225203052,39.496618656165396,39.156465690376564,39.4869,59832625.0
20190520,39.03989334496511,39.16312606779661,38.845519965104685,38.9913,53810044.0
20190517,39.214811988086375,39.48693459915612,39.117625341275755,39.1565,83972521.0
20190516,40.01176136972947,40.25424216792591,39.85626266146722,39.8757,60101129.0
20190515,39.74938370118845,40.14299006791171,39.691071646859086,40.0701,79039531.0
20190514,39.97286267314703,40.13807995139733,39.8270827217497,39.9923,89406841.0
20190513,39.535486545096106,39.72014098077871,39.24392690980779,39.4383,154670935.0
20190510,40.67265721772273,40.925342782277276,40.177004764173425,40.799,90343274.0
20190509,40.283877306494134,40.75037335250419,39.99231727773784,40.556,130848958.0
20190508,41.382035801886786,41.55697160377358,41.18766268867925,41.2071,73548621.0
20190507,41.65424705605275,41.65424705605275,41.02253308996703,41.2655,94189032.0
20190506,41.63472315862388,42.169249249595936,41.58612987762641,42.0915,80976981.0
20190503,42.78152686567165,43.03421194029851,42.71835559701493,42.9759,56642026.0
20190502,42.4706,42.61638009153318,42.22763318077803,42.4706,53101890.0
20190501,42.77186545871559,43.102300229357795,42.315087981651374,42.3734,98629108.0
20190430,42.61635067152287,42.78642732756658,42.40254001821079,42.6941,69577089.0
20190429,42.76215601546509,42.81074937457357,42.64553195360473,42.733,34398276.0
20190426,42.54831335460346,42.72324931631722,42.41225205104831,42.6455,55441688.0
20190425,42.27620796156486,42.49001866849691,42.14986527110501,42.4803,61168480.0
20190424,42.830159972583964,42.83987863833676,42.40253867946082,42.5386,68961589.0
20190423,42.95346997363083,43.199449290060855,42.90303012170386,43.1217,32829940.0
20190422,42.89815744296363,43.07309329116784,42.820408177095096,43.0245,35929135.0
20190418,43.180057271095144,43.39386804308796,43.05371454219029,43.3064,56639815.0
20190417,43.510435860058315,43.57846647230321,43.22859475218659,43.3355,56935425.0
20190416,43.07313864147548,43.267512010796224,43.07313864147548,43.2092,43860110.0
20190415,43.073154769997736,43.092592114208024,42.723282574212554,42.8885,37958126.0
20190412,43.22862398557259,43.26749864743012,43.014813345356174,43.112,54695660.0
20190411,42.95649863760219,42.98565463215259,42.68437602179837,42.801,55153624.0
20190410,43.24806266846361,43.384123989218324,43.160594676549856,43.2675,51143393.0
20190409,43.18002396750169,43.20432062739788,43.02452534416611,43.0634,49530348.0
20190408,42.937089234234236,43.189774684684686,42.86419920045045,43.1509,30209010.0
20190405,42.937089234234236,43.17033734234234,42.89976953693694,43.1509,50360884.0
20190404,42.54827762142533,42.89814925102134,42.52398098048116,42.8204,47028410.0
20190403,42.67462388673213,42.89815300296871,42.49968805663393,42.558,73639431.0
20190402,42.44143607725914,42.46087341917682,42.13043860657623,42.2665,48692186.0
20190401,42.27615746046298,42.441374627549855,42.17897089158836,42.4025,70455929.0
20190329,41.741655987884435,41.790249301025156,41.51812674743709,41.7125,70439147.0
20190328,41.148838653484,41.333493338041436,41.0030586393597,41.2849,41052892.0
20190327,41.24604815165876,41.3335162085308,40.87673857819905,41.0128,72804288.0
20190326,41.4695186591655,41.57642390998594,41.23627083919363,41.4598,57145814.0
20190325,41.1488452856807,41.4598426992711,41.1099706089819,41.3335,53285336.0
20190322,41.83885729436719,41.936043954748996,41.19742533584728,41.2363,118616986.0
20190321,42.198458613589565,42.49001866849691,42.10127192862045,42.4803,71400551.0
20190320,42.217907903780066,42.771872164948455,41.926347766323026,42.422,90678753.0
20190319,42.38305596603947,42.509398485543834,42.25671344653511,42.3539,53192726.0
20190318,42.169282713498625,42.35384014118458,42.110970730027546,42.3345,42149274.0
20190315,41.64447075208914,41.92631197771588,41.615314763231204,41.868,139870973.0
20190314,41.31973021431936,41.34324941121055,41.104558718794166,41.2655,58460653.0
20190313,41.459843991567105,41.547312016865774,41.352938627313186,41.489,61450029.0
20190312,41.4404,41.54730534709193,41.35779132270169,41.4404,42726928.0
20190311,40.82813451202262,41.27519335219235,40.82813451202262,41.2266,63002281.0
20190308,40.27412680115273,40.50251530979826,40.22553350144092,40.4685,97742331.0
20190307,41.28490815450644,41.294626824034346,40.69206931330472,40.7601,83415319.0
20190306,41.78058556049614,41.83889761291832,41.45986927217412,41.5279,61237842.0
20190305,41.54728938794508,41.8291306492902,41.464486369094715,41.7611,54576835.0
20190304,41.51811722679201,41.57642918918919,40.99330956521739,41.3529,94168259.0
20190301,41.57644123323135,41.60073789126854,41.21685069428101,41.2946,94263876.0
20190228,41.51812252591895,41.533283638077286,41.246,41.246,87434698.0
20190227,41.87776806976745,41.94579879069767,41.64451988372093,41.7903,69471165.0
20190226,42.00402019829375,42.29557980170625,41.9748642379525,42.1498,58330592.0
20190225,42.29074067095588,42.499691819852934,42.19841341911765,42.2956,66533750.0
20190222,41.72219477230483,41.94572388475836,41.634726858736066,41.8291,58022150.0
20190221,41.430712050739956,41.469586751233265,41.17802649753347,41.3724,48092664.0
20190220,41.445222011251765,41.72220379746836,41.34317609001407,41.4598,73694822.0
20190219,40.750385148514845,41.31406803394624,40.750385148514845,41.2266,64391533.0
20190215,40.94477469707769,40.94477469707769,40.76983856022809,40.9059,72362243.0
20190214,40.64348384341637,41.10998007117438,40.565734472123374,40.9642,91302782.0
20190213,41.19739710007131,41.275146375089136,40.78921340622772,40.8864,82318061.0
20190212,41.178,41.35293603965069,41.119687986783106,41.178,66073136.0
20190211,41.05161047120419,41.071047786768204,40.81836268443598,40.8378,42213376.0
20190208,40.90586933111955,41.041930668880454,40.66776199003795,40.9739,64212352.0
20190207,41.29456790094339,41.508378325471696,40.84750974056603,41.2071,101061439.0
20190206,42.00402755078216,42.03318351622695,41.53753210366566,41.625,58195044.0
20190205,41.81937245508982,42.237274619990785,41.75134187010594,42.1984,81720100.0
20190204,41.42576756946066,41.74162386177913,41.343159000700446,41.625,45770207.0
20190201,41.57643732460244,41.63474929840974,41.4306573900842,41.557,65766095.0
20190131,41.586121716937356,41.926274617169376,41.576403062645014,41.8874,119929210.0
20190130,40.896167711745434,41.62020870379036,40.701794291062235,41.5376,127796788.0
20190129,40.789261391345924,40.808698732966775,40.556013291895766,40.6532,56518856.0
20190128,40.40044556992337,40.614255962643675,40.2741030651341,40.5851,85543126.0
20190125,40.91561327014218,41.1197054028436,40.857301232227485,41.0128,105779454.0
20190124,40.118609747899164,40.507355966386555,40.118609747899164,40.4782,76076938.0
20190123,40.050625333333336,40.118656,39.74448733333334,40.0895,66625171.0
20190122,39.90482924320353,39.992297207935344,39.50636407053637,39.6813,101294882.0
20190118,40.35194397111914,40.54524844259928,40.257089690493395,40.3811,98168925.0
20190117,39.69104783555019,40.38107339782346,39.65217315598549,40.1867,85522752.0
20190116,39.80760825844061,40.14776116103959,39.797889604080645,40.0117,82543629.0
20190115,39.47720668797639,39.73961057290386,39.40917605114334,39.5258,78913211.0
20190114,39.07876397623174,39.43349535776183,39.01073330032187,39.2537,76217012.0
20190111,39.45775742695802,39.65213061625337,39.36057083231034,39.5841,63136215.0
20190110,39.28284803322746,39.80765599804544,39.28284803322746,39.7785,85207644.0
20190109,39.20513971456693,39.71051087598425,39.195421038385824,39.4967,125118786.0
20190108,38.68025745053844,38.87463060355623,38.456728324568,38.8066,70518151.0
20190107,38.602488084464554,38.8260170940171,38.38381840120663,38.6608,76597004.0
20190104,37.91253046107332,38.737062397581255,37.825062433862435,38.5734,103055092.0
20190103,37.64042286085825,37.66957888166449,37.22251989596878,37.3683,62767552.0
20190102,37.50433598059245,38.08259666751788,37.48975798008173,38.0583,57198837.0
20181231,38.38872119815668,38.42759585253456,37.83475737327189,37.9611,72972223.0
20181228,38.08740672782875,38.34495107033639,37.90275229357798,38.136,72869062.0
20181227,37.31972215075894,37.81537471057371,37.16908264728582,37.7765,81792664.0
20181226,37.329348663926,37.86387461459404,36.96975847893114,37.825,96347194.0
20181224,37.35852243186583,37.63064486373165,37.0864,37.0864,50709476.0
20181221,37.80560929387331,38.00970127206646,37.241926687435104,37.4363,143673404.0
20181220,37.786167981438524,38.02913459654551,37.37798406805878,37.6987,183908834.0
20181219,38.223466952455176,38.61221312029098,37.096103065731356,37.4071,204046229.0
20181218,38.0680560296372,38.272148237097596,37.93199455799693,38.0389,102509755.0
20181217,38.198061505321846,38.341699239736435,37.66181396350734,37.7863,109276223.0
20181214,38.19805508410746,38.4757546572935,38.11187245794627,38.1406,94915744.0
20181213,38.83961346534654,38.954523564356435,38.638520792079206,38.6864,72445402.0
20181212,38.782182628062365,39.050306359811934,38.66727245731255,38.696,89712214.0
20181211,38.32247157947687,38.33204740945675,37.805376760563384,38.0735,104014748.0
20181210,37.929937734414594,37.9969686771414,37.31708340091231,37.7863,104465323.0
20181207,38.85870792377131,39.1172552657974,38.092641725175525,38.1884,134304559.0
20181206,38.236219842027566,38.9545033464567,37.99691968503937,38.9162,165155089.0
20181204,40.170653217942466,40.23768410531448,39.18740585860555,39.2801,134758231.0
20181203,40.342968241469826,40.362119899785256,39.93120758768791,40.1323,125019886.0
20181130,39.22259006815969,39.420522425754626,39.06937682570594,39.3375,92961164.0
20181129,39.442830787937744,39.64392315175097,39.18428346303502,39.3758,104239565.0
20181128,39.05986677917068,39.749327531340406,38.75343977820636,39.7206,121010942.0
20181127,38.38951500863985,38.7917,38.332060009874105,38.7917,81069109.0
20181126,38.590630872483224,38.70554093959732,38.37996241610739,38.5236,76320465.0
20181123,38.0544,38.255492702566684,38.0256724710619,38.0544,32048232.0
20181121,38.5044,38.76294732653568,38.427793384730165,38.5044,68104629.0
20181120,38.03522006079027,38.21716094224924,37.671338297872346,37.8054,98272815.0
20181119,38.897047583643115,38.954502602230484,38.53316579925651,38.6385,77777254.0
20181116,38.772590415647926,39.36629271393643,38.657680293398535,39.1652,135075944.0
20181115,38.43744252817246,39.30884443900049,38.36083576678099,39.0886,146475788.0
20181114,38.36078582519409,38.48527165038818,37.89157002253945,38.2363,96621097.0
20181113,37.93946913580247,38.375169753086425,37.76710405643739,38.0065,106305571.0
20181112,37.98257324159021,38.054392048929664,37.479841590214065,37.5756,68569689.0
20181109,38.23628577889448,38.28416492462312,37.81494929648242,38.1118,82943707.0
20181108,39.347094944512946,39.48115659679408,38.705514180024664,38.83,90610903.0
20181107,39.65353163583953,39.93123084314196,39.40800723324525,39.8642,81011462.0
20181106,38.9998285455213,39.19393091042585,38.91623142437592,39.1269,40848033.0
20181105,39.07898995846568,39.28008253115075,38.978443672123134,39.1939,58320035.0
20181102,39.500361342479174,39.64399902008819,38.69599034786869,39.0886,111324677.0
20181101,38.09268461538461,38.8683275147929,37.882016173570015,38.8396,120482247.0
20181031,37.499,37.71924438202248,37.34578651685394,37.499,92768292.0
20181030,36.60364429530202,37.106375838926176,36.52703758389262,37.0968,99881479.0
20181029,37.355360052631575,37.41281510526316,35.981226710526315,36.3882,102322849.0
20181026,36.68056886320145,37.31707540729247,36.51749219032842,37.0298,139198804.0
20181025,37.17342469325154,37.71915201763804,37.068090414110436,37.4607,80961564.0
20181024,37.78629145388223,37.834170687858254,36.73294830640958,36.7521,87632516.0
20181023,37.48943192133132,38.1980444276349,37.2787633383762,37.9778,89864603.0
20181022,38.62892004987531,38.705526733167076,38.22673496259351,38.3991,67724893.0
20181019,38.217119813461046,38.45172753970254,37.89632965717166,37.9873,81176190.0
20181018,38.236277099236645,38.26500458015268,37.49893842239186,37.633,107005060.0
20181017,38.83004100594648,38.858768533201186,38.45658315163528,38.6481,69718741.0
20181016,38.64810778267254,39.1652033773862,38.5810768722467,39.1269,65949781.0
20181015,38.245906723532364,38.437327773958856,38.092693276467635,38.1693,52651029.0
20181012,38.55227252419955,38.648030776867714,38.05911752295855,38.581,116892132.0
20181011,37.652164946346446,38.05434982115483,37.12549427695453,37.4798,168923760.0
20181010,38.82058048280223,38.83006057157309,37.84853622913506,37.8629,99036681.0
20181009,38.84913509202454,39.22259239263804,38.71507349693252,39.0215,60976845.0
20181008,38.8396213202934,39.25138259168705,38.76301457212714,39.1652,59744390.0
20181005,39.27048915279138,39.33751998041136,38.74669111410382,39.1077,80578922.0
20181004,39.845102561600385,39.854678409368134,39.07903474018053,39.2514,132360948.0
20181003,40.879229115128446,40.90316869647955,40.14189000951475,40.2568,76571167.0
20181002,40.57284831328143,40.79309271054494,40.46272611464968,40.592,57719665.0
20181001,41.30061688795714,41.32934442115071,41.01334155602143,41.1091,31030819.0
20180928,41.07077248369059,41.3197442917055,40.96543825722274,41.0995,64732793.0
20180927,41.300593288590605,41.51126174496645,41.26228993288591,41.3772,45547496.0
20180926,41.15694832558139,41.66446769767441,41.11864497674418,41.1761,84080435.0
20180925,40.99414166860872,41.18565833139129,40.94147458634352,41.0899,49466978.0
20180924,40.917524169396344,40.974979153018246,40.778674625643426,40.9271,54411652.0
20180921,41.26223842239186,41.46333078880407,41.19999554707379,41.3963,102750671.0
20180920,41.1090416918429,41.23352749244713,40.879221752265856,41.2048,93427436.0
20180919,40.53455554511278,40.80267922932331,40.52497969924812,40.7548,55892416.0
20180918,40.007883087184375,40.266430919485465,39.99830724154359,40.1994,52000734.0
20180917,39.88333080808081,40.03654408369408,39.75884502164502,39.8163,74603909.0
20180914,40.438747521448995,40.486626692087704,39.98868331744519,40.1802,65202690.0
20180913,40.275955,40.486623333333334,40.03655916666667,40.2185,96306519.0
20180912,39.29926621621622,39.921696114864865,39.1556285472973,39.6823,116612699.0
20180911,39.01198370118846,39.490775842832896,38.90664943002669,39.4812,74608662.0
20180910,39.778033543996116,39.778033543996116,39.34712080700049,39.395,61115030.0
20180907,39.86420669073406,40.159621241877254,39.62959870036101,39.7876,61590666.0
20180906,40.02700335249042,40.13233757183908,39.72057653256705,39.9887,73104428.0
20180905,40.0653100671141,40.13234093959731,39.82591409395974,39.9504,77835786.0
20180904,40.68771332388378,40.68771332388378,40.433953756201284,40.5345,76724737.0
20180831,41.07077648830206,41.47296175584897,41.022897289784574,41.3389,88660471.0
20180830,41.578264121071015,41.578264121071015,40.984562514551804,41.1282,120206401.0
20180829,41.87509437641723,42.2485516553288,41.78891192743764,42.2294,58165632.0
20180828,42.2390234770705,42.30605434633813,41.88471745379877,41.9709,50093424.0
20180827,41.91343162082291,42.28688920209138,41.90385578540577,42.1241,96574756.0
20180824,41.386762462531706,41.55912750749366,41.252700760894626,41.5304,69304244.0
20180823,41.30057085486144,41.42505669328323,40.72602083137623,40.7739,68878364.0
20180822,41.156925046210716,41.511230822550836,41.156925046210716,41.4442,45602891.0
20180821,41.01326590591523,41.281389054494646,40.9845384257103,41.1186,70462311.0
20180820,40.515417358490566,40.639903396226416,40.381355471698114,40.6016,50763065.0
20180817,39.85462572850035,40.51535835110164,39.75886737739872,40.4196,76030397.0
20180816,40.14193765860665,40.323878692841745,39.97914831218578,39.9983,78123949.0
20180815,39.77802751144303,39.94081674295351,39.38541818838834,39.7493,138633621.0
20180814,40.8313416939635,41.0420099672438,40.754735049134304,40.9271,56724833.0
20180813,40.975051271186445,41.070809745762716,40.568077754237294,40.6782,75183458.0
20180810,41.31012086131049,41.49206158833063,41.21915049780041,41.358,86629897.0
20180809,42.440141037842736,42.5358994788126,42.229472467709044,42.2582,35013909.0
20180808,42.35397245820153,42.44015508359693,42.21991059647537,42.3827,30610395.0
20180807,42.49755500902527,42.660344201263534,42.420948330324904,42.4401,38719539.0
20180806,42.02835167540461,42.15283756553454,41.908653704125825,42.0092,33153764.0
20180803,42.15285899117847,42.38267921284777,42.104979778330694,42.3348,41043795.0
20180802,41.702773193526326,42.076230863916116,41.61659065420561,42.0092,68678627.0
20180801,42.58377584345479,42.79444439946018,42.459289878542506,42.5742,61755049.0
20180731,42.72737993758359,43.02423085153812,42.6220457423094,42.9572,88217474.0
20180730,42.89018928731511,42.95722017032721,42.59812615419095,42.7274,41541403.0
20180727,42.95718916983665,43.04337167151488,42.55979207876483,42.7944,63744125.0
20180726,42.7561100381765,42.880595912867726,42.60768457219851,42.6412,68705938.0
20180725,42.7082389518099,43.14872751499001,42.59332889184987,43.12,77834618.0
20180724,42.50710663507109,42.679471563981046,42.301226303317534,42.4305,66639430.0
