date,EEM~open,EEM~high,EEM~low,EEM~close,EEM~volume
20191231,44.795,44.92,44.675,44.87,47292782.0
20191230,45.18,45.18,44.71,44.77,44499923.0
20191227,45.18,45.2,44.95,45.07,48407917.0
20191226,44.74,44.91,44.72,44.89,24947587.0
20191224,44.58,44.62,44.48,44.57,18951476.0
20191223,44.59,44.67,44.5439,44.67,29479481.0
20191220,44.57,44.6672,44.5,44.61,69295577.0
20191219,44.36,44.53,44.33,44.52,59364564.0
20191218,44.46,44.51,44.36,44.5,69064895.0
20191217,44.2,44.31,44.122,44.26,79026249.0
20191216,43.89,44.01,43.82,43.86,81706202.0
20191213,43.625903421882036,43.93926569113012,43.381089149031965,43.4986,160526269.0
20191212,42.901267821782184,43.576955445544556,42.862097524752485,43.5182,132192819.0
20191211,42.392089285714285,42.813170329670335,42.37250412087913,42.774,56623566.0
20191210,42.098244599303136,42.24023681765389,42.01990406504065,42.157,34791261.0
20191209,42.13750363636364,42.27459986013986,41.99061482517482,42.0102,37621972.0
20191206,42.1766,42.235355421407014,42.08846686788948,42.1766,56765242.0
20191205,41.83387426436245,41.99055544138253,41.76532624941616,41.9318,43346376.0
20191204,41.7458,41.81434811165846,41.68704447572132,41.7458,47026121.0
20191203,41.28551132120066,41.44219257858662,41.09945232805483,41.4324,50646491.0
20191202,41.779999694333405,41.79468854925934,41.491118880790026,41.6478,59762043.0
20191129,41.755525716972265,41.83386629055008,41.6576,41.6576,35476630.0
20191127,42.19619655252199,42.343085145765855,42.122164701527076,42.3235,30402116.0
20191126,42.166881538105166,42.29418517488997,42.00040755154042,42.2746,49571219.0
20191125,42.24521861431871,42.44107034642033,42.20604826789839,42.4019,57044781.0
20191122,42.059140657802665,42.09831098670399,41.882874177746686,41.9808,23519905.0
20191121,41.902459342197346,42.00038516445067,41.794740937718686,41.9808,43842015.0
20191120,42.108070297951585,42.26475148975791,41.89263365921788,42.0689,51991808.0
20191119,42.480229432213214,42.480229432213214,42.196244495944384,42.255,40853589.0
20191118,42.245140548072456,42.32348109614491,42.122733441709244,42.1668,52544156.0
20191115,42.17664451657778,42.32353322513331,42.13747419429631,42.2354,68170686.0
20191114,41.83385202150035,41.96115541014256,41.68696349614396,41.9024,48737414.0
20191113,41.77517413470533,41.95144069223574,41.71641861552854,41.8731,63174311.0
20191112,42.35777746576932,42.38225889997678,42.11785941053608,42.1962,57453435.0
20191111,42.24517076320037,42.51446658980862,42.20110417339174,42.4704,47092848.0
20191108,42.82296291208791,42.915992445054954,42.685866758241765,42.774,68665003.0
20191107,43.175492581669694,43.33217388838476,43.111840800816694,43.1657,97579771.0
20191106,42.96001830438757,42.99918859689214,42.715203976234,42.8523,61669353.0
20191105,43.008985148063786,43.02857029612757,42.7935485193622,42.9894,62183348.0
20191104,42.862110927835054,42.91107381443299,42.67605195876288,42.7446,62164969.0
20191101,42.13744111522444,42.35287771864878,42.11785596945859,42.3235,72772359.0
20191031,41.873066416157826,41.88285899483326,41.481363269140445,41.6968,56051353.0
20191030,41.745715540540544,42.0297,41.569449324324324,42.0297,60881019.0
20191029,41.8437,41.97100355721975,41.80452967470161,41.8437,33948263.0
20191028,42.01013713620488,42.16681830034924,41.990551990686846,42.0591,56183595.0
20191025,41.52052271662763,41.83878144028103,41.50093756440281,41.8143,49443677.0
20191024,41.69186998820755,41.706558844339625,41.49112228773585,41.5205,61727401.0
20191023,41.3442337264151,41.56456656839623,41.31485601415094,41.5205,43370189.0
20191022,41.5107,41.652692250530784,41.45194458598726,41.5107,59632948.0
20191021,41.28554825306893,41.486296293673284,41.22189643531634,41.4814,38546613.0
20191018,41.23650338256313,41.33932534540258,41.00148175321582,41.1092,78858945.0
20191017,41.49518886895734,41.510759075829384,41.26594450236967,41.3247,56583513.0
20191016,41.011318744053284,41.20717031398668,40.92318553758325,41.168,40793924.0
20191015,40.80568547232824,41.138633229961826,40.781204019561066,41.0505,51166464.0
20191014,40.8155036341757,40.874259157641404,40.678407412755725,40.6882,29264071.0
20191011,40.830126000479275,41.172865995686564,40.76157800143782,40.8644,96063181.0
20191010,39.95370051132213,40.38457375213051,39.9439079376674,40.2181,48800158.0
20191009,39.82638514145142,39.963481131611324,39.75783714637147,39.8068,41480873.0
20191008,39.70894434804164,39.75790728805156,39.47392223599405,39.5033,58678369.0
20191007,39.87533310361801,40.08097701206005,39.75292601525965,39.7872,57115119.0
20191004,39.826422601903836,40.19854063949231,39.78235599218941,40.1202,54334699.0
20191003,39.57178227506741,39.9439,39.46406398627114,39.9439,62372768.0
20191002,39.444492575117955,39.50324802582568,39.23884849764092,39.4347,41812951.0
20191001,40.05166264169542,40.0614552242484,39.708922252341054,39.7383,48906784.0
20190930,40.13001844873991,40.247529483728904,39.973337068754596,40.0223,44218320.0
20190927,40.316006151574804,40.40903555610236,39.65432227116142,39.797,79885554.0
20190926,40.39434053922759,40.443303376244835,40.19848919115861,40.316,37994411.0
20190925,40.08588205439534,40.413933122875186,39.94545661194755,40.3258,43466494.0
20190924,40.76648813394808,40.776280708565885,40.31113341421985,40.3552,57469626.0
20190923,40.551078055222085,40.805685162064826,40.551078055222085,40.7861,41995835.0
20190920,41.01129949531362,41.06026236481615,40.58042624369141,40.7469,85037210.0
20190919,40.87417363483282,41.00637328602358,40.639152032715906,40.7077,52529874.0
20190918,40.97212573071395,41.025984882606615,40.55104508864398,40.8742,70995381.0
20190917,40.6685819852064,41.07007773801002,40.639204247196375,41.0407,98987200.0
20190916,41.0407,41.236551586733476,40.94277420663327,41.0407,62490847.0
20190913,41.37369258996212,41.471618489583335,41.285559280303026,41.3639,58403432.0
20190912,41.09942228571428,41.37361428571428,40.952533714285714,41.1288,74588778.0
20190911,40.69800374100719,40.864477769784166,40.62455931654676,40.8351,62552889.0
20190910,40.482551895677375,40.62454439748853,40.316077928036705,40.5511,48448774.0
20190909,40.50211483808603,40.63921097148381,40.39439644755921,40.5217,38434360.0
20190906,40.44336290909091,40.53149614545455,40.345437090909094,40.3944,48715698.0
20190905,40.23768514730948,40.364988604821036,40.19361856586316,40.2181,72702976.0
20190904,39.650196331856236,39.816670359428855,39.56206302314131,39.7775,65801110.0
20190903,38.905955633450176,39.12139258888333,38.905955633450176,39.1116,50339614.0
20190830,39.37596289840638,39.380859188247015,39.13114840637451,39.327,57071304.0
20190829,38.8667410230692,39.08217773319959,38.729644934804405,39.0528,43360547.0
20190828,38.44563372210953,38.690447996957396,38.34770801217038,38.6219,49483863.0
20190827,38.710051512840074,38.847147571828124,38.47992598525299,38.5142,62905351.0
20190826,38.5142481151299,38.56321105450841,38.34777412124299,38.4457,58145024.0
20190823,38.72962868117798,39.09685019206146,38.18124455825865,38.24,80562617.0
20190822,39.03323683148335,39.09199233097881,38.710081584258326,38.8178,41603816.0
20190821,39.3661703187251,39.3661703187251,39.14094098605578,39.327,41678152.0
20190820,39.00386292106586,39.140959100050274,38.90593707893414,38.9549,44922944.0
20190819,39.209447355163725,39.21923992443324,38.847122292191436,38.8765,43331556.0
20190816,38.54363338391502,38.81292960293374,38.54363338391502,38.7199,53443372.0
20190815,38.2890258974359,38.34778143589743,38.005040794871796,38.1911,78403199.0
20190814,38.27913980382034,38.377065462054716,37.91681486835312,37.9364,102911485.0
20190813,38.27919363248935,39.27803675106543,38.21064557533217,39.0626,110812058.0
20190812,38.55341482609799,38.70030363036304,38.46528154353897,38.573,64723300.0
20190809,39.199681213945325,39.25843666917482,38.87162992224731,39.043,64703987.0
20190808,39.209478152929485,39.46408515392253,39.113412972939415,39.4445,81187740.0
20190807,38.39183371450113,38.98428517215381,38.240048630309126,38.9647,106772540.0
20190806,38.896118353951024,38.98425155263823,38.533792981570315,38.7884,88071482.0
20190805,38.61211779769527,38.690458386683744,38.04414852752882,38.24,131194119.0
20190802,39.94392184956843,40.0320550431566,39.59138907521579,39.7089,92796263.0
20190801,40.91338383394383,41.226746275946276,39.992881660561665,40.1006,139325851.0
20190731,41.39322892027771,41.417710366291594,40.42376365812784,40.9036,98764739.0
20190730,41.4128,41.5498960510759,41.28549652400094,41.4128,57335796.0
20190729,41.67724448615674,41.76537775692163,41.530355701548565,41.736,31912380.0
20190726,41.8926406088993,41.93181091334895,41.69678908665105,41.8143,33068630.0
20190725,42.01018493311429,42.21582919502464,41.64785932879606,41.7262,55327733.0
20190724,41.98078904396371,42.12767773900907,41.98078904396371,42.0983,40358793.0
20190723,42.0297,42.127625675675674,41.86322635135135,42.0297,37246383.0
20190722,42.078725822253325,42.13748131560532,41.95142225332401,41.9808,29826345.0
20190719,42.30394773681755,42.32353289780681,41.931829678021465,41.971,81774913.0
20190718,41.912207985143915,42.23536285979573,41.89017469823584,42.1864,63380468.0
20190717,42.039518309201306,42.11785889771135,41.88283713218123,41.9318,32866045.0
20190716,42.16681830034924,42.28432917345751,42.01992970896391,42.0591,37093688.0
20190715,42.13748516624041,42.206033248081845,42.07872966751918,42.1179,28026464.0
20190712,41.97099257876312,42.00037031505251,41.79472616102683,41.9612,30512213.0
20190711,42.157029191966366,42.157029191966366,41.81428911723494,41.9318,44486089.0
20190710,42.07874811188811,42.23542951048951,41.97102965034965,42.0102,53673060.0
20190709,41.45195599435825,41.70166657263752,41.44216342266103,41.6576,28227610.0
20190708,41.74572971642841,41.84365542535739,41.67718172017811,41.7849,37679412.0
20190705,42.0395,42.137425692988586,41.824063475425106,42.0395,51678010.0
20190703,42.21578910478834,42.3333,42.15703365718252,42.3333,31218534.0
20190702,42.4802481182175,42.50962588316786,42.294188940198566,42.4117,67518954.0
20190701,42.79359235375403,42.83276269000461,42.36271865499769,42.5194,73395993.0
20190628,42.07875553484037,42.10323700769052,41.89269634117922,42.02,66236038.0
20190627,41.96118908540842,42.09828515243193,41.89264105189667,42.0787,42358152.0
20190626,41.716352003749705,41.93178856339348,41.68697429107101,41.7849,45126654.0
20190625,41.65759943222143,41.70656229004022,41.33444457061746,41.3932,62167462.0
20190624,41.85837402247717,41.93181835635683,41.780033399672206,41.8241,37025571.0
20190621,41.85352223521159,41.980825882628004,41.78497411737199,41.8829,55543967.0
20190620,42.284399906781644,42.31377767420182,41.848629690048945,42.02,89200408.0
20190619,41.14840047292504,41.618444076613855,41.05047472215654,41.4128,105746236.0
20190618,40.541300429184545,41.15823326180258,40.53150784453982,41.0701,112482370.0
20190617,39.9732965079365,40.17894061050061,39.968400219780214,40.1006,48715626.0
20190614,40.12835457420924,40.14779189781022,39.924262676399024,39.9437,71468267.0
20190613,40.5122833974976,40.58517343599615,40.2644572666025,40.3908,59717507.0
